point_name,position,distance_cm,height_cm,height_group,common_dose_x_cm,common_dose_y_cm,common_dose_z_cm,gamma_flux_x_cm,gamma_flux_y_cm,gamma_flux_z_cm,simulated_2202d_equivalent_proxy [uSv/h],u_mc_simulated_2202d_equivalent_proxy [uSv/h],gamma_flux [photon/cm2/s],u_mc_gamma_flux [photon/cm2/s],rel_u_mc_simulated_gca_cs137_equivalent_proxy [%],simulated_gca_proxy_mc_uncertainty_class,simulated_gca_cs137_equivalent_proxy [uSv/h],u_mc_simulated_gca_cs137_equivalent_proxy [uSv/h],simulated_combined_instrument_indication [uSv/h],u_mc_simulated_combined_instrument_indication [uSv/h],simulated_gamma_instrument_fraction,h1_gamma_group_1_target_reached,h1_gamma_group_1_configured_target_percent,h1_gamma_group_1_max_relative_error_percent,h1_gamma_input_convergence_status,instrument_proxy_status,pairing_method_for_3h,neutron_proxy_response_reference,gamma_proxy_response_reference
P2_x176_h55,P2,176.0,55.0,Lower height group (42–55 cm),174.55219138658774,-165.55219138658774,14.0,168.29783190699274,-159.29783190699274,14.0,2.038720980700318,0.4984808184704883,0.0,0.0,,Unknown,0.0,0.0,2.038720980700318,0.4984808184704883,0.0,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x199_h55,P2,199.0,55.0,Lower height group (42–55 cm),190.81564735387835,-181.81564735387835,14.0,184.56128787428327,-175.56128787428332,14.0,2.6402614388883494,0.6656915122562479,0.6236692921107431,0.6236692921107431,100.0,Very high (≥25%),0.007114104594016256,0.007114104594016256,2.6473755434823656,0.665729524637585,0.002687229098089477,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x321_h55,P2,321.0,55.0,Lower height group (42–55 cm),277.0826746586372,-268.0826746586372,14.0,270.82831517904214,-261.82831517904214,14.0,1.2195104449660756,0.5041088717061989,0.3531553372886408,0.3531553372886408,100.0,Very high (≥25%),0.004028391391379204,0.004028391391379204,1.2235388363574549,0.5041249671163878,0.003292409911051092,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x420_h55,P2,420.0,55.0,Lower height group (42–55 cm),347.0862459961053,-338.0862459961053,14.0,340.83188651651034,-331.83188651651034,14.0,0.7180833198271585,0.24338342252880724,0.0,0.0,,Unknown,0.0,0.0,0.7180833198271585,0.24338342252880724,0.0,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x0_h85,P2,0.0,85.0,Upper height group (85–113 cm),50.10139789775538,-41.10139789775538,44.0,43.84703841816037,-34.84703841816037,44.0,14.754937870799653,1.3733111143404928,1.1861498028347022,0.8823431059347706,74.3871561438628,Very high (≥25%),0.013530237688918393,0.010064759036291499,14.768468108488571,1.3733479952821808,0.0009161571524904148,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x5_h85,P2,5.0,85.0,Upper height group (85–113 cm),53.63693180368812,-44.63693180368812,44.0,47.38257232409311,-38.38257232409311,44.0,12.716839277495083,1.266054012817123,6.729474546328417,2.4241013846032304,36.02214954399098,Very high (≥25%),0.07676213402029994,0.027651370709951214,12.793601411515382,1.2663559379860303,0.006000041079223179,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x30_h85,P2,30.0,85.0,Upper height group (85–113 cm),71.3146013333518,-62.3146013333518,44.0,65.06024185375679,-56.0602418537568,44.0,13.18603942476055,1.1675119909909124,1.4785133640193393,0.8531960223881278,57.70634497808758,Very high (≥25%),0.016865186162503425,0.009732282508130916,13.202904610923053,1.1675525540336,0.0012773845346538736,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x57_h85,P2,57.0,85.0,Upper height group (85–113 cm),90.40648442538858,-81.40648442538858,44.0,84.15212494579359,-75.15212494579359,44.0,10.05425755355359,1.356309422281249,0.5708256131482393,0.5708256131482393,100.0,Very high (≥25%),0.006511324460334262,0.006511324460334262,10.060768878013924,1.3563250518644576,0.0006471994873635989,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x114_h85,P2,114.0,85.0,Upper height group (85–113 cm),130.7115709530218,-121.7115709530218,44.0,124.4572114734268,-115.4572114734268,44.0,4.466033769853953,0.7574220645496278,0.0,0.0,,Unknown,0.0,0.0,4.466033769853953,0.7574220645496278,0.0,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P2_x156_h85,P2,156.0,85.0,Upper height group (85–113 cm),160.4100557628568,-151.4100557628568,44.0,154.1556962832618,-145.1556962832618,44.0,3.1222653985016167,0.5875168065583509,1.9440686521682111,1.9440686521682111,100.0,Very high (≥25%),0.02217570738919282,0.02217570738919282,3.1444411058908095,0.5879351664824395,0.007052352593803953,False,80.0,100.0,configured 80% exploratory target not demonstrably reached; 21 point(s) have undefined relative MC uncertainty,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
