tally_name,mean_per_source,std_dev_per_source,relative_error,relative_error_percent,target_reached
common_gamma_flux_P3_x0_h45,8.083727183184963e-06,3.4959468181393967e-07,0.043246719476275106,4.32467194762751,True
common_gamma_flux_P3_x5_h45,7.1416824348412835e-06,3.260780141378736e-07,0.045658430924774146,4.565843092477414,True
common_gamma_flux_P3_x57_h45,1.839249535360313e-06,1.742416319045193e-07,0.09473517788350833,9.473517788350833,True
common_gamma_flux_P3_x114_h45,6.71676670177653e-07,1.0152005720446304e-07,0.15114423607658103,15.114423607658104,True
common_gamma_flux_P3_x176_h45,2.6408748240841494e-07,6.490718003272917e-08,0.24577908593315803,24.577908593315804,True
common_gamma_flux_P3_x199_h45,1.817091091634473e-07,5.358225602549693e-08,0.2948793061183284,29.48793061183284,True
common_gamma_flux_P3_x225_h45,1.8540303104427496e-07,5.444592787208913e-08,0.2936625553823186,29.36625553823186,True
common_gamma_flux_P3_x300_h45,1.5171212240073591e-07,4.8486725472210635e-08,0.3195969096268832,31.95969096268832,True
common_gamma_flux_P3_x0_h85,8.676292663045643e-06,3.680808038511546e-07,0.04242374227634076,4.242374227634076,True
common_gamma_flux_P3_x5_h85,6.672579934898628e-06,3.163329313146685e-07,0.04740788936228373,4.740788936228373,True
common_gamma_flux_P3_x57_h85,1.4950487245694175e-06,1.505483696441787e-07,0.10069796868161436,10.069796868161436,True
common_gamma_flux_P3_x100_h85,8.721416542868272e-07,1.163997836270604e-07,0.13346430944436832,13.346430944436833,True
common_gamma_flux_P3_x114_h85,6.429355556407058e-07,9.815164784937945e-08,0.1526617201183845,15.26617201183845,True
common_gamma_flux_P3_x176_h85,4.728324126667275e-07,8.778942399471074e-08,0.18566710242977458,18.566710242977457,True
common_gamma_flux_P3_x200_h85,3.3373845366431404e-07,7.303862756204025e-08,0.2188499010530716,21.88499010530716,True
common_gamma_flux_P3_x225_h85,2.3689516299996166e-07,6.045250166622189e-08,0.255186728596192,25.5186728596192,True
common_gamma_flux_P3_x300_h85,2.24145520907194e-07,5.9322153475695224e-08,0.2646591073316927,26.465910733169267,True
common_gamma_flux_P3_x400_h85,1.114927626255594e-07,4.232750186484673e-08,0.3796434931565977,37.96434931565977,True
common_gamma_flux_P4_x0_h42,1.7402575262735361e-06,1.60738872004189e-07,0.09236499171957832,9.236499171957831,True
