scenario,particle,source_strength_per_s,escaped_rate_per_s,escaped_std_per_s,escaped_fraction,escaped_percent,non_escaped_fraction,non_escaped_percent
full_geometry,neutron,12000000.0,4751403.5998699805,1419.4539235993486,0.39595029998916503,39.5950299989165,0.6040497000108349,60.40497000108349
full_geometry,photon,7825771.383943637,484967.22640772536,358.23862440483117,0.06197053333333334,6.197053333333334,0.9380294666666666,93.80294666666667
