point_name,position,distance_cm,height_cm,neutron_flux_x_cm,neutron_flux_y_cm,neutron_flux_z_cm,neutron_flux [n/cm2/s],u_mc_neutron_flux [n/cm2/s],rel_u_mc_neutron_flux [%],neutron_flux_tally_volume_cm3,gamma_flux_x_cm,gamma_flux_y_cm,gamma_flux_z_cm,gamma_flux_tally_volume_cm3,gamma_flux [photon/cm2/s],u_mc_gamma_flux [photon/cm2/s],rel_u_mc_gamma_flux [%],common_dose_x_cm,common_dose_y_cm,common_dose_z_cm,neutron_dose_per_source [pSv/source],u_mc_neutron_dose_per_source [pSv/source],neutron_dose_rate [uSv/h],u_mc_neutron_dose_rate [uSv/h],rel_u_mc_neutron_dose_rate [%],neutron_dose_mc_uncertainty_class,gamma_dose_per_source [pSv/source],u_mc_gamma_dose_per_source [pSv/source],gamma_dose_rate [uSv/h],u_mc_gamma_dose_rate [uSv/h],rel_u_mc_gamma_dose_rate [%],gamma_dose_mc_uncertainty_class,common_flux_x_cm,common_flux_y_cm,common_flux_z_cm,common_flux_tally_volume_cm3,common_neutron_flux [n/cm2/s],u_mc_common_neutron_flux [n/cm2/s],rel_u_mc_common_neutron_flux [%],common_gamma_flux [photon/cm2/s],u_mc_common_gamma_flux [photon/cm2/s],rel_u_mc_common_gamma_flux [%],x_cm,y_cm,z_cm,flux_centre_separation_cm,total_dose_rate [uSv/h],u_mc_total_dose_rate [uSv/h],rel_u_mc_total_dose_rate [%],total_dose_mc_uncertainty_class,neutron_dose_rate_std [uSv/h],gamma_dose_rate_std [uSv/h],total_dose_rate_std [uSv/h],neutron_dose_rel_unc [%],gamma_dose_rel_unc [%],total_dose_rel_unc [%],neutron_flux_std [n/cm2/s],gamma_flux_std [photon/cm2/s],neutron_flux_rel_unc [%],gamma_flux_rel_unc [%],common_gamma_to_neutron_flux_ratio,common_total_particle_flux [particles/cm2/s],u_mc_common_total_particle_flux [particles/cm2/s],u_mc_common_gamma_to_neutron_flux_ratio,gamma_to_neutron_dose_ratio,neutron_dose_fraction,gamma_dose_fraction,u_mc_gamma_to_neutron_dose_ratio,u_mc_neutron_dose_fraction,u_mc_gamma_dose_fraction,height_group
P2_x114_h55,P2,114.0,55.0,130.7115709530218,-121.7115709530218,14.0,5.020737186306439,0.7569784087540853,15.0770371095836,8.0,124.4572114734268,-115.4572114734268,14.0,2.477979114806917,0.302379081473101,0.1008254648831757,33.34406083647851,130.7115709530218,-121.7115709530218,14.0,0.00011054647360478554,1.9167430308004467e-05,4.353936976916607,0.754920359276662,17.338798500737262,high,1.353832575741326e-07,3.816708028700248e-08,0.003477101378519309,0.0009802601138277696,28.19187613808385,very high,130.7115709530218,-121.7115709530218,14.0,8.0,6.779762167227062,0.8665791468115822,12.781851714512502,0.29058378808755925,0.058837282823377794,20.24795781299707,130.7115709530218,-121.7115709530218,14.0,8.844999999999995,4.357414078295126,0.7549209957076933,17.324977203063114,high,0.754920359276662,0.0009802601138277696,0.7549209957076933,17.338798500737262,28.19187613808385,17.324977203063114,0.7569784087540853,0.1008254648831757,15.0770371095836,33.34406083647851,0.0428604692790291,7.070345955314622,0.8685742590813569,0.010262872279781694,0.0007986108657415019,0.9992020264046424,0.0007979735953576744,0.00026431676963991247,0.00026389510234078433,0.00026389510234078433,Lower height group (42–55 cm)
P2_x176_h55,P2,176.0,55.0,174.55219138658774,-165.55219138658774,14.0,2.86242397105707,0.655896117981167,22.91401010518193,8.0,168.29783190699274,-159.29783190699274,14.0,2.477979114806917,0.2163356174745929,0.1313207561206874,60.70232800944586,174.55219138658774,-165.55219138658774,14.0,4.8823182123617785e-05,1.1738893966652205e-05,1.922929344075894,0.4623431471205043,24.043688788923934,high,1.1993307402236286e-07,6.513116628970743e-08,0.003080288246017913,0.001672789325271656,54.30625940394307,very high,174.55219138658774,-165.55219138658774,14.0,8.0,3.5366849170781567,0.6458018174137418,18.26008911043376,0.26181232120021813,0.12417719887449413,47.429852921066676,174.55219138658774,-165.55219138658774,14.0,8.844999999999976,1.926009632321912,0.4623461732440521,24.005392573591024,high,0.4623431471205043,0.001672789325271656,0.4623461732440521,24.043688788923934,54.30625940394307,24.005392573591024,0.655896117981167,0.1313207561206874,22.91401010518193,60.70232800944586,0.0740276070214689,3.798497238278375,0.6576320887055371,0.03762337461001401,0.0016018728173802003,0.9984006890753165,0.0015993109246834108,0.0009513653046027532,0.0009483246801505533,0.0009483246801505533,Lower height group (42–55 cm)
P2_x199_h55,P2,199.0,55.0,190.81564735387835,-181.81564735387835,14.0,3.137894822953445,0.6574581390583636,20.95220446042713,8.0,184.56128787428327,-175.56128787428332,14.0,2.477979114806917,0.2541105319439685,0.1011234678549481,39.79507149166327,190.81564735387835,-181.81564735387835,14.0,5.297205976671717e-05,1.3741907871483604e-05,2.0863352962872095,0.5412330114566745,25.941803909459775,very high,4.07654523114556e-08,9.96525617727369e-09,0.001046995123089788,0.0002559415884369808,24.445346763571493,high,190.81564735387835,-181.81564735387835,14.0,8.0,2.501531879883133,0.5229328684193761,20.904505460222502,0.1093246757984104,0.02272150095252182,20.78350636449104,190.81564735387835,-181.81564735387835,14.0,8.845000000000056,2.0873822914102993,0.5412330719722858,25.928794845079008,very high,0.5412330114566745,0.0002559415884369808,0.5412330719722858,25.941803909459775,24.445346763571493,25.928794845079008,0.6574581390583636,0.1011234678549481,20.95220446042713,39.79507149166327,0.04370309116488967,2.6108565556815435,0.5234262617397526,0.012882797223514271,0.0005018345445015451,0.999498417167091,0.0005015828329090623,0.0001788779479765329,0.00017869854876381987,0.00017869854876381987,Lower height group (42–55 cm)
P2_x321_h55,P2,321.0,55.0,277.0826746586372,-268.0826746586372,14.0,2.257882731815285,0.5493936283937492,24.33224811246284,8.0,270.82831517904214,-261.82831517904214,14.0,2.477979114806917,0.1609868843573262,0.0946868905894937,58.816524692363686,277.0826746586372,-268.0826746586372,14.0,1.9269622592287263e-05,9.137891954589541e-06,0.7589452616619261,0.3599011743639542,47.421229506835374,very high,2.636815715332634e-08,1.1320820481806318e-08,0.0006772237367433741,0.00029075707889288896,42.933681015240005,very high,277.0826746586372,-268.0826746586372,14.0,8.0,1.5603041383475298,0.4834089661839484,30.981714032746975,0.04564856317336966,0.016630508271339745,36.4316138674034,277.0826746586372,-268.0826746586372,14.0,8.845000000000056,0.7596224853986695,0.35990129181239716,47.37896767543837,very high,0.3599011743639542,0.00029075707889288896,0.35990129181239716,47.421229506835374,42.933681015240005,47.37896767543837,0.5493936283937492,0.0946868905894937,24.33224811246284,58.816524692363686,0.029256195668182137,1.6059527015208994,0.4836949476606065,0.013991465022991867,0.0008923222410802071,0.9991084732880334,0.0008915267119666022,0.0005708124748631545,0.0005697951394185277,0.0005697951394185277,Lower height group (42–55 cm)
P2_x420_h55,P2,420.0,55.0,347.0862459961053,-338.0862459961053,14.0,0.7179736527196391,0.2887224734309316,40.21351930356623,8.0,340.83188651651034,-331.83188651651034,14.0,2.477979114806917,0.0513558442770056,0.02147143280538,41.80913215946061,347.0862459961053,-338.0862459961053,14.0,8.467689554881697e-06,3.964908542498368e-06,0.3335048641520298,0.15616022248699632,46.82397148360929,very high,7.650694666964498e-09,5.186108588236451e-09,0.0001964957960814751,0.00013319686381038336,67.78611373199789,very high,347.0862459961053,-338.0862459961053,14.0,8.0,0.5289106604197644,0.2527508978527011,47.78706816990756,0.013980147556032694,0.005847043672504141,41.823905284755256,347.0862459961053,-338.0862459961053,14.0,8.844999999999896,0.3337013599481113,0.15616027929211934,46.79641680705209,very high,0.15616022248699632,0.00013319686381038336,0.15616027929211934,46.82397148360929,67.78611373199789,46.79641680705209,0.2887224734309316,0.02147143280538,40.21351930356623,41.80913215946061,0.026431964038950352,0.5428908079757971,0.252818520454999,0.016785531174789824,0.0005891841985006299,0.9994111627351112,0.0005888372648886691,0.00048540488343675847,0.00048483340277301275,0.00048483340277301275,Lower height group (42–55 cm)
P2_x0_h85,P2,0.0,85.0,50.10139789775538,-41.10139789775538,44.0,19.18891525812229,1.3601790374562917,7.088358144062128,8.0,43.84703841816037,-34.84703841816037,44.0,2.477979114806917,0.707977354150737,0.0485441412404861,6.8567364416221785,50.10139789775538,-41.10139789775538,44.0,0.00021137502734700265,2.6090753277473122e-05,8.32512804391287,1.0275994497709675,12.343347085482044,high,6.040213511177419e-07,6.412049962108259e-08,0.015513317601155766,0.0016468319762636024,10.615601501905118,high,50.10139789775538,-41.10139789775538,44.0,8.0,15.46534892298021,1.3988909204329432,9.04532401693381,0.8058215971307323,0.08277565652539812,10.272206257580487,50.10139789775538,-41.10139789775538,44.0,8.844999999999995,8.340641361514026,1.0276007693774627,12.320404688769985,high,1.0275994497709675,0.0016468319762636024,1.0276007693774627,12.343347085482044,10.615601501905118,12.320404688769985,1.3601790374562917,0.0485441412404861,7.088358144062128,6.8567364416221785,0.052104973586037176,16.271170520110942,1.401337795316653,0.007131648448769324,0.00186343291290261,0.9981400330108019,0.001859966989198026,0.0003033730662426629,0.00030224558797762257,0.00030224558797762257,Upper height group (85–113 cm)
P2_x5_h85,P2,5.0,85.0,53.63693180368812,-44.63693180368812,44.0,15.307357695574773,1.294285383974333,8.45531547452177,8.0,47.38257232409311,-38.38257232409311,44.0,2.477979114806917,0.9392910406570064,0.0801387138122703,8.531829895472615,53.63693180368812,-44.63693180368812,44.0,0.0002850058490301926,3.010044606360128e-05,11.225120659808633,1.185523525666984,10.561343272787546,high,4.656974225685412e-07,5.9316766206854934e-08,0.01196068981498164,0.0015234558042321084,12.737190143697802,high,53.63693180368812,-44.63693180368812,44.0,8.0,19.96004939213381,1.6500730471589722,8.266878577010237,0.7723085178540599,0.10838278085177563,14.033612001707368,53.63693180368812,-44.63693180368812,44.0,8.844999999999995,11.237081349623615,1.185524504524248,10.550110545955574,high,1.185523525666984,0.0015234558042321084,1.185524504524248,10.561343272787546,12.737190143697802,10.550110545955574,1.294285383974333,0.0801387138122703,8.45531547452177,8.531829895472615,0.03869271576845015,20.732357909987872,1.6536287032298573,0.006302086663772628,0.0010655288417350114,0.9989356053015152,0.001064394698484786,0.00017630493570679952,0.0001759298193712552,0.0001759298193712552,Upper height group (85–113 cm)
P2_x30_h85,P2,30.0,85.0,71.3146013333518,-62.3146013333518,44.0,14.172937634268791,1.2647131949960295,8.923437240971662,8.0,65.06024185375679,-56.0602418537568,44.0,2.477979114806917,0.6492547971901301,0.0791269976770399,12.187356646341126,71.3146013333518,-62.3146013333518,44.0,0.00021592655700896122,2.6299806813006575e-05,8.504392679414336,1.0358331445134006,12.179977848632625,high,5.58704421216587e-07,1.1815695951681304e-07,0.014349425091453918,0.0030346715995705205,21.14838455359357,high,71.3146013333518,-62.3146013333518,44.0,8.0,13.817700820843054,1.2037544711434758,8.711684286344473,0.8469479130276869,0.15205128484157612,17.952849579382047,71.3146013333518,-62.3146013333518,44.0,8.84499999999999,8.51874210450579,1.0358375898297167,12.159513424896788,high,1.0358331445134006,0.0030346715995705205,1.0358375898297167,12.179977848632625,21.14838455359357,12.159513424896788,1.2647131949960295,0.0791269976770399,8.923437240971662,12.187356646341126,0.06129441677808829,14.664648733870742,1.2133195869266609,0.012231242908151757,0.0016872956873437912,0.9983155464838095,0.001684453516190392,0.00041178520546564224,0.00041039910778372724,0.00041039910778372724,Upper height group (85–113 cm)
P2_x57_h85,P2,57.0,85.0,90.40648442538858,-81.40648442538858,44.0,12.360497962391134,1.250252176917862,10.11490136337518,8.0,84.15212494579359,-75.15212494579359,44.0,2.477979114806917,0.3822237946649014,0.0721840753445574,18.88529085632718,90.40648442538858,-81.40648442538858,44.0,0.00015652954602994877,2.072795981456731e-05,6.165006953331356,0.8163827189579324,13.242202728040517,high,2.445627258541999e-07,5.806372068249265e-08,0.006281200544583119,0.0014912733438734351,23.741852107548183,high,90.40648442538858,-81.40648442538858,44.0,8.0,11.072489120661187,1.101465887550374,9.947771233254556,0.4918836169189456,0.08809116267133112,17.90894423829674,90.40648442538858,-81.40648442538858,44.0,8.844999999999976,6.171288153875939,0.8163840809994598,13.228746748549112,high,0.8163827189579324,0.0014912733438734351,0.8163840809994598,13.242202728040517,23.741852107548183,13.228746748549112,1.250252176917862,0.0721840753445574,10.11490136337518,18.88529085632718,0.04442394221919751,11.564372737580133,1.1049828751514297,0.009100821517007886,0.0010188472765937395,0.9989821897166415,0.0010178102833584505,0.000276974990649287,0.00027641146159071,0.00027641146159071,Upper height group (85–113 cm)
P2_x114_h85,P2,114.0,85.0,130.7115709530218,-121.7115709530218,44.0,4.677969956493038,0.7299033868586466,15.602994325466716,8.0,124.4572114734268,-115.4572114734268,44.0,2.477979114806917,0.2139681325538592,0.0668978442266983,31.2653306958498,130.7115709530218,-121.7115709530218,44.0,8.034794657446473e-05,1.5657499223873747e-05,3.1645504754910427,0.6166796878622083,19.487118080065326,high,1.7281331259959635e-07,8.955016154846824e-08,0.0044384321830748695,0.0022999519715080304,51.8190179919492,very high,130.7115709530218,-121.7115709530218,44.0,8.0,5.8225893974698195,0.8217050604465429,14.112364866456343,0.37527895640837117,0.15378333912086492,40.97840726073671,130.7115709530218,-121.7115709530218,44.0,8.844999999999995,3.168988907674118,0.6166839767667893,19.45996009242598,high,0.6166796878622083,0.0022999519715080304,0.6166839767667893,19.487118080065326,51.8190179919492,19.45996009242598,0.7299033868586466,0.0668978442266983,15.602994325466716,31.2653306958498,0.06445224466136097,6.1978683538781905,0.8359716034379515,0.02793384898317024,0.0014025474447160332,0.9985994169394765,0.0014005830605233833,0.0007764792477160543,0.0007743057235209018,0.0007743057235209018,Upper height group (85–113 cm)
P2_x156_h85,P2,156.0,85.0,160.4100557628568,-151.4100557628568,44.0,4.06058933712378,0.7106839420190655,17.50199005650892,8.0,154.1556962832618,-145.1556962832618,44.0,2.477979114806917,0.2360432686046937,0.0903679892406634,38.28450172498014,160.4100557628568,-151.4100557628568,44.0,4.5488403663248954e-05,1.1108958226285975e-05,1.79158716033213,0.43753276264033275,24.42151698381348,high,1.1971448183241642e-07,4.0509832891330735e-08,0.0030746740569474506,0.001040429949123533,33.8387071232024,very high,160.4100557628568,-151.4100557628568,44.0,8.0,2.987303136173392,0.5699481915281713,19.0790209613026,0.29914450193179376,0.1304670266115572,43.61337940996297,160.4100557628568,-151.4100557628568,44.0,8.845000000000017,1.7946618343890774,0.4375339996824941,24.37974616156227,high,0.43753276264033275,0.001040429949123533,0.4375339996824941,24.42151698381348,33.8387071232024,24.37974616156227,0.7106839420190655,0.0903679892406634,17.50199005650892,38.28450172498014,0.10013864957641531,3.2864476381051855,0.5846901624442589,0.047669951084691874,0.001716173304332823,0.9982867669005765,0.0017132330994234929,0.0007161746840514617,0.0007137228377968558,0.0007137228377968558,Upper height group (85–113 cm)
