position,measured_point_id,simulated_point_id,measured_distance_cm,simulated_distance_cm,distance_difference_cm,measured_height_cm,simulated_height_cm,height_difference_cm,measured_geometry_x_cm,measured_geometry_y_cm,measured_geometry_z_cm,simulated_geometry_x_cm,simulated_geometry_y_cm,simulated_geometry_z_cm,geometry_separation_cm,match_score,exact_distance_height_match,measured_neutron_dose_rate_uSv_h,measured_neutron_dose_rate_uncertainty_uSv_h,measured_gamma_dose_rate_uSv_h,measured_gamma_dose_rate_uncertainty_uSv_h,measured_total_dose_rate_uSv_h,measured_total_dose_rate_uncertainty_uSv_h,simulated_neutron_dose_rate_uSv_h,simulated_neutron_dose_rate_uncertainty_uSv_h,simulated_gamma_dose_rate_uSv_h,simulated_gamma_dose_rate_uncertainty_uSv_h,simulated_total_dose_rate_uSv_h,simulated_total_dose_rate_uncertainty_uSv_h,neutron_residual_uSv_h,neutron_residual_uncertainty_uSv_h,neutron_pull,neutron_simulation_to_measurement_ratio,neutron_relative_difference_percent,neutron_log10_ratio,neutron_agreement_class,gamma_residual_uSv_h,gamma_residual_uncertainty_uSv_h,gamma_pull,gamma_simulation_to_measurement_ratio,gamma_relative_difference_percent,gamma_log10_ratio,gamma_agreement_class,total_residual_uSv_h,total_residual_uncertainty_uSv_h,total_pull,total_simulation_to_measurement_ratio,total_relative_difference_percent,total_log10_ratio,total_agreement_class,total_absolute_log10_ratio,model_bias_direction
P2,P2_x199_h85,P2_x199_h85,199.0,199.0,0.0,85.0,85.0,0.0,183.9213562373095,-174.9213562373095,44.0,183.9213562373095,-174.9213562373095,44.0,0.0,0.0,True,7.519966722129784,0.3782932452003447,0.2109999999999999,0.0311659621273841,7.730966722129784,0.3795748892636783,2.237213849780129,0.5512277568892883,0.0044463638109313,0.0012323322376564,2.2416602135910604,0.551229134396886,-5.282752872349654,0.6685490403324235,-7.901818047218951,0.297503158251545,-70.2496841748455,-0.5265084195020265,within factor 10,-0.2065536361890686,0.031190316415027074,-6.622364244100898,0.021072814269816595,-97.89271857301834,-1.6762774605838995,outside factor 10,-5.489306508538723,0.6692762173926949,-8.201855027694636,0.2899585904534215,-71.00414095465784,-0.5376640201068249,within factor 10,0.5376640201068249,simulation low
P2,P2_x300_h85,P2_x300_h85,300.0,300.0,0.0,85.0,85.0,0.0,255.3391411371508,-246.3391411371508,44.0,255.3391411371508,-246.3391411371508,44.0,0.0,0.0,True,5.406821963394343,0.3150459107364179,0.049,0.023259406699226,5.455821963394343,0.3159033489403666,0.8354215012986106,0.4334963108793859,0.0013375045522624,0.0005600170578517,0.836759005850873,0.4334966726113849,-4.571400462095732,0.5358852278406041,-8.530558829763951,0.15451248569948145,-84.54875143005185,-0.8110364207615113,within factor 10,-0.0476624954477376,0.02326614749169024,-2.0485770351434756,0.027296011270661225,-97.27039887293388,-1.563900811190144,outside factor 10,-4.61906295754347,0.5363900549384573,-8.611388140060573,0.15336992509379518,-84.66300749062047,-0.8142597945353551,within factor 10,0.8142597945353551,simulation low
P2,P2_x321_h85,P2_x321_h85,321.0,321.0,0.0,85.0,85.0,0.0,270.1883835420683,-261.1883835420683,44.0,270.18838354206827,-261.18838354206827,44.0,8.038873388460929e-14,2.009718347115232e-15,True,3.8166666666666655,0.2718976028519812,0.049,0.023259406699226,3.8656666666666655,0.2728906492290524,1.249496222884389,0.4047066694552154,0.0020749916459861,0.0007151090772875,1.2515712145303757,0.4047073012468707,-2.5671704437822767,0.487561067701459,-5.265331081263022,0.3273789230264776,-67.26210769735225,-0.48494928432526535,within factor 10,-0.0469250083540139,0.023270397095718376,-2.0165108554442264,0.04234676828543061,-95.76532317145693,-1.3731797274668802,outside factor 10,-2.61409545213629,0.488116078529666,-5.355479090159523,0.32376594322593155,-67.62340567740686,-0.4897688363946696,within factor 10,0.4897688363946696,simulation low
P3,P3_x0_h45,P3_x0_h45,0.0,0.0,0.0,45.0,45.0,0.0,43.5,0.0,4.0,43.5,0.0,4.0,0.0,0.0,True,130.2071547420965,2.02372841860296,4.875,0.1031738649595161,135.0821547420965,2.026356720489244,107.70781946406684,3.442251494659939,0.0744564916015292,0.004963582931342,107.78227595566835,3.4422550732977504,-22.499335278029648,3.9930654971775534,-5.634602110567185,0.827203540983639,-17.279645901636098,-0.08238761517570879,within factor 2,-4.800543508398471,0.1032931922548663,-46.47492640709156,0.015273126482364964,-98.47268735176351,-1.8160720516761355,outside factor 10,-27.29987878642814,3.9944012753247544,-6.834535867758702,0.7979016633355456,-20.209833666445437,-0.098050629579509,within factor 2,0.098050629579509,simulation low
P3,P3_x5_h45,P3_x5_h45,5.0,5.0,0.0,45.0,45.0,0.0,48.5,0.0,4.0,48.5,0.0,4.0,0.0,0.0,True,100.8477537437604,2.210289871837092,4.875,0.1031738649595161,105.7227537437604,2.212696581991375,86.4858151321095,3.407998912477832,0.0623484604816807,0.0044923147280689,86.54816359259118,3.4080018732890536,-14.361938611650913,4.061999249753219,-3.535682241330658,0.8575879176432375,-14.241208235676252,-0.06672134628217526,within factor 2,-4.81265153951832,0.10327161905528782,-46.60187942770417,0.01278942779111399,-98.72105722088861,-1.8931488857575314,outside factor 10,-19.174590151169227,4.063311818246048,-4.718956114829023,0.8186332698290988,-18.136673017090118,-0.08691060930035013,within factor 2,0.08691060930035013,simulation low
P3,P3_x57_h45,P3_x57_h45,57.0,57.0,0.0,45.0,45.0,0.0,100.5,0.0,4.0,100.5,0.0,4.0,0.0,0.0,True,23.99251247920133,0.6089788511217575,1.0139999999999998,0.052985083105715,25.00651247920133,0.6112795270130477,13.474620428561687,1.2480286364914104,0.0138727432287222,0.0021824604829137,13.488493171790411,1.2480305447529594,-10.517892050639643,1.388679487360631,-7.574024205275969,0.5616177313752608,-43.83822686247391,-0.2505591891316897,within factor 2,-1.0001272567712776,0.05303001193172603,-18.859646082276964,0.013681206339962726,-98.63187936600373,-1.863875607024477,outside factor 10,-11.518019307410919,1.3896916567288098,-8.288183390640153,0.5393992138251664,-46.060078617483356,-0.2680896908672597,within factor 2,0.2680896908672597,simulation low
P3,P3_x114_h45,P3_x114_h45,114.0,114.0,0.0,45.0,45.0,0.0,157.5,0.0,4.0,157.5,0.0,4.0,0.0,0.0,True,12.69467554076539,0.4552229911998541,0.325,0.0351923642879193,13.01967554076539,0.4565812898281269,5.465040286156577,0.9216965825561342,0.0060153533650167,0.0014588424203227,5.471055639521594,0.9216977370683213,-7.229635254608813,1.0279847090363743,-7.03282372885276,0.43049861877975004,-56.950138122024995,-0.3660282376070631,within factor 10,-0.3189846466349833,0.035222588283386425,-9.056252313673383,0.01850877958466677,-98.14912204153333,-1.7326222164236733,outside factor 10,-7.548619901243796,1.0285879606227073,-7.33881805954044,0.4202144379398233,-57.978556206017664,-0.3765290299646338,within factor 10,0.3765290299646338,simulation low
P3,P3_x176_h45,P3_x176_h45,176.0,176.0,0.0,45.0,45.0,0.0,219.5,0.0,4.0,219.5,0.0,4.0,0.0,0.0,True,7.416666666666667,0.3772385728253471,0.1429999999999998,0.0286497180423562,7.559666666666667,0.3783249227465873,2.1550349499228583,0.6003260517843462,0.0048231693036241,0.0014322467254434,2.1598581192264823,0.6003277602957104,-5.261631716743809,0.7090136171317771,-7.421058763340906,0.2905665101019584,-70.94334898980416,-0.53675444274297,within factor 10,-0.1381768306963757,0.028685495892333004,-4.816958061837352,0.03372845666870005,-96.62715433313001,-1.4720035306045078,outside factor 10,-5.399808547440184,0.7095936632699557,-7.6097192336198995,0.28570811577580346,-71.42918842241964,-0.5440774229473682,within factor 10,0.5440774229473682,simulation low
P3,P3_x199_h45,P3_x199_h45,199.0,199.0,0.0,45.0,45.0,0.0,242.5,0.0,4.0,242.5,0.0,4.0,0.0,0.0,True,5.872712146422629,0.3269749758421216,0.093,0.0252619994132939,5.965712146422629,0.3279493915855208,1.789974508417875,0.4402131745983724,0.0051442615344422,0.0014455190926154,1.7951187699523177,0.4402155479028702,-4.082737638004754,0.5483614445937397,-7.4453404378739645,0.30479520599494064,-69.52047940050593,-0.5159918681274402,within factor 10,-0.0878557384655578,0.025303322702846298,-3.4721028339758386,0.05531464015529248,-94.46853598447075,-1.257159908529343,outside factor 10,-4.170593376470311,0.5489449262510196,-7.597471398366102,0.3009060319862685,-69.90939680137316,-0.5215691062709058,within factor 10,0.5215691062709058,simulation low
P3,P3_x225_h45,P3_x225_h45,225.0,225.0,0.0,45.0,45.0,0.0,268.5,0.0,4.0,268.5,0.0,4.0,0.0,0.0,True,5.406821963394343,0.3355071891305184,0.0919999999999998,0.0244771707204379,5.498821963394343,0.3363988790777087,1.5883946185127136,0.4998172383750837,0.0042279422687896,0.0013351131242383,1.5926225607815032,0.4998190215507506,-3.8184273448816293,0.6019820144615259,-6.343092074432191,0.2937760165336639,-70.62239834663362,-0.5319836622974451,within factor 10,-0.0877720577312102,0.024513555709687974,-3.580551869777174,0.045955894225974014,-95.4044105774026,-1.337658778823053,outside factor 10,-3.90619940261284,0.6024809209831367,-6.483523820536342,0.28962977368308906,-71.03702263169109,-0.5381567950935909,within factor 10,0.5381567950935909,simulation low
