measurement_kind,position,physical_point_id,distance_cm,height_cm,location_label,number_of_files,total_valid_rows,total_duration_min,files,mean_cps,std_cps,sem_cps,pooled_poisson_sem_cps,between_file_std_cps,between_file_sem_cps,effective_uncertainty_cps,maximum_pairwise_repeat_z,is_repeated_measurement,repeat_agreement_flag,any_file_requires_review,background_height_cm,background_cps,background_uncertainty_cps,background_files,background_number_of_files,background_total_valid_rows,background_height_difference_cm,net_cps,net_uncertainty_cps,net_signal_sigma,above_background_2sigma,nonpositive_net_cps,gross_gamma_uSv_h,gross_gamma_uncertainty_uSv_h,background_gamma_uSv_h,background_gamma_uncertainty_uSv_h,net_gamma_uSv_h,net_gamma_uncertainty_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uSv_h,detector_indicated_gamma_dose_rate_cs137_equivalent_uncertainty_uSv_h,manufacturer_accuracy_limit_uSv_h,within_conservative_countable_range,within_feature_list_countable_range,within_documented_countable_range,vertical_uncertainty_scope,height_group,height_group_label,requires_quality_review,quality_review_reason,final_quality_status,cabinet_surface_x_cm,cabinet_surface_y_cm,cabinet_surface_z_cm,mica_x_cm,mica_y_cm,mica_z_cm,axis_x,axis_y,axis_z,geometry_x_cm,geometry_y_cm,geometry_z_cm,distance_uncertainty_cm,height_uncertainty_cm,horizontal_line_position_uncertainty_cm,line_position_x_limit_cm,line_position_y_limit_cm,line_position_z_limit_cm,geometry_x_uncertainty_cm,geometry_y_uncertainty_cm,geometry_z_uncertainty_cm,detector_axis_alignment_deg,detector_axis_alignment_uncertainty_deg,active_centre_transverse_orientation_limit_cm,reference_offset_cm,detector_effective_diameter_cm,detector_effective_length_cm,detector_active_volume_cm3,point_name,coordinate_validation_passed,geometry_ready,radial_distance_from_source_cm,distance_from_source_3d_cm,above_cabinet,below_cabinet,geometric_uncertainty_interpretation,detector_orientation_convention,distance_reference_convention
scan,P2,P2_x321_h65,321.0,65.0,,1,600,10.0,G_P2_x_321_y_65_10_min.txt,2.0566666666666666,0.7860143678922866,0.03208890219720599,0.058547226900834325,,,0.058547226900834325,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,15.0,0.19666666666666655,0.08079466429027216,2.4341541411707506,True,False,1.234,0.03512833614050059,1.116,0.033406586176980134,0.11799999999999992,0.048476798574163295,0.11799999999999992,0.048476798574163295,0.005899999999999996,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,-33.5,24.0,269.48127676088177,-260.48127676088177,24.0,0.7071067811865475,-0.7071067811865475,0.0,270.8283151790421,-261.8283151790421,24.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P2_x321_h65,True,True,376.6988756715559,377.4626377963975,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P2,P2_x420_h65,420.0,65.0,,1,600,10.0,G_P2_x_420_y_65_10_min.txt,1.9116666666666666,0.6490243523207723,0.02649630823043712,0.056445647406253664,,,0.056445647406253664,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,15.0,0.05166666666666653,0.0792849992817753,0.651657528343357,False,False,1.147,0.0338673884437522,1.116,0.033406586176980134,0.030999999999999917,0.04757099956906518,0.030999999999999917,0.04757099956906518,0.0015499999999999958,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,-33.5,24.0,339.4848480983499,-330.4848480983499,24.0,0.7071067811865475,-0.7071067811865475,0.0,340.8318865165103,-331.8318865165103,24.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P2_x420_h65,True,True,475.6876872229399,476.29274167838156,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P2,P2_x176_h85,176.0,85.0,,1,600,10.0,G_P2_x_176_y_85_10_min.txt,2.328333333333333,1.2987205295644155,0.05302004359849955,0.062294105303435855,,,0.062294105303435855,,False,not_repeated,False,85.0,1.8833333333333333,0.0560257877132387,G_P6_udenfor_dor_y_85_10_min.txt,1,600,0.0,0.44499999999999984,0.0837821248503787,5.311395489129665,True,False,1.3969999999999998,0.03737646318206151,1.13,0.03361547262794322,0.2669999999999999,0.050269274910227216,0.2669999999999999,0.050269274910227216,0.013349999999999996,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",upper,Upper height group (85–105 cm),False,none,accepted,42.5,-33.5,44.0,166.95079348883235,-157.95079348883235,44.0,0.7071067811865475,-0.7071067811865475,0.0,168.2978319069927,-159.2978319069927,44.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P2_x176_h85,True,True,231.73251708567548,235.87276119735165,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P2,P2_x200_h85,200.0,85.0,,1,600,10.0,G_P2_x_200_y_85_10_min.txt,2.235,1.1656355249226076,0.04758687103536022,0.06103277807866852,,,0.06103277807866852,,False,not_repeated,False,85.0,1.8833333333333333,0.0560257877132387,G_P6_udenfor_dor_y_85_10_min.txt,1,600,0.0,0.35166666666666657,0.08284859014424378,4.244691020745148,True,False,1.341,0.03661966684720111,1.13,0.03361547262794322,0.21099999999999994,0.04970915408654627,0.21099999999999994,0.04970915408654627,0.010549999999999997,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",upper,Upper height group (85–105 cm),False,none,accepted,42.5,-33.5,44.0,183.92135623730948,-174.92135623730948,44.0,0.7071067811865475,-0.7071067811865475,0.0,185.26839465546988,-176.26839465546988,44.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P2_x200_h85,True,True,255.72431447289367,259.4820321575878,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P2,P2_x321_h85,321.0,85.0,,1,600,10.0,G_P2_x_321_y_85_10_min.txt,1.965,0.8009437255007569,0.03269839066934416,0.05722761571129799,,,0.05722761571129799,,False,not_repeated,False,85.0,1.8833333333333333,0.0560257877132387,G_P6_udenfor_dor_y_85_10_min.txt,1,600,0.0,0.08166666666666678,0.08008675851155975,1.0197274578778086,False,False,1.179,0.03433656942677879,1.13,0.03361547262794322,0.049000000000000064,0.048052055106935845,0.049000000000000064,0.048052055106935845,0.0024500000000000034,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",upper,Upper height group (85–105 cm),False,none,accepted,42.5,-33.5,44.0,269.48127676088177,-260.48127676088177,44.0,0.7071067811865475,-0.7071067811865475,0.0,270.8283151790421,-261.8283151790421,44.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P2_x321_h85,True,True,376.6988756715559,379.2598620104879,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P2,P2_x400_h85,400.0,85.0,,1,600,10.0,G_P2_x_400_y_85_10_min.txt,1.925,0.6403580488428822,0.026142507872488153,0.056642151559888096,,,0.056642151559888096,,False,not_repeated,False,85.0,1.8833333333333333,0.0560257877132387,G_P6_udenfor_dor_y_85_10_min.txt,1,600,0.0,0.04166666666666674,0.07966945601811413,0.5229942408191309,False,False,1.155,0.03398529093593285,1.13,0.03361547262794322,0.025000000000000043,0.04780167361086848,0.025000000000000043,0.04780167361086848,0.0012500000000000022,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",upper,Upper height group (85–105 cm),False,none,accepted,42.5,-33.5,44.0,325.34271247461896,-316.34271247461896,44.0,0.7071067811865475,-0.7071067811865475,0.0,326.68975089277933,-317.68975089277933,44.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P2_x400_h85,True,True,455.68955568533977,457.80888060488996,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P2,P2_x400_h98,400.0,98.0,,1,600,10.0,G_P2_x_400_y_98_10_min_24h.txt,1.915,0.6259083549380869,0.02555260158905228,0.05649483752226098,,,0.05649483752226098,,False,not_repeated,False,85.0,1.8833333333333333,0.0560257877132387,G_P6_udenfor_dor_y_85_10_min.txt,1,600,13.0,0.03166666666666673,0.07956478841520007,0.3979985028228533,False,False,1.149,0.033896902513356586,1.13,0.03361547262794322,0.019000000000000038,0.047738873049120036,0.019000000000000038,0.047738873049120036,0.000950000000000002,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",upper,Upper height group (85–105 cm),False,none,accepted,42.5,-33.5,57.0,325.34271247461896,-316.34271247461896,57.0,0.7071067811865475,-0.7071067811865475,0.0,326.68975089277933,-317.68975089277933,57.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P2_x400_h98,True,True,455.68955568533977,459.24064624192664,True,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x176_h45,176.0,45.0,,1,600,10.0,G_P3_x_176_y_45_10_min.txt,2.098333333333333,1.036236877842396,0.042304193389476906,0.059137316664033907,,,0.059137316664033907,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,-5.0,0.23833333333333306,0.08122328620674137,2.9342980869635373,True,False,1.259,0.03548238999842034,1.116,0.033406586176980134,0.14299999999999982,0.04873397172404482,0.14299999999999982,0.04873397172404482,0.0071499999999999906,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,0.0,4.0,218.5,0.0,4.0,1.0,0.0,0.0,220.405,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x176_h45,True,True,220.405,220.44129382899203,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x199_h45,199.0,45.0,,1,600,10.0,G_P3_x_199_y_45_10_min.txt,2.015,0.8771491612520312,0.03580946455629531,0.057951128835712365,,,0.057951128835712365,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,-5.0,0.15500000000000003,0.08036375634160796,1.9287301521985913,False,False,1.209,0.03477067730142742,1.116,0.033406586176980134,0.09300000000000001,0.04821825380496477,0.09300000000000001,0.04821825380496477,0.0046500000000000005,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,0.0,4.0,241.5,0.0,4.0,1.0,0.0,0.0,243.405,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x199_h45,True,True,243.405,243.43786481359058,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x225_h45,225.0,45.0,,1,600,10.0,G_P3_x_225_y_45_10_min.txt,2.013333333333333,0.8392433723015883,0.03426196720252508,0.057927157323275885,,,0.057927157323275885,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,-5.0,0.1533333333333331,0.08034647195462633,1.9084015713835487,False,False,1.208,0.03475629439396553,1.116,0.033406586176980134,0.09199999999999986,0.048207883172775794,0.09199999999999986,0.048207883172775794,0.004599999999999993,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,0.0,4.0,267.5,0.0,4.0,1.0,0.0,0.0,269.405,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x225_h45,True,True,269.405,269.4346934323789,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x320_h45,320.0,45.0,,1,600,10.0,G_P3_x_320_y_45_10_min.txt,1.9916666666666667,0.6549647728274888,0.02673882488208747,0.05761462005814535,,,0.05761462005814535,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,-5.0,0.1316666666666666,0.08012143561147943,1.6433388351294347,False,False,1.195,0.03456877203488721,1.116,0.033406586176980134,0.07899999999999996,0.048072861366887654,0.07899999999999996,0.048072861366887654,0.003949999999999998,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,0.0,4.0,362.5,0.0,4.0,1.0,0.0,0.0,364.405,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x320_h45,True,True,364.405,364.42695293432945,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x5_h64,5.0,64.0,,1,600,10.0,G_P3_x_5_y_64_10_min.txt,9.985,4.176982999522163,0.17052461688515416,0.12900258395344905,,,0.17052461688515416,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,14.0,8.125,0.17938407109837987,45.29387670962153,True,False,5.991,0.1023147701310925,1.116,0.033406586176980134,4.875,0.10763044265902792,4.875,0.10763044265902792,0.24375,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,0.0,23.0,47.5,0.0,23.0,1.0,0.0,0.0,49.405,0.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x5_h64,True,True,49.405,54.496367080751355,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x57_h64,57.0,64.0,,1,600,10.0,G_P3_x_57_y_64_10_min.txt,3.55,2.093993317409488,0.08548691920751766,0.0769198717280955,,,0.08548691920751766,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,14.0,1.6899999999999997,0.10201967141484358,16.56543269119086,True,False,2.13,0.051292151524510596,1.116,0.033406586176980134,1.0139999999999998,0.06121180284890615,1.0139999999999998,0.06121180284890615,0.05069999999999999,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,0.0,23.0,99.5,0.0,23.0,1.0,0.0,0.0,101.405,0.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x57_h64,True,True,101.405,103.98064254946686,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x114_h64,114.0,64.0,,1,600,10.0,G_P3_x_114_y_64_10_min.txt,2.401666666666667,1.3303936011994382,0.054313091333373295,0.06326750965367435,,,0.06326750965367435,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,14.0,0.5416666666666667,0.08427797919847022,6.427143505554045,True,False,1.441,0.037960505792204606,1.116,0.033406586176980134,0.325,0.050566787519082126,0.325,0.050566787519082126,0.01625,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,0.0,23.0,156.5,0.0,23.0,1.0,0.0,0.0,158.405,0.0,23.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x114_h64,True,True,158.405,160.0660614402691,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x320_h65,320.0,65.0,,1,600,10.0,G_P3_x_320_y_65_10_min.txt,2.013333333333333,0.6380967805836412,0.02605019198237662,0.057927157323275885,,,0.057927157323275885,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,15.0,0.1533333333333331,0.08034647195462633,1.9084015713835487,False,False,1.208,0.03475629439396553,1.116,0.033406586176980134,0.09199999999999986,0.048207883172775794,0.09199999999999986,0.048207883172775794,0.004599999999999993,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,0.0,24.0,362.5,0.0,24.0,1.0,0.0,0.0,364.405,0.0,24.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x320_h65,True,True,364.405,365.19447425310256,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P3,P3_x176_h88,176.0,88.0,,1,600,10.0,G_P3_x_176_y_88_10_min.txt,2.0933333333333333,1.0114315986198474,0.04129152210576848,0.0590668171555645,,,0.0590668171555645,,False,not_repeated,False,85.0,1.8833333333333333,0.0560257877132387,G_P6_udenfor_dor_y_85_10_min.txt,1,600,3.0,0.20999999999999996,0.08141116494546541,2.57949877195188,True,False,1.256,0.0354400902933387,1.13,0.03361547262794322,0.12599999999999997,0.048846698967279244,0.12599999999999997,0.048846698967279244,0.006299999999999999,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",upper,Upper height group (85–105 cm),False,none,accepted,42.5,0.0,47.0,218.5,0.0,47.0,1.0,0.0,0.0,220.405,0.0,47.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P3_x176_h88,True,True,220.405,225.36052011166464,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P4,P4_x0_h58,0.0,58.0,,1,600,10.0,G_P4_x_0_y_58_10_min.txt,4.4783333333333335,2.445300877777686,0.0998289903022524,0.0863938012179629,,,0.0998289903022524,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,8.0,2.618333333333333,0.11430584982741349,22.90638088327645,True,False,2.687,0.059897394181351434,1.116,0.033406586176980134,1.571,0.06858350989644808,1.571,0.06858350989644808,0.07855,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,33.5,17.0,42.5,33.5,17.0,0.7071067811865475,0.7071067811865475,0.0,43.84703841816037,34.84703841816037,17.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P4_x0_h58,True,True,56.00784645529925,58.53100771864753,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P4,P4_x20_h58,20.0,58.0,,1,600,10.0,G_P4_x_20_y_58_10_min.txt,3.763333333333333,2.3487265520382112,0.09588635996366832,0.07919736247011148,,,0.09588635996366832,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,8.0,1.903333333333333,0.11087918662707702,17.165830587618448,True,False,2.258,0.057531815978200986,1.116,0.033406586176980134,1.142,0.0665275119762462,1.142,0.0665275119762462,0.05709999999999999,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,33.5,17.0,56.64213562373095,47.64213562373095,17.0,0.7071067811865475,0.7071067811865475,0.0,57.989174041891324,48.989174041891324,17.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P4_x20_h58,True,True,75.91234075805778,77.79256699304555,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P4,P4_x71_h58,71.0,58.0,,1,600,10.0,G_P4_x_71_y_58_10_min.txt,2.685,1.5737119438248206,0.06424652107490458,0.06689544080129825,,,0.06689544080129825,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,8.0,0.825,0.08703447592764604,9.47900232875353,True,False,1.611,0.04013726448077895,1.116,0.033406586176980134,0.49499999999999994,0.052220685556587626,0.49499999999999994,0.052220685556587626,0.024749999999999998,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,42.5,33.5,17.0,92.70458146424487,83.70458146424487,17.0,0.7071067811865475,0.7071067811865475,0.0,94.05161988240525,85.05161988240525,17.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P4_x71_h58,True,True,126.80491018539306,127.93938114249887,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P4,P4_x138_h105,138.0,105.0,,1,600,10.0,G_P4_x_138_y_105_10_min.txt,2.0,0.8648197434423813,0.03530611818197488,0.05773502691896258,,,0.05773502691896258,,False,not_repeated,False,85.0,1.8833333333333333,0.0560257877132387,G_P6_udenfor_dor_y_85_10_min.txt,1,600,20.0,0.1166666666666667,0.08045012257431447,1.4501738833138234,False,False,1.2,0.034641016151377546,1.13,0.03361547262794322,0.07000000000000002,0.04827007354458868,0.07000000000000002,0.04827007354458868,0.003500000000000001,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",upper,Upper height group (85–105 cm),False,none,accepted,42.5,33.5,64.0,140.08073580374355,131.08073580374355,64.0,0.7071067811865475,0.7071067811865475,0.0,141.42777422190392,132.42777422190392,64.0,1.0,1.0,1.0,0.7071067811865475,0.7071067811865475,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P4_x138_h105,True,True,193.74965988803538,204.04639351561545,True,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P5,P5_x0_h40,0.0,40.0,,1,600,10.0,G_P5_x_0_y_40_10_min.txt,25.578333333333333,7.139010646481288,0.29144888920293033,0.20647168221224807,,,0.29144888920293033,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,-10.0,23.718333333333334,0.29671948877285087,79.93520557556145,True,False,15.347,0.17486933352175818,1.116,0.033406586176980134,14.231,0.17803169326371052,14.231,0.17803169326371052,0.71155,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,0.0,33.5,-1.0,0.0,33.5,-1.0,0.0,1.0,0.0,0.0,35.405,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P5_x0_h40,True,True,35.405,35.41911948369129,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
scan,P5,P5_x6_h40,6.0,40.0,,1,600,10.0,G_P5_x_6_y_40_10_min.txt,20.53,6.428424462373919,0.262439329714023,0.1849774761063267,,,0.262439329714023,,False,not_repeated,False,50.0,1.86,0.05567764362830022,G_P6_udenfor_dor_y_50_10_min.txt,1,600,-10.0,18.67,0.26828045359426705,69.59135393529455,True,False,12.318,0.1574635978284138,1.116,0.033406586176980134,11.202,0.16096827215656023,11.202,0.16096827215656023,0.5600999999999999,True,True,True,"counting statistics, within-file variation, between-file repeatability, and selected background; geometry, calibration and response systematics excluded",lower,Lower height group (38–65 cm),False,none,accepted,0.0,33.5,-1.0,0.0,39.5,-1.0,0.0,1.0,0.0,0.0,41.405,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03324683426302509,1.905,0.91,3.81,2.477979114806917,P5_x6_h40,True,True,41.405,41.41707407579633,False,False,estimated symmetric +/- limits; retained separately from vertical CPS/dose-rate SEM,end-on: mica window faces cabinet; tube axis follows outward scan direction,distance_cm is the cabinet-surface-to-mica-window gap
