# elapsed_s	cps
1	2
2	2
3	1
4	4
5	2
6	3
7	3
8	1
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2
17	3
18	2
19	1
20	3
21	2
22	2
23	3
24	2
25	0
26	1
27	2
28	2
29	2
30	1
31	1
32	2
33	2
34	2
35	4
36	2
37	2
38	2
39	2
40	1
41	2
42	4
43	2
44	2
45	2
46	2
47	4
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	1
60	2
61	7
62	2
63	2
64	2
65	4
66	2
67	2
68	2
69	3
70	2
71	4
72	2
73	2
74	2
75	2
76	3
77	2
78	3
79	2
80	2
81	1
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	1
97	2
98	1
99	2
100	1
101	2
102	2
103	2
104	2
105	3
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	1
116	2
117	2
118	2
119	2
120	4
121	2
122	2
123	2
124	2
125	0
126	2
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	2
135	2
136	1
137	2
138	2
139	5
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	4
148	1
149	2
150	2
151	2
152	1
153	2
154	2
155	1
156	2
157	2
158	2
159	2
160	1
161	2
162	2
163	3
164	1
165	2
166	2
167	2
168	2
169	4
170	2
171	2
172	1
173	2
174	2
175	2
176	2
177	2
178	4
179	2
180	2
181	2
182	3
183	2
184	2
185	2
186	2
187	1
188	2
189	2
190	2
191	4
192	1
193	2
194	2
195	2
196	3
197	1
198	2
199	2
200	2
201	2
202	2
203	2
204	2
205	2
206	2
207	1
208	2
209	2
210	1
211	2
212	1
213	4
214	2
215	4
216	2
217	2
218	2
219	2
220	1
221	5
222	2
223	0
224	2
225	1
226	4
227	2
228	2
229	1
230	2
231	2
232	2
233	1
234	2
235	2
236	2
237	2
238	2
239	2
240	2
241	2
242	2
243	2
244	2
245	2
246	2
247	2
248	2
249	2
250	1
251	4
252	2
253	2
254	2
255	2
256	2
257	2
258	2
259	2
260	2
261	2
262	2
263	1
264	2
265	2
266	2
267	2
268	1
269	2
270	2
271	2
272	1
273	2
274	2
275	1
276	2
277	2
278	2
279	3
280	2
281	3
282	2
283	2
284	1
285	2
286	2
287	2
288	2
289	1
290	2
291	2
292	2
293	2
294	2
295	2
296	2
297	2
298	2
299	3
300	2
301	2
302	2
303	2
304	2
305	2
306	2
307	1
308	5
309	2
310	1
311	2
312	2
313	2
314	5
315	2
316	2
317	2
318	2
319	2
320	1
321	2
322	0
323	3
324	2
325	2
326	2
327	2
328	2
329	2
330	3
331	1
332	2
333	2
334	2
335	3
336	1
337	2
338	2
339	2
340	2
341	1
342	2
343	2
344	2
345	3
346	2
347	1
348	2
349	4
350	2
351	2
352	2
353	1
354	1
355	2
356	4
357	2
358	2
359	3
360	2
361	2
362	2
363	2
364	3
365	2
366	2
367	4
368	2
369	1
370	2
371	2
372	2
373	2
374	2
375	1
376	2
377	2
378	2
379	2
380	2
381	2
382	1
383	2
384	2
385	2
386	2
387	3
388	4
389	2
390	1
391	2
392	2
393	2
394	2
395	3
396	3
397	2
398	2
399	2
400	2
401	2
402	2
403	2
404	5
405	2
406	2
407	2
408	4
409	1
410	2
411	1
412	2
413	3
414	6
415	1
416	2
417	2
418	1
419	0
420	2
421	2
422	2
423	2
424	4
425	2
426	2
427	2
428	2
429	2
430	1
431	2
432	1
433	2
434	2
435	1
436	2
437	2
438	5
439	2
440	2
441	1
442	2
443	2
444	2
445	2
446	5
447	2
448	2
449	2
450	4
451	2
452	2
453	2
454	2
455	2
456	2
457	2
458	2
459	2
460	1
461	3
462	1
463	1
464	2
465	2
466	2
467	1
468	2
469	2
470	2
471	2
472	2
473	3
474	2
475	2
476	3
477	2
478	2
479	2
480	2
481	2
482	2
483	2
484	2
485	2
486	3
487	2
488	2
489	2
490	2
491	2
492	2
493	5
494	1
495	4
496	2
497	2
498	2
499	2
500	2
501	2
502	3
503	2
504	2
505	2
506	2
507	2
508	2
509	2
510	2
511	2
512	2
513	2
514	2
515	2
516	2
517	2
518	0
519	2
520	2
521	1
522	1
523	1
524	1
525	2
526	2
527	2
528	2
529	2
530	2
531	1
532	2
533	2
534	3
535	2
536	1
537	2
538	2
539	4
540	2
541	1
542	2
543	2
544	2
545	2
546	1
547	2
548	3
549	1
550	2
551	1
552	2
553	1
554	2
555	2
556	2
557	2
558	2
559	2
560	2
561	2
562	2
563	3
564	2
565	1
566	2
567	2
568	2
569	2
570	2
571	2
572	2
573	4
574	2
575	2
576	2
577	1
578	1
579	2
580	3
581	2
582	1
583	2
584	5
585	2
586	2
587	2
588	2
589	2
590	2
591	1
592	2
593	2
594	4
595	2
596	2
597	5
598	2
599	2
600	2
