# elapsed_s	cps
1	2
2	2
3	2
4	2
5	2
6	2
7	1
8	3
9	1
10	2
11	2
12	4
13	2
14	2
15	2
16	2
17	1
18	2
19	2
20	4
21	2
22	3
23	1
24	2
25	5
26	4
27	1
28	2
29	4
30	1
31	2
32	3
33	2
34	2
35	2
36	4
37	2
38	4
39	4
40	0
41	2
42	1
43	2
44	2
45	2
46	2
47	2
48	2
49	1
50	1
51	1
52	2
53	2
54	3
55	2
56	3
57	4
58	2
59	2
60	1
61	3
62	1
63	1
64	3
65	2
66	2
67	1
68	1
69	1
70	2
71	1
72	2
73	2
74	1
75	2
76	2
77	3
78	1
79	3
80	2
81	2
82	2
83	2
84	2
85	2
86	1
87	1
88	1
89	2
90	2
91	2
92	2
93	2
94	1
95	2
96	4
97	3
98	2
99	3
100	4
101	2
102	3
103	2
104	3
105	6
106	1
107	2
108	2
109	2
110	1
111	2
112	2
113	3
114	6
115	1
116	3
117	4
118	2
119	2
120	2
121	5
122	1
123	1
124	1
125	3
126	3
127	2
128	2
129	2
130	1
131	2
132	3
133	2
134	4
135	2
136	2
137	2
138	0
139	2
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	6
149	3
150	2
151	2
152	2
153	2
154	2
155	5
156	3
157	5
158	3
159	1
160	2
161	3
162	2
163	2
164	1
165	1
166	2
167	1
168	1
169	2
170	1
171	3
172	2
173	1
174	2
175	2
176	2
177	1
178	4
179	3
180	2
181	2
182	3
183	1
184	3
185	5
186	4
187	1
188	5
189	4
190	2
191	2
192	4
193	2
194	2
195	1
196	3
197	5
198	2
199	3
200	3
201	2
202	2
203	2
204	2
205	1
206	1
207	1
208	2
209	2
210	3
211	1
212	2
213	5
214	2
215	2
216	1
217	5
218	3
219	2
220	2
221	2
222	2
223	2
224	2
225	5
226	3
227	5
228	2
229	2
230	3
231	2
232	6
233	2
234	4
235	2
236	0
237	1
238	3
239	2
240	9
241	2
242	2
243	3
244	7
245	1
246	2
247	1
248	4
249	4
250	3
251	2
252	2
253	2
254	4
255	1
256	4
257	2
258	4
259	2
260	2
261	4
262	2
263	1
264	2
265	1
266	3
267	2
268	1
269	1
270	1
271	4
272	2
273	1
274	1
275	2
276	1
277	5
278	2
279	1
280	2
281	2
282	1
283	2
284	3
285	3
286	2
287	2
288	2
289	2
290	2
291	3
292	2
293	1
294	5
295	2
296	2
297	1
298	2
299	2
300	1
301	2
302	2
303	6
304	1
305	5
306	4
307	2
308	2
309	2
310	2
311	4
312	2
313	3
314	1
315	5
316	2
317	1
318	3
319	7
320	2
321	2
322	4
323	1
324	1
325	4
326	2
327	2
328	2
329	6
330	2
331	1
332	3
333	2
334	2
335	2
336	0
337	2
338	1
339	5
340	1
341	2
342	2
343	2
344	2
345	2
346	5
347	1
348	7
349	3
350	2
351	3
352	3
353	2
354	1
355	2
356	1
357	11
358	7
359	2
360	2
361	1
362	1
363	4
364	2
365	2
366	1
367	2
368	1
369	2
370	2
371	2
372	4
373	1
374	3
375	2
376	1
377	2
378	2
379	2
380	2
381	2
382	6
383	3
384	2
385	2
386	2
387	2
388	1
389	1
390	3
391	1
392	2
393	2
394	4
395	2
396	2
397	6
398	2
399	4
400	1
401	5
402	3
403	12
404	4
405	2
406	2
407	3
408	2
409	2
410	5
411	2
412	2
413	2
414	2
415	2
416	1
417	1
418	1
419	2
420	1
421	2
422	6
423	7
424	2
425	2
426	2
427	5
428	1
429	5
430	2
431	1
432	2
433	3
434	0
435	3
436	2
437	2
438	1
439	6
440	2
441	2
442	5
443	2
444	2
445	1
446	3
447	4
448	2
449	1
450	3
451	2
452	1
453	1
454	2
455	1
456	1
457	3
458	2
459	1
460	1
461	6
462	2
463	2
464	2
465	2
466	2
467	3
468	2
469	2
470	6
471	6
472	4
473	2
474	1
475	3
476	5
477	2
478	4
479	2
480	1
481	2
482	1
483	1
484	4
485	2
486	2
487	2
488	5
489	2
490	2
491	2
492	2
493	6
494	1
495	2
496	5
497	2
498	2
499	1
500	3
501	1
502	2
503	2
504	6
505	2
506	2
507	3
508	2
509	1
510	3
511	4
512	1
513	2
514	2
515	1
516	3
517	6
518	2
519	2
520	2
521	2
522	4
523	2
524	2
525	4
526	1
527	2
528	1
529	1
530	2
531	2
532	0
533	3
534	4
535	1
536	2
537	1
538	2
539	2
540	4
541	5
542	5
543	2
544	2
545	2
546	6
547	2
548	3
549	6
550	2
551	2
552	3
553	2
554	2
555	1
556	2
557	2
558	6
559	3
560	7
561	2
562	2
563	2
564	2
565	1
566	2
567	4
568	2
569	2
570	2
571	2
572	2
573	2
574	6
575	1
576	1
577	1
578	2
579	2
580	4
581	1
582	2
583	2
584	6
585	2
586	2
587	2
588	4
589	2
590	3
591	2
592	3
593	4
594	5
595	2
596	2
597	3
598	3
599	2
600	2
