timestamp,raw,mrem/h,tail,dt_s
2026-03-18 13:31:30.112,J30J40,0,40,1.000
2026-03-18 13:31:31.112,J30J40,0,40,1.000
2026-03-18 13:31:32.112,J30J40,0,40,1.000
2026-03-18 13:31:33.113,J31J40,1,40,1.001
2026-03-18 13:31:34.113,J30J40,0,40,0.999
2026-03-18 13:31:35.113,J31J40,1,40,1.001
2026-03-18 13:31:36.113,J31J40,1,40,1.000
2026-03-18 13:31:37.113,J30J40,0,40,1.000
2026-03-18 13:31:38.114,J30J40,0,40,1.000
2026-03-18 13:31:39.114,J31J40,1,40,1.000
2026-03-18 13:31:40.114,J30J40,0,40,1.000
2026-03-18 13:31:41.114,J31J40,1,40,1.000
2026-03-18 13:31:42.115,J30J40,0,40,1.000
2026-03-18 13:31:43.115,J30J40,0,40,1.001
2026-03-18 13:31:44.116,J31J40,1,40,1.000
2026-03-18 13:31:45.116,J30J40,0,40,1.000
2026-03-18 13:31:46.116,J31J40,1,40,1.000
2026-03-18 13:31:47.116,J30J40,0,40,1.000
2026-03-18 13:31:48.116,J30J40,0,40,1.000
2026-03-18 13:31:49.117,J30J40,0,40,1.000
2026-03-18 13:31:50.118,J30J40,0,40,1.001
2026-03-18 13:31:51.117,J30J40,0,40,0.999
2026-03-18 13:31:52.117,J31J40,1,40,1.000
2026-03-18 13:31:53.118,J31J40,1,40,1.001
2026-03-18 13:31:54.118,J31J40,1,40,1.000
2026-03-18 13:31:55.118,J30J40,0,40,1.000
2026-03-18 13:31:56.118,J30J40,0,40,1.000
2026-03-18 13:31:57.119,J30J40,0,40,1.001
2026-03-18 13:31:58.119,J30J40,0,40,1.000
2026-03-18 13:31:59.119,J30J40,0,40,1.000
2026-03-18 13:32:00.119,J30J40,0,40,1.000
2026-03-18 13:32:01.120,J30J40,0,40,1.000
2026-03-18 13:32:02.120,J31J40,1,40,1.000
2026-03-18 13:32:03.120,J30J40,0,40,1.000
2026-03-18 13:32:04.120,J30J40,0,40,1.000
2026-03-18 13:32:05.121,J30J40,0,40,1.001
2026-03-18 13:32:06.121,J30J40,0,40,1.000
2026-03-18 13:32:07.121,J31J40,1,40,1.001
2026-03-18 13:32:08.121,J30J40,0,40,1.000
2026-03-18 13:32:09.122,J30J40,0,40,1.000
2026-03-18 13:32:10.122,J30J40,0,40,1.001
2026-03-18 13:32:11.122,J30J40,0,40,1.000
2026-03-18 13:32:12.123,J30J40,0,40,1.001
2026-03-18 13:32:13.123,J30J40,0,40,1.000
2026-03-18 13:32:14.123,J30J40,0,40,1.001
2026-03-18 13:32:15.123,J30J40,0,40,1.000
2026-03-18 13:32:16.124,J31J40,1,40,1.000
2026-03-18 13:32:17.124,J30J40,0,40,1.000
2026-03-18 13:32:18.124,J30J40,0,40,1.000
2026-03-18 13:32:19.124,J30J40,0,40,1.000
2026-03-18 13:32:20.125,J30J40,0,40,1.000
2026-03-18 13:32:21.125,J30J40,0,40,1.000
2026-03-18 13:32:22.126,J30J40,0,40,1.001
2026-03-18 13:32:23.125,J30J40,0,40,0.999
2026-03-18 13:32:24.126,J30J40,0,40,1.000
2026-03-18 13:32:25.128,J30J40,0,40,1.002
2026-03-18 13:32:26.126,J30J40,0,40,0.998
2026-03-18 13:32:27.127,J30J40,0,40,1.001
2026-03-18 13:32:28.127,J30J40,0,40,1.000
2026-03-18 13:32:29.127,J30J40,0,40,1.001
2026-03-18 13:32:30.127,J30J40,0,40,1.000
2026-03-18 13:32:31.128,J30J40,0,40,1.001
2026-03-18 13:32:32.128,J30J40,0,40,1.000
2026-03-18 13:32:33.129,J30J40,0,40,1.002
2026-03-18 13:32:34.128,J30J40,0,40,0.999
2026-03-18 13:32:35.129,J30J40,0,40,1.001
2026-03-18 13:32:36.129,J30J40,0,40,0.999
2026-03-18 13:32:37.130,J30J40,0,40,1.001
2026-03-18 13:32:38.129,J30J40,0,40,1.000
2026-03-18 13:32:39.130,J30J40,0,40,1.000
2026-03-18 13:32:40.130,J30J40,0,40,1.000
2026-03-18 13:32:41.131,J31J40,1,40,1.001
2026-03-18 13:32:42.130,J30J40,0,40,1.000
2026-03-18 13:32:43.131,J31J40,1,40,1.001
2026-03-18 13:32:44.131,J31J40,1,40,1.000
2026-03-18 13:32:45.131,J30J40,0,40,1.000
2026-03-18 13:32:46.131,J30J40,0,40,1.000
2026-03-18 13:32:47.133,J30J40,0,40,1.002
2026-03-18 13:32:48.133,J30J40,0,40,1.000
2026-03-18 13:32:49.134,J31J40,1,40,1.000
2026-03-18 13:32:50.134,J30J40,0,40,1.000
2026-03-18 13:32:51.134,J30J40,0,40,1.000
2026-03-18 13:32:52.134,J30J40,0,40,1.000
2026-03-18 13:32:53.135,J30J40,0,40,1.000
2026-03-18 13:32:54.135,J31J40,1,40,1.000
2026-03-18 13:32:55.135,J30J40,0,40,1.000
2026-03-18 13:32:56.135,J30J40,0,40,1.000
2026-03-18 13:32:57.136,J30J40,0,40,1.000
2026-03-18 13:32:58.136,J30J40,0,40,1.000
2026-03-18 13:32:59.136,J31J40,1,40,1.000
2026-03-18 13:33:00.137,J30J40,0,40,1.001
2026-03-18 13:33:01.137,J30J40,0,40,1.000
2026-03-18 13:33:02.139,J30J40,0,40,1.002
2026-03-18 13:33:03.138,J30J40,0,40,0.999
2026-03-18 13:33:04.138,J30J40,0,40,1.001
2026-03-18 13:33:05.138,J30J40,0,40,1.000
2026-03-18 13:33:06.139,J30J40,0,40,1.001
2026-03-18 13:33:07.139,J30J40,0,40,0.999
2026-03-18 13:33:08.141,J30J40,0,40,1.002
2026-03-18 13:33:09.140,J30J40,0,40,0.999
2026-03-18 13:33:10.141,J30J40,0,40,1.001
2026-03-18 13:33:11.141,J30J40,0,40,1.000
2026-03-18 13:33:12.143,J30J40,0,40,1.002
2026-03-18 13:33:13.142,J30J40,0,40,0.999
2026-03-18 13:33:14.142,J31J40,1,40,1.001
2026-03-18 13:33:15.142,J30J40,0,40,1.000
2026-03-18 13:33:16.143,J30J40,0,40,1.001
2026-03-18 13:33:17.143,J30J40,0,40,0.999
2026-03-18 13:33:18.143,J30J40,0,40,1.000
2026-03-18 13:33:19.143,J30J40,0,40,1.000
2026-03-18 13:33:20.144,J30J40,0,40,1.000
2026-03-18 13:33:21.145,J30J40,0,40,1.001
2026-03-18 13:33:22.144,J30J40,0,40,0.999
2026-03-18 13:33:23.146,J30J40,0,40,1.002
2026-03-18 13:33:24.145,J30J40,0,40,0.998
2026-03-18 13:33:25.145,J30J40,0,40,1.000
