point_name,position,distance_cm,height_cm,height_group,common_dose_x_cm,common_dose_y_cm,common_dose_z_cm,gamma_flux_x_cm,gamma_flux_y_cm,gamma_flux_z_cm,simulated_2202d_equivalent_proxy [uSv/h],u_mc_simulated_2202d_equivalent_proxy [uSv/h],gamma_flux [photon/cm2/s],u_mc_gamma_flux [photon/cm2/s],rel_u_mc_simulated_gca_cs137_equivalent_proxy [%],simulated_gca_proxy_mc_uncertainty_class,simulated_gca_cs137_equivalent_proxy [uSv/h],u_mc_simulated_gca_cs137_equivalent_proxy [uSv/h],simulated_combined_instrument_indication [uSv/h],u_mc_simulated_combined_instrument_indication [uSv/h],simulated_gamma_instrument_fraction,notebook_2_5_group_1_target_reached,notebook_2_5_group_1_configured_target_percent,notebook_2_5_group_1_max_relative_error_percent,notebook_2_5_gamma_input_convergence_status,instrument_proxy_status,pairing_method_for_notebook_6,neutron_proxy_response_reference,gamma_proxy_response_reference
P3_x225_h45,P3,225.0,45.0,Lower height group (42–55 cm),278.25,0.0,4.0,269.405,0.0,4.0,0.6396653227800286,0.21833234237948226,0.108116893866989,0.0568809587048862,52.61061122868003,very high,0.0012332736292768088,0.0006488327944846547,0.6408985964093055,0.21833330646721463,0.0019242882355903729,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x300_h45,P3,300.0,45.0,Lower height group (42–55 cm),353.25,0.0,4.0,344.405,0.0,4.0,0.3817072208829473,0.18385353306853178,0.0489094229806088,0.0170855952309302,34.93313596789767,very high,0.0005579026498794644,0.00019489289125089668,0.38226512353282677,0.1838536363660528,0.001459465212843449,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x0_h85,P3,0.0,85.0,Upper height group (85–113 cm),53.25,0.0,44.0,44.405,0.0,44.0,22.009097120742467,1.6173725044475893,3.219982284286084,0.1306462808237768,4.05736023646301,low,0.03672986797820889,0.0014902630582532066,22.045826988720677,1.617373191019021,0.0016660689570412131,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x5_h85,P3,5.0,85.0,Upper height group (85–113 cm),58.25,0.0,44.0,49.405,0.0,44.0,19.6582607677422,1.4985053148815364,2.609145913130434,0.1229137758927961,4.710881644228363,low,0.029762146640633397,0.0014020595030219268,19.68802291438283,1.4985059707919293,0.0015116879317979177,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x57_h85,P3,57.0,85.0,Upper height group (85–113 cm),110.25,0.0,44.0,101.405,0.0,44.0,7.503068279911689,0.9833970197507013,0.556813465062792,0.0610576617788448,10.965550513754073,high,0.00635148993211924,0.0006964758368825392,7.5094197698438085,0.983397266384828,0.0008458030216429554,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x100_h85,P3,100.0,85.0,Upper height group (85–113 cm),153.25,0.0,44.0,144.405,0.0,44.0,3.5483131922720985,0.6891622281328047,0.4029100027089333,0.0674358277120136,16.737193730265865,high,0.004595935598409672,0.0007692306448240805,3.552909127870508,0.689162657433466,0.001293569701053491,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x114_h85,P3,114.0,85.0,Upper height group (85–113 cm),167.25,0.0,44.0,158.405,0.0,44.0,4.0617093748339546,0.6867476376625224,0.1619913095834773,0.0350020930777493,21.607389413511783,high,0.001847811226681164,0.0003992637673755872,4.063557186060636,0.6867477537252024,0.000454727506486134,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x176_h85,P3,176.0,85.0,Upper height group (85–113 cm),229.25,0.0,44.0,220.405,0.0,44.0,1.6339211482314075,0.4434291826713808,0.0957739841682948,0.0254635792393013,26.587156690230763,very high,0.001092479859723351,0.0002904593321138601,1.635013628091131,0.4434292778011308,0.0006681778310305677,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x200_h85,P3,200.0,85.0,Upper height group (85–113 cm),253.25,0.0,44.0,244.405,0.0,44.0,1.428586413006994,0.40078751753817937,0.0709781111615854,0.0215076615356194,30.301822891082693,very high,0.0008096369551566273,0.00024533475621231574,1.4293960499621507,0.40078759262676666,0.0005664189118040908,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x225_h85,P3,225.0,85.0,Upper height group (85–113 cm),278.25,0.0,44.0,269.405,0.0,44.0,0.7619025960245452,0.2465855064623224,0.0377400637638158,0.012429330097688,32.93404636376102,very high,0.0004304953993998377,0.00014177955443219997,0.7623330914239451,0.2465855472218964,0.0005647077429050402,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x300_h85,P3,300.0,85.0,Upper height group (85–113 cm),353.25,0.0,44.0,344.405,0.0,44.0,0.6345009943373818,0.26904624809892613,0.0532074291645009,0.0180972295194258,34.01259899905105,very high,0.0006069293791488409,0.00020643245593732508,0.6351079237165307,0.26904632729414424,0.0009556318800074256,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P3_x400_h85,P3,400.0,85.0,Upper height group (85–113 cm),453.25,0.0,44.0,444.405,0.0,44.0,0.48584161036953405,0.28402607552712555,0.0331993362266996,0.0166394317830645,50.119772484134046,very high,0.00037869998307807584,0.00018980356991618534,0.48622031035261215,0.2840261389462871,0.0007788650021703918,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P4_x0_h42,P4,0.0,42.0,Lower height group (42–55 cm),50.10139789775538,41.10139789775538,1.0,43.84703841816037,34.84703841816037,1.0,17.701893173311774,1.4745276221812191,0.3130928638831567,0.0237728027204171,7.592891906117951,moderate,0.003571404604139726,0.0002711728911224491,17.705464577915915,1.4745276471162339,0.00020171199622710554,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P4_x20_h42,P4,20.0,42.0,Lower height group (42–55 cm),64.24353352148633,55.243533521486334,1.0,57.98917404189133,48.98917404189133,1.0,12.650542755496488,1.2041698178835762,0.3613210709177627,0.0311086173805527,8.60968813735005,moderate,0.004121536723142844,0.0003548514583289545,12.65466429221963,1.2041698701683756,0.0003256930905450298,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P4_x71_h42,P4,71.0,42.0,Lower height group (42–55 cm),100.30597936200024,91.30597936200024,1.0,94.05161988240523,85.05161988240525,1.0,5.230060516129014,0.7766678391108236,0.1448625377832539,0.0249717683938403,17.238251362960106,high,0.0016524258266057217,0.0002848493175767649,5.23171294195562,0.7766678913462368,0.0003158479536126925,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P4_x85_h45,P4,85.0,45.0,Lower height group (42–55 cm),110.20547429861192,101.20547429861192,4.0,103.95111481901692,94.95111481901692,4.0,4.247037163702468,0.6541284611997993,0.1146047475171368,0.0231897582132256,20.234552857208705,high,0.0013072796289976128,0.0002645221875210435,4.248344443331466,0.6541285146846948,0.00030771507499812573,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P4_x152_h113,P4,152.0,113.0,Upper height group (85–113 cm),157.5816286381106,148.5816286381106,72.0,151.3272691585156,142.3272691585156,72.0,2.916472851025909,0.6219148112493235,0.092439750778775,0.0262332228640526,28.37872521620431,very high,0.0010544467460620593,0.000299238544616159,2.9175272977719713,0.6219148832396505,0.0003614179537813781,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P5_x0_h45,P5,0.0,45.0,Lower height group (42–55 cm),0.0,44.25,4.0,0.0,35.405,4.0,93.40929036249909,3.521472073005034,7.860922449613151,0.2966521423239888,3.773757395845924,low,0.08966839512449216,0.003383867692746868,93.49895875762358,3.5214736988248165,0.0009590309487503347,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P5_x6_h45,P5,6.0,45.0,Lower height group (42–55 cm),0.0,50.25,4.0,0.0,41.405,4.0,76.73256730359041,3.072980826900084,6.190939031399291,0.3037999026270289,4.90716999612195,low,0.07061913799778949,0.003465401151347481,76.80318644158821,3.072982780866281,0.00091948187659503,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P5_x0_h85,P5,0.0,85.0,Upper height group (85–113 cm),0.0,44.25,44.0,0.0,35.405,44.0,33.10702053839006,2.1252286719371796,4.534427122197803,0.1430100643687301,3.153872816008878,low,0.051723548408298535,0.0016312949327245193,33.15874408679836,2.12522929801634,0.001559876582566089,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
P5_x6_h85,P5,6.0,85.0,Upper height group (85–113 cm),0.0,50.25,44.0,0.0,41.405,44.0,29.903527880843473,2.14569324531484,4.640840963263177,0.149586314948578,3.223258804443008,low,0.05293739556281848,0.0017063092633213682,29.95646527640629,2.1456939237647648,0.0017671442566527355,False,10.0,78.53072541776672,configured target not reached; retained with reported uncertainties,response-labelled proxy; not a full detector-response calculation and not AP total dose,"exact position, nominal distance_cm, and nominal height_cm",Studsvik reference centre; ICRP-116 AP spectrum-weighted neutron proxy,LND 712 active-centre field; Cs-137-energy AP coefficient proxy
