tally_name,mean_per_source,std_dev_per_source,relative_error,relative_error_percent,target_reached
common_gamma_flux_P2_x57_h55,6.860950089235068e-07,1.6155490035730806e-07,0.23547015829599183,23.547015829599182,True
common_gamma_flux_P2_x114_h55,3.2584531072050645e-07,6.597702105031736e-08,0.2024795781299707,20.24795781299707,True
common_gamma_flux_P2_x176_h55,2.9358250752184514e-07,1.3924575151959068e-07,0.47429852921066684,47.42985292106668,True
common_gamma_flux_P2_x199_h55,1.2259091668327244e-07,2.5478690971155835e-08,0.2078350636449104,20.78350636449104,True
common_gamma_flux_P2_x321_h55,5.118788749043816e-08,1.864857351739732e-08,0.36431613867403406,36.43161386740341,True
common_gamma_flux_P2_x420_h55,1.5676599008824852e-08,6.556565921321788e-09,0.4182390528475526,41.823905284755256,True
common_gamma_flux_P2_x0_h85,9.03605773847367e-07,9.282024884500783e-08,0.10272206257580489,10.272206257580489,True
common_gamma_flux_P2_x5_h85,8.660259769771512e-07,1.2153472544296897e-07,0.14033612001707366,14.033612001707366,True
common_gamma_flux_P2_x30_h85,9.497226521165528e-07,1.7050227915580259e-07,0.1795284957938205,17.95284957938205,True
common_gamma_flux_P2_x57_h85,5.515723056958193e-07,9.878077666095192e-08,0.1790894423829674,17.90894423829674,True
common_gamma_flux_P2_x114_h85,4.208179987002806e-07,1.7244451333388267e-07,0.40978407260736704,40.9784072607367,True
common_gamma_flux_P2_x156_h85,3.354448430306965e-07,1.4629883210213238e-07,0.43613379409962966,43.61337940996297,True
common_gamma_flux_P2_x176_h85,3.4166306709192384e-07,1.4126332463306072e-07,0.41345798899315644,41.345798899315646,True
common_gamma_flux_P2_x199_h85,1.5933215457774647e-07,4.941184450644102e-08,0.310118473181949,31.011847318194903,True
common_gamma_flux_P2_x300_h85,3.44037502361277e-08,1.0662437892670813e-08,0.30992080280463397,30.992080280463398,True
common_gamma_flux_P2_x321_h85,5.567984664122335e-08,2.030941678669184e-08,0.36475346129375796,36.475346129375794,True
common_gamma_flux_P3_x0_h45,2.430961218643526e-06,1.530715637449261e-07,0.06296750543406031,6.296750543406031,True
common_gamma_flux_P3_x5_h45,1.9947226909099053e-06,1.3597059656287188e-07,0.06816516259753783,6.816516259753783,True
common_gamma_flux_P3_x57_h45,4.5722716965776034e-07,8.38473047002599e-08,0.18338215719555892,18.33821571955589,True
common_gamma_flux_P3_x114_h45,1.5800036477443906e-07,3.312228895006075e-08,0.20963425620786416,20.963425620786417,True
common_gamma_flux_P3_x176_h45,1.0547767139996677e-07,2.2815123284181786e-08,0.2163028722701682,21.63028722701682,True
common_gamma_flux_P3_x199_h45,3.134829549212541e-08,1.077788207242758e-08,0.3438107847086917,34.38107847086917,True
common_gamma_flux_P3_x225_h45,4.087553647899117e-08,1.1614828495513382e-08,0.28415109613259915,28.415109613259915,True
common_gamma_flux_P3_x300_h45,1.267435366752992e-08,5.450812431704692e-09,0.4300663035519499,43.00663035519499,True
common_gamma_flux_P3_x0_h85,2.0426541453750496e-06,1.472509933257379e-07,0.07208806917173993,7.208806917173993,True
common_gamma_flux_P3_x5_h85,1.7219992147326048e-06,1.1522903210239316e-07,0.06691584474403267,6.6915844744032675,True
common_gamma_flux_P3_x57_h85,4.1202792983063986e-07,6.235842084856605e-08,0.15134513059393298,15.134513059393297,True
common_gamma_flux_P3_x100_h85,2.325400986510638e-07,3.5517833129161834e-08,0.15273853126921494,15.273853126921495,True
common_gamma_flux_P3_x114_h85,2.4484811648398533e-07,4.8503882534218e-08,0.19809783808318768,19.809783808318766,True
common_gamma_flux_P3_x176_h85,1.0423095614522123e-07,2.8892459418678753e-08,0.27719653054342064,27.719653054342064,True
common_gamma_flux_P3_x200_h85,1.120006545025568e-07,3.369179017181753e-08,0.3008177971946441,30.081779719464407,True
common_gamma_flux_P3_x225_h85,6.658825114609448e-08,2.227656534384918e-08,0.33454197940976765,33.45419794097676,True
common_gamma_flux_P3_x300_h85,3.1438531045185416e-08,1.1528214257640006e-08,0.36669061417249227,36.669061417249225,True
common_gamma_flux_P3_x400_h85,2.764483320195621e-08,1.3320794114219782e-08,0.481854747211033,48.1854747211033,True
common_gamma_flux_P4_x0_h42,3.8725930078375915e-07,3.0907897779638015e-08,0.07981189274753302,7.9811892747533015,True
common_gamma_flux_P4_x20_h42,3.8599864527611426e-07,6.094399453773292e-08,0.15788655033785984,15.788655033785984,True
common_gamma_flux_P4_x71_h42,2.0935098738736692e-07,3.88199539721355e-08,0.1854300018194137,18.54300018194137,True
common_gamma_flux_P4_x85_h45,1.8182371740990008e-07,3.225841256949852e-08,0.17741586757230215,17.741586757230216,True
common_gamma_flux_P4_x152_h113,7.860833131255211e-08,1.9824995690283587e-08,0.2521996760299878,25.21996760299878,True
common_gamma_flux_P5_x0_h45,5.2940497370845914e-06,2.9785172546833187e-07,0.056261603169666746,5.626160316966675,True
common_gamma_flux_P5_x6_h45,4.611779412090182e-06,3.120744315444597e-07,0.06766898493157096,6.766898493157096,True
common_gamma_flux_P5_x0_h85,4.759190405743057e-06,2.244316599180931e-07,0.047157529072017104,4.71575290720171,True
common_gamma_flux_P5_x6_h85,4.065225440395402e-06,1.9128193961867797e-07,0.04705321818513293,4.705321818513293,True
