position,number_of_points,minimum_distance_cm,maximum_distance_cm,median_neutron_dose_rate_uSv_h,median_gamma_dose_rate_uSv_h,median_total_dose_rate_uSv_h,minimum_total_dose_rate_uSv_h,maximum_total_dose_rate_uSv_h,median_gamma_dose_fraction,median_rel_u_mc_total_percent
P1,17,0.0,420.0,5.590873536461666,0.06098764843858045,5.6518611849002465,0.20307759654040086,122.45901863928891,0.00592723458102362,15.089959113683436
P2,17,0.0,420.0,2.210895015725517,0.003477101378519309,2.2129049694452525,0.3337013599481113,14.67152101510665,0.0010178102833584505,24.005392573591024
P3,18,0.0,400.0,3.124648471435945,0.002691935938047343,3.127472479227624,0.381857468247281,58.0713917307963,0.0008457224287143727,21.60414762762147
P4,5,0.0,152.0,5.230060516129014,0.002535969384401875,5.232596485513416,2.91765667862601,17.70769560451982,0.0004088439747072269,14.842879325645905
P5,4,0.0,6.0,54.91979392099024,0.0892428375623886,55.01174129599315,29.982809292163548,93.50404515468325,0.0018671217346770358,5.200190712674149
