scenario,particle,energy_low_eV,energy_high_eV,energy_mid_eV,energy_width_eV,dlog10_energy,leakage_rate_per_s,leakage_std_per_s,source_strength_per_s,leakage_rate_per_log10_energy,leakage_std_per_log10_energy,fraction_of_particle_leakage
full_geometry,neutron,836.5655957558124,1019.3734859388737,923.4569765625972,182.80789018306132,0.08583333333333254,8406.800000000001,62.75365437266357,12000000.0,97943.3009708747,731.1105363805532,0.001769329803982564
full_geometry,neutron,1019.3734859388737,1242.1289007186062,1125.2525349942327,222.75541477973252,0.08583333333333343,9229.6,64.82187169595801,12000000.0,107529.3203883494,755.2062721859177,0.0019424996858302171
full_geometry,neutron,1242.1289007186062,1513.5612484362102,1371.1448390634562,271.432347717604,0.08583333333333343,10959.600000000002,71.2950138274446,12000000.0,127684.66019417465,830.6215203197421,0.0023066026216547685
full_geometry,neutron,1513.5612484362102,1844.3075041909485,1670.7699927110023,330.7462557547383,0.08583333333333343,11945.6,73.48584283377305,12000000.0,139172.0388349513,856.1457417526948,0.002514120248662287
full_geometry,neutron,1844.3075041909485,2247.3290549222215,2035.8697994664112,403.021550731273,0.08583333333333343,12961.200000000006,78.45865323569163,12000000.0,151004.2718446601,914.0813969206781,0.0027278676137625275
full_geometry,neutron,2247.3290549222215,2738.419634264367,2480.751903889584,491.09057934214525,0.08583333333333343,14398.800000000005,80.07622121462431,12000000.0,167753.00970873772,932.9268491024181,0.0030304308395089864
full_geometry,neutron,2738.419634264367,3336.8242522829496,3022.850483987116,598.4046180185828,0.08583333333333343,15473.200000000003,82.35966477148304,12000000.0,180270.29126213575,959.5300750075684,0.0032565534951447647
full_geometry,neutron,3336.8242522829496,4065.993374903165,3683.409467191868,729.1691226202156,0.08583333333333343,14668.400000000001,80.23745028410204,12000000.0,170893.9805825241,934.8052460283723,0.0030871719675426845
full_geometry,neutron,4065.993374903165,4954.501908047916,4488.315043985651,888.5085331447508,0.08583333333333343,16118.000000000005,83.77734785356972,12000000.0,187782.5242718445,976.0467711095491,0.0033922607627861934
full_geometry,neutron,4954.501908047916,6037.168999921217,5469.110103967317,1082.6670918733007,0.08583333333333343,15630.799999999997,77.89003826036402,12000000.0,182106.40776699007,907.4567564314245,0.003289722641206006
full_geometry,neutron,6037.168999921217,7356.422544596421,6664.230348401762,1319.2535446752045,0.08583333333333254,7554.4000000000015,54.972718073981625,12000000.0,88012.42718446685,640.4588513473647,0.00158993018404219
full_geometry,neutron,7356.422544596421,8963.961859499512,8120.5105204121655,1607.5393149030906,0.08583333333333343,4408.0,48.010467086175765,12000000.0,51355.339805825184,559.3452476059306,0.0009277258619159657
full_geometry,neutron,8963.961859499512,10922.783694308595,9895.019779431743,1958.8218348090832,0.08583333333333343,13822.800000000007,78.47203366097776,12000000.0,161042.33009708728,914.2372853706137,0.002909203503650639
full_geometry,neutron,10922.783694308595,13309.650967135536,12057.298145138764,2386.867272826941,0.08583333333333343,22099.6,104.70877338638134,12000000.0,257471.06796116475,1219.9080394529851,0.004651172971415172
full_geometry,neutron,13309.650967135536,16218.100973589331,14692.081653334051,2908.450006453795,0.08583333333333343,31257.599999395934,121.91118866568617,12000000.0,364166.21358519496,1420.324528143915,0.006578603425785863
full_geometry,neutron,16218.100973589331,19762.1109553519,17902.62301801535,3544.0099817625705,0.08583333333333343,47616.8,156.21364668738732,12000000.0,554758.8349514557,1819.9648157753843,0.010021628135589872
full_geometry,neutron,19762.1109553519,24080.564675705467,21814.737930784755,4318.453720353566,0.08583333333333343,97683.1999988,202.11345666451314,12000000.0,1138056.6990151445,2354.7198834700534,0.020558809190924773
full_geometry,neutron,24080.564675705467,29342.695039559763,26581.735565226376,5262.130363854296,0.08583333333333343,119659.19999999998,215.22978247495948,12000000.0,1394087.7669902896,2507.531446310205,0.025183968796772892
full_geometry,neutron,29342.695039559763,35754.71604506223,32390.42650439039,6412.021005502469,0.08583333333333343,11964.000000000005,76.06964596203447,12000000.0,139386.4077669902,886.2483024703035,0.002517992788557763
full_geometry,neutron,35754.71604506223,43567.90396176953,39468.44353191055,7813.187916707298,0.08583333333333343,29026.000000000007,120.48635665696239,12000000.0,338166.99029126187,1403.7245435762593,0.006108931685111803
full_geometry,neutron,43567.90396176953,53088.44442309901,48093.162176190046,9520.540461329481,0.08583333333333343,44888.8,139.8397209612821,12000000.0,522976.3106796111,1629.2006325586246,0.009447482003260755
full_geometry,neutron,53088.44442309901,64689.43132397588,58602.5705887103,11600.986900876866,0.08583333333333254,57014.80000000002,160.7805192945234,12000000.0,664250.097087385,1873.171098576989,0.01199956998002868
full_geometry,neutron,64689.43132397588,78825.48774020227,71408.51472862824,14136.05641622639,0.08583333333333343,98585.9999927225,207.48798452753007,12000000.0,1148574.7571967656,2417.3357420683087,0.020748816201473657
full_geometry,neutron,78825.48774020227,96050.58183867324,87012.83791006723,17225.094098470974,0.08583333333333343,106924.79996660977,218.9078106788961,12000000.0,1245725.8248537048,2550.382260336651,0.02250383443947715
full_geometry,neutron,96050.58183867324,117039.73595386233,106027.04719369092,20989.154115189085,0.08583333333333432,98068.39997355502,204.47976327999626,12000000.0,1142544.4657113075,2382.288504232939,0.02063987996646688
full_geometry,neutron,117039.73595386233,142615.47957260144,129196.27731521803,25575.743618739114,0.08583333333333343,221882.00000000006,315.70328815811484,12000000.0,2585033.0097087356,3678.0965610654116,0.04669820092868384
full_geometry,neutron,142615.47957260144,173780.08287493835,157428.49125674728,31164.60330233691,0.08583333333333343,139091.19999980004,255.38768116695084,12000000.0,1620479.9999976687,2975.3904601974823,0.02927370766895201
full_geometry,neutron,173780.08287493835,211754.8340090713,191830.06178194602,37974.75113413294,0.08583333333333165,179195.99999850002,272.6728624365588,12000000.0,2087720.3883320799,3176.7712128531743,0.03771432929911566
full_geometry,neutron,211754.8340090713,258027.8993104113,233749.12831534902,46273.065301340015,0.08583333333333343,206813.99999599994,293.7028836031035,12000000.0,2409483.495099026,3421.781168191493,0.04352692749604754
full_geometry,neutron,258027.8993104113,314412.64202587993,284828.428248611,56384.74271546863,0.08583333333333343,407988.3999817005,410.77914848386547,12000000.0,4753262.912408156,4785.77648719066,0.08586692151196436
full_geometry,neutron,314412.64202587993,383118.6849557293,347069.67304334097,68706.04292984935,0.08583333333333343,339200.4,369.05145194212236,12000000.0,3951849.3203883455,4299.628566315984,0.07138951530223239
full_geometry,neutron,383118.6849557293,466838.5018377398,422911.9919212243,83719.81688201049,0.08583333333333343,160495.60000000003,254.12666896565497,12000000.0,1869851.6504854353,2960.69905591054,0.03377856598088024
full_geometry,neutron,466838.5018377398,568852.9308438424,515327.5172171061,102014.42900610267,0.08583333333333343,265420.39999532007,337.06871991892405,12000000.0,3092276.504799842,3927.0142126476544,0.05586147217689172
full_geometry,neutron,568852.9308438424,693159.7450848253,627937.8572235262,124306.81424098287,0.08583333333333343,446340.7999945922,426.3235068650227,12000000.0,5200086.990228253,4966.875808136181,0.0939387258128958
full_geometry,neutron,693159.7450848253,844630.3185839704,765156.0209006916,151470.5734991451,0.08583333333333343,225004.7999918001,309.8375468611776,12000000.0,2621415.1455355324,3609.7578275088613,0.04735543829574007
