scenario,particle,n16_source_strength_per_s,n16_leakage_rate_per_s,n16_leakage_std_per_s,n16_escaped_fraction,n16_escaped_percent,n15_leakage_rate_per_s,n15_unit,absolute_difference_per_s,relative_difference_percent,n16_over_n15_ratio
full_geometry,neutron,12000000.0,4751403.5998699805,1419.4539235993486,0.395950299989165,39.5950299989165,4751115.599897121,n/s,287.99997285939753,0.006061733645580709,1.000060617336456
full_geometry,photon,7825771.383943637,484967.22640772536,358.2386244048312,0.0619705333333333,6.197053333333334,484882.8468435364,photons/s,84.37956418894464,0.017402051802457866,1.0001740205180245
