scenario,particle,side,energy_low_eV,energy_high_eV,energy_mid_eV,energy_width_eV,dlog10_energy,leakage_rate_per_s,leakage_std_per_s,leakage_rate_per_log10_energy,leakage_std_per_log10_energy,relative_uncertainty_percent
full_geometry,neutron,y_max,1513.5612484362102,3336.8242522829496,2247.3290549222215,1823.2630038467394,0.34333333333333377,11809.600000000011,73.09645252156527,34396.89320388348,212.90228889776265,0.6189579030751694
full_geometry,neutron,y_max,3336.8242522829496,7356.422544596421,4954.501908047911,4019.5982923134716,0.3433333333333328,11747.60000000001,68.87212133359897,34216.31067961173,200.59841165125943,0.5862654613163447
full_geometry,neutron,y_max,7356.422544596421,16218.100973589331,10922.783694308595,8861.67842899291,0.3433333333333337,15216.39999939593,84.89167440579136,44319.61164872596,247.2573040945377,0.5578959176228375
full_geometry,neutron,y_max,16218.100973589331,35754.71604506223,24080.564675705467,19536.6150714729,0.3433333333333337,60708.799999600014,161.4172250104542,176821.74757165034,470.14725731200195,0.2658876884595276
full_geometry,neutron,y_max,35754.71604506223,78825.48774020227,53088.444423098954,43070.771695140036,0.3433333333333329,49652.399998082794,153.51993637600538,144618.6407711151,447.14544575535604,0.30918935717494656
full_geometry,neutron,y_max,78825.48774020227,173780.08287493835,117039.73595386221,94954.59513473608,0.34333333333333454,123789.9999755474,240.69872495041295,360553.39798703,701.0642474283848,0.19444117052908869
full_geometry,neutron,y_max,173780.08287493835,383118.6849557293,258027.89931041183,209338.60208079094,0.34333333333333194,248215.99999255344,316.5431478147665,722959.2232792848,921.9703334410711,0.1275272938989682
full_geometry,neutron,y_max,383118.6849557293,844630.3185839704,568852.9308438424,461511.63362824114,0.3433333333333337,237713.5999952575,313.7566533072077,692369.7087240502,913.8543300209924,0.13198935749299465
full_geometry,neutron,y_max,844630.3185839704,1862087.1366628727,1254103.3655447527,1017456.8180789023,0.3433333333333336,142272.3999947427,254.54785133935619,414385.63105264836,741.4015087554058,0.17891583423683183
full_geometry,neutron,y_max,1862087.1366628727,4105190.671273096,2764818.754010117,2243103.534610223,0.3433333333333339,47800.40000000002,139.90113470461284,139224.46601941733,407.47903312023095,0.2926777489406214
full_geometry,neutron,y_max,4105190.671273096,9050376.921517164,6095368.972401719,4945186.250244068,0.3433333333333336,26744.80000000001,107.78172417849866,77897.4757281553,313.9273519762095,0.4030006736954422
full_geometry,neutron,y_max,9050376.921517164,19952623.149688788,13437959.669446567,10902246.228171624,0.34333333333333116,2630.7999999999997,31.075017657405024,7662.524271844708,90.50976016719967,1.1812003062720475
full_geometry,neutron,y_min,0.001,0.0022046179206361,0.0014847955821041833,0.0012046179206361002,0.34333333333331656,0.0,0.0,0.0,0.0,
full_geometry,neutron,y_min,0.0022046179206361,0.0048603401759902,0.003273406948788313,0.0026557222553541,0.3433333333333486,0.0,0.0,0.0,0.0,
full_geometry,neutron,y_min,0.0048603401759902,0.010715193052376,0.007216611620833848,0.0058548528763858005,0.34333333333333227,0.0,0.0,0.0,0.0,
full_geometry,neutron,y_min,0.010715193052376,0.0236229066263446,0.015909871305561672,0.0129077135739686,0.3433333333333356,2.4000000000000004,0.9781560701947635,6.9902912621358775,2.8489982627031756,40.756502924781806
full_geometry,neutron,y_min,0.0236229066263446,0.0520794832859546,0.03507518739525678,0.028456576659610003,0.34333333333333343,12.8,2.5510965574601356,37.28155339805824,7.430378322699422,19.93044185515731
full_geometry,neutron,y_min,0.0520794832859546,0.1148153621496884,0.07732738670125561,0.0627358788637338,0.34333333333333416,66.00000000000006,5.084069157409686,192.23300970873757,14.807968419639826,7.703135086984365
full_geometry,neutron,y_min,0.1148153621496884,0.2531240049595366,0.17047734247755247,0.13830864280984817,0.34333333333333327,146.40000000000026,7.8565738403174885,426.4077669902921,22.883224777623756,5.366512186009204
full_geometry,neutron,y_min,0.2531240049595366,0.5580417174769969,0.3758374042884445,0.30491771251746036,0.3433333333333333,348.40000000000066,12.2285700889926,1014.7572815534,35.61719443395903,3.509922528413483
full_geometry,neutron,y_min,0.5580417174769969,1.2302687708123825,0.8285778767396917,0.6722270533353856,0.3433333333333333,711.6000000000006,17.167987631959154,2072.6213592233025,50.00384747172569,2.412589605390548
full_geometry,neutron,y_min,1.2302687708123825,2.712272579332029,1.8266976357030043,1.4820038085196465,0.34333333333333316,1131.599999999998,22.296476017733557,3295.9223300970834,64.94119228466089,1.9703495950630607
full_geometry,neutron,y_min,2.712272579332029,5.979524734045527,4.027170343254594,3.267252154713498,0.34333333333333377,1515.1999999999973,25.38479781022939,4413.203883495133,73.93630430163891,1.6753430444977186
full_geometry,neutron,y_min,5.979524734045527,13.1825673855641,8.878371908193666,7.203042651518573,0.3433333333333337,1855.1999999999985,28.0573516796863,5403.495145631057,81.72044178549399,1.512362639051656
full_geometry,neutron,y_min,13.1825673855641,29.06252429820869,19.57341781487664,15.87995691264459,0.3433333333333329,2096.7999999999975,30.276761290592052,6107.184466019418,88.18474162308377,1.4439508436947772
full_geometry,neutron,y_min,29.06252429820869,64.07176188675551,43.151907682776596,35.009237588546824,0.3433333333333337,2203.5999999999976,29.60310026248101,6418.252427184452,86.222622123731,1.3433971801815685
full_geometry,neutron,y_min,64.07176188675551,141.25375446227554,95.13346898708754,77.18199257552003,0.3433333333333327,2329.199999999998,31.04824598258842,6784.077669902919,90.43178441530624,1.3330004285844257
full_geometry,neutron,y_min,141.25375446227554,311.41055844467644,209.7329505812199,170.1568039824009,0.3433333333333337,2500.799999999999,31.434007956149813,7283.883495145619,91.55536297907702,1.256958091656663
full_geometry,neutron,y_min,311.41055844467644,686.5412978224565,462.3810213992613,375.13073937778006,0.34333333333333377,2716.7999999999984,33.53179891478438,7913.009708737849,97.66543373238157,1.2342387704205096
