scenario,particle,side,tally_name,energy_low_eV,energy_high_eV,energy_mid_eV,energy_width_eV,dlog10_energy,raw_current_per_source,std_current_per_source,outward_current_per_source,leakage_rate_per_s,leakage_std_per_s,rel_unc_percent,source_strength_per_s,normal_flip_applied,leakage_rate_per_log10_energy,leakage_std_per_log10_energy,energy_group
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,172.12079102783665,209.7329505812199,189.99842462147348,37.612159553383265,0.08583333333333343,0.0001091333333333334,2.0456732125647393e-06,0.0001091333333333334,1309.6000000000008,24.54807855077687,1.8744714837184526,12000000.0,False,15257.475728155332,285.99703165953605,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,209.7329505812199,255.56419010641423,231.51723835152765,45.83123952519432,0.08583333333333343,0.00010996666665230008,2.0174812005903554e-06,0.00010996666665230008,1319.5999998276009,24.209774407084264,1.8346297673724727,12000000.0,False,15373.980580515721,282.05562416020473,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,255.56419010641423,311.41055844467644,282.10882148472405,55.84636833826221,0.08583333333333343,0.00011563333333333326,2.0265233109540666e-06,0.00011563333333333326,1387.5999999999992,24.3182797314488,1.7525425001044115,12000000.0,False,16166.213592232984,283.3197638615391,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,311.41055844467644,379.4605804140449,343.7557726853162,68.05002196936846,0.08583333333333343,0.00012060000000000002,2.1769339100226266e-06,0.00012060000000000002,1447.2000000000003,26.12320692027152,1.8050861608811164,12000000.0,False,16860.582524271827,304.3480417895708,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,379.4605804140449,462.3810213992613,418.8739318131442,82.92044098521637,0.08583333333333343,0.0001227000000000001,2.0817008096432726e-06,0.0001227000000000001,1472.4000000000012,24.980409715719272,1.696577676970881,12000000.0,False,17154.174757281547,291.0338996006126,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,462.3810213992613,563.4213933814742,510.40705260597747,101.04037198221295,0.08583333333333343,0.0001318666666666666,2.262472347291676e-06,0.0001318666666666666,1582.3999999999992,27.14966816750011,1.7157272603324143,12000000.0,False,18435.728155339777,316.3068136019427,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,563.4213933814742,686.5412978224565,621.9421634147777,123.11990444098228,0.08583333333333343,0.00013893333333333342,2.224467836017077e-06,0.00013893333333333342,1667.200000000001,26.693614032204923,1.6011044884959758,12000000.0,False,19423.68932038834,310.99356154025116,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,686.5412978224565,836.5655957558124,757.8501367841877,150.0242979333559,0.08583333333333343,0.0001457,2.3499638271368764e-06,0.0001457,1748.3999999999999,28.199565925642517,1.612878398858529,12000000.0,False,20369.708737864054,328.5386321434076,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,836.5655957558124,1019.3734859388737,923.4569765625972,182.80789018306132,0.08583333333333254,0.00014840000000000006,2.452291718194608e-06,0.00014840000000000006,1780.8000000000006,29.427500618335294,1.6524876807241287,12000000.0,False,20747.18446601962,342.84466739808425,epithermal_intermediate
full_geometry,neutron,y_max,neutron_energy_resolved_current_y_max,1019.3734859388737,1242.1289007186062,1125.2525349942327,222.75541477973252,0.08583333333333343,0.00016629999999999998,2.4164823287247823e-06,0.00016629999999999998,1995.5999999999997,28.997787944697386,1.4530861868459304,12000000.0,False,23249.70873786405,337.8383061518138,epithermal_intermediate
