position,point_name,distance_cm,height_cm,x_cm,y_cm,z_cm,mica_x_cm,mica_y_cm,mica_z_cm,axis_x,axis_y,axis_z,tally_name,transport_group,statepoint_file,detector_model,detector_shape,tally_implementation,detector_effective_diameter_cm,detector_effective_length_cm,detector_volume_cm3,reference_offset_cm,gamma_flux_per_source [photon/cm2/source photon],u_mc_per_source [photon/cm2/source photon],gamma_flux_physical [photon/cm2/s],u_mc_physical [photon/cm2/s],rel_u_mc [%],mc_uncertainty_class
P3,P3_x300_h45,300.0,45.0,344.405,0.0,4.0,342.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x300_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,6.8555554291087315e-09,2.3948604994051433e-09,0.04890942298060889,0.01708559523093029,34.93313596789767,very high
P3,P3_x0_h85,0.0,85.0,44.405,0.0,44.0,42.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x0_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,4.513397559284921e-07,1.8312479788391837e-08,3.219982284286084,0.13064628082377688,4.05736023646301,low
P3,P3_x5_h85,5.0,85.0,49.405,0.0,44.0,47.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x5_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,3.657198008079123e-07,1.7228626965568473e-08,2.6091459131304346,0.12291377589279616,4.710881644228363,low
P3,P3_x57_h85,57.0,85.0,101.405,0.0,44.0,99.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x57_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,7.804765095931512e-08,8.558354590742165e-09,0.556813465062792,0.061057661778844835,10.965550513754073,high
P3,P3_x100_h85,100.0,85.0,144.405,0.0,44.0,142.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x100_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,5.6475249311539814e-08,9.452371886923057e-09,0.40291000270893335,0.06743582771201362,16.737193730265865,high
P3,P3_x114_h85,114.0,85.0,158.405,0.0,44.0,156.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x114_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,2.270606223107022e-08,4.906187286741663e-09,0.16199130958347732,0.035002093077749374,21.607389413511783,high
P3,P3_x176_h85,176.0,85.0,220.405,0.0,44.0,218.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x176_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,1.342448585812683e-08,3.56918908995805e-09,0.09577398416829484,0.025463579239301353,26.587156690230763,very high
P3,P3_x200_h85,200.0,85.0,244.405,0.0,44.0,242.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x200_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,9.948888080618122e-09,3.0146944458209394e-09,0.0709781111615854,0.021507661535619404,30.301822891082693,very high
P3,P3_x225_h85,225.0,85.0,269.405,0.0,44.0,267.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x225_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,5.2899642494967895e-09,1.7421992785556551e-09,0.03774006376381589,0.012429330097688096,32.93404636376102,very high
P3,P3_x300_h85,300.0,85.0,344.405,0.0,44.0,342.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x300_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,7.45800006723104e-09,2.5366596562162512e-09,0.053207429164500906,0.01809722951942583,34.01259899905105,very high
P3,P3_x400_h85,400.0,85.0,444.405,0.0,44.0,442.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x400_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,4.6534977483172055e-09,2.332322484010884e-09,0.03319933622669969,0.016639431783064578,50.119772484134046,very high
P4,P4_x0_h42,0.0,42.0,43.84703841816037,34.84703841816037,1.0,42.5,33.5,1.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x0_h42,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,4.3885724917678325e-08,3.3321956552155863e-09,0.31309286388315677,0.023772802720417104,7.592891906117951,moderate
P4,P4_x20_h42,20.0,42.0,57.989174041891324,48.989174041891324,1.0,56.64213562373095,47.64213562373095,1.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x20_h42,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,5.0645795399461724e-08,4.360445038574033e-09,0.3613210709177627,0.031108617380552775,8.60968813735005,moderate
P4,P4_x71_h42,71.0,42.0,94.05161988240525,85.05161988240525,1.0,92.70458146424488,83.70458146424488,1.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x71_h42,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,2.030514974114895e-08,3.500252752004699e-09,0.1448625377832539,0.02497176839384036,17.238251362960106,high
P4,P4_x85_h45,85.0,45.0,103.95111481901691,94.95111481901691,4.0,102.60407640085654,93.60407640085654,4.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x85_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,1.606396377553342e-08,3.250471241123169e-09,0.11460474751713685,0.023189758213225636,20.234552857208705,high
P4,P4_x152_h113,152.0,113.0,151.3272691585156,142.3272691585156,72.0,149.98023074035524,140.98023074035524,72.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x152_h113,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,1.2957131707894867e-08,3.677068803285164e-09,0.09243975077877503,0.026233222864052646,28.37872521620431,very high
P5,P5_x0_h45,0.0,45.0,0.0,35.405,4.0,0.0,33.5,4.0,0.0,1.0,0.0,gamma_flux_lnd712_cell_P5_x0_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,1.1018529005875677e-06,4.158125532726617e-08,7.860922449613151,0.29665214232398884,3.773757395845924,low
P5,P5_x6_h45,6.0,45.0,0.0,41.405,4.0,0.0,39.5,4.0,0.0,1.0,0.0,gamma_flux_lnd712_cell_P5_x6_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,8.677740014397158e-07,4.258314543279659e-08,6.190939031399291,0.3037999026270289,4.90716999612195,low
P5,P5_x0_h85,0.0,85.0,0.0,35.405,44.0,0.0,33.5,44.0,0.0,1.0,0.0,gamma_flux_lnd712_cell_P5_x0_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,6.355833821185275e-07,2.0045491511706073e-08,4.534427122197803,0.14301006436873018,3.153872816008878,low
P5,P5_x6_h85,6.0,85.0,0.0,41.405,44.0,0.0,39.5,44.0,0.0,1.0,0.0,gamma_flux_lnd712_cell_P5_x6_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/openmc_run_measurement_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.800.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,6.504992396647772e-07,2.0967274015329758e-08,4.640840963263177,0.14958631494857805,3.223258804443008,low
