# elapsed_s	cps
1	49
2	56
3	57
4	68
5	56
6	55
7	62
8	57
9	74
10	47
11	64
12	76
13	44
14	39
15	64
16	56
17	76
18	43
19	61
20	69
21	56
22	64
23	53
24	60
25	49
26	69
27	69
28	56
29	57
30	59
31	59
32	50
33	68
34	56
35	48
36	55
37	41
38	81
39	48
40	55
41	62
42	0
43	72
44	54
45	54
46	50
47	65
48	64
49	41
50	50
51	47
52	46
53	73
54	40
55	65
56	55
57	68
58	47
59	69
60	60
61	55
62	69
63	65
64	56
65	57
66	46
67	70
68	37
69	53
70	57
71	45
72	56
73	44
74	62
75	41
76	58
77	74
78	47
79	51
80	47
81	46
82	51
83	58
84	67
85	50
86	59
87	51
88	52
89	55
90	56
91	53
92	63
93	50
94	58
95	49
96	73
97	47
98	67
99	66
100	59
101	47
102	66
103	57
104	64
105	51
106	72
107	52
108	40
109	40
110	38
111	91
112	63
113	47
114	46
115	68
116	55
117	53
118	61
119	43
120	54
121	49
122	62
123	64
124	64
125	49
126	55
127	73
128	65
129	50
130	55
131	50
132	37
133	51
134	48
135	44
136	56
137	62
138	66
139	72
140	1
141	1
142	52
143	58
144	71
145	56
146	46
147	76
148	62
149	65
150	43
151	51
152	73
153	70
154	64
155	56
156	61
157	58
158	47
159	60
160	62
161	71
162	63
163	52
164	73
165	53
166	72
167	44
168	64
169	73
170	55
171	45
172	54
173	51
174	62
175	67
176	58
177	57
178	58
179	55
180	50
181	47
182	59
183	43
184	57
185	51
186	47
187	75
188	47
189	34
190	49
191	69
192	45
193	57
194	52
195	55
196	56
197	66
198	74
199	70
200	61
201	48
202	70
203	70
204	54
205	54
206	53
207	56
208	47
209	59
210	59
211	59
212	59
213	78
214	53
215	47
216	77
217	70
218	66
219	43
220	54
221	63
222	67
223	58
224	57
225	58
226	73
227	49
228	55
229	33
230	75
231	52
232	73
233	66
234	44
235	69
236	60
237	43
238	45
239	0
240	60
241	68
242	67
243	35
244	49
245	60
246	62
247	71
248	72
249	78
250	62
251	53
252	68
253	61
254	57
255	70
256	60
257	56
258	60
259	60
260	59
261	59
262	88
263	48
264	71
265	47
266	73
267	50
268	53
269	68
270	50
271	70
272	52
273	41
274	48
275	41
276	53
277	60
278	58
279	66
280	64
281	45
282	68
283	62
284	45
285	43
286	66
287	68
288	62
289	71
290	56
291	52
292	49
293	78
294	68
295	78
296	62
297	63
298	66
299	56
300	53
301	70
302	51
303	54
304	61
305	65
306	54
307	72
308	68
309	66
310	72
311	57
312	46
313	55
314	72
315	77
316	60
317	58
318	51
319	68
320	44
321	67
322	62
323	65
324	62
325	41
326	38
327	64
328	54
329	49
330	53
331	62
332	45
333	54
334	43
335	39
336	68
337	41
338	0
339	31
340	52
341	57
342	62
343	49
344	53
345	51
346	60
347	56
348	58
349	47
350	51
351	48
352	51
353	83
354	56
355	59
356	60
357	51
358	56
359	64
360	40
361	70
362	57
363	68
364	69
365	54
366	54
367	32
368	47
369	60
370	49
371	59
372	70
373	52
374	58
375	62
376	44
377	52
378	73
379	46
380	81
381	46
382	64
383	62
384	53
385	63
386	76
387	57
388	56
389	61
390	54
391	62
392	58
393	33
394	55
395	66
396	40
397	62
398	49
399	77
400	64
401	49
402	56
403	66
404	58
405	60
406	56
407	63
408	62
409	55
410	66
411	57
412	61
413	60
414	69
415	62
416	62
417	57
418	58
419	50
420	49
421	39
422	57
423	60
424	62
425	67
426	32
427	66
428	50
429	58
430	56
431	58
432	60
433	76
434	49
435	57
436	0
437	54
438	52
439	71
440	66
441	61
442	64
443	65
444	67
445	76
446	55
447	60
448	47
449	51
450	44
451	58
452	62
453	57
454	60
455	63
456	64
457	66
458	57
459	65
460	63
461	59
462	70
463	63
464	51
465	36
466	48
467	78
468	57
469	61
470	58
471	55
472	60
473	45
474	67
475	53
476	63
477	77
478	58
479	52
480	50
481	40
482	64
483	51
484	67
485	68
486	58
487	55
488	73
489	56
490	62
491	76
492	73
493	46
494	55
495	67
496	39
497	42
498	57
499	44
500	62
501	53
502	54
503	69
504	61
505	50
506	69
507	63
508	49
509	59
510	38
511	88
512	65
513	75
514	62
515	73
516	46
517	83
518	54
519	76
520	66
521	77
522	66
523	65
524	70
525	53
526	67
527	70
528	66
529	78
530	61
531	62
532	60
533	58
534	42
535	0
536	59
537	58
538	56
539	44
540	55
541	78
542	58
543	67
544	46
545	66
546	54
547	61
548	50
549	55
550	66
551	66
552	51
553	32
554	41
555	51
556	74
557	65
558	47
559	51
560	64
561	62
562	64
563	49
564	53
565	55
566	75
567	73
568	52
569	70
570	58
571	51
572	58
573	76
574	49
575	56
576	45
577	66
578	56
579	45
580	73
581	52
582	41
583	57
584	65
585	56
586	51
587	45
588	63
589	55
590	67
591	49
592	73
593	48
594	63
595	48
596	56
597	75
598	54
599	53
600	57
