# elapsed_s	cps
1	4
2	10
3	8
4	3
5	8
6	3
7	3
8	7
9	9
10	4
11	10
12	0
13	9
14	3
15	2
16	3
17	1
18	6
19	4
20	9
21	12
22	9
23	4
24	5
25	7
26	7
27	6
28	5
29	3
30	5
31	7
32	5
33	2
34	2
35	1
36	3
37	5
38	6
39	7
40	2
41	12
42	2
43	6
44	2
45	3
46	7
47	7
48	6
49	8
50	2
51	1
52	4
53	5
54	3
55	6
56	6
57	5
58	6
59	2
60	9
61	6
62	8
63	4
64	6
65	2
66	9
67	7
68	10
69	6
70	5
71	8
72	12
73	2
74	2
75	3
76	2
77	2
78	4
79	11
80	4
81	4
82	3
83	12
84	2
85	5
86	3
87	6
88	6
89	4
90	10
91	2
92	4
93	4
94	7
95	3
96	2
97	6
98	2
99	7
100	8
101	7
102	3
103	2
104	2
105	5
106	10
107	3
108	8
109	5
110	6
111	0
112	3
113	3
114	8
115	6
116	3
117	2
118	7
119	6
120	5
121	5
122	5
123	3
124	4
125	3
126	1
127	10
128	4
129	5
130	7
131	9
132	8
133	8
134	2
135	6
136	3
137	2
138	9
139	12
140	6
141	4
142	5
143	2
144	12
145	3
146	4
147	1
148	6
149	10
150	5
151	5
152	4
153	5
154	7
155	7
156	6
157	5
158	7
159	12
160	4
161	5
162	4
163	5
164	4
165	7
166	4
167	4
168	5
169	5
170	8
171	3
172	5
173	9
174	2
175	5
176	4
177	9
178	3
179	4
180	8
181	5
182	4
183	7
184	6
185	4
186	2
187	12
188	10
189	6
190	2
191	4
192	7
193	4
194	3
195	5
196	4
197	2
198	3
199	7
200	5
201	1
202	7
203	4
204	6
205	4
206	10
207	2
208	9
209	0
210	12
211	3
212	5
213	7
214	12
215	5
216	7
217	3
218	4
219	2
220	2
221	10
222	2
223	4
224	14
225	2
226	3
227	1
228	11
229	3
230	4
231	5
232	8
233	9
234	5
235	6
236	8
237	6
238	2
239	2
240	3
241	7
242	11
243	10
244	4
245	11
246	12
247	6
248	8
249	2
250	5
251	5
252	1
253	3
254	7
255	6
256	6
257	8
258	9
259	3
260	3
261	4
262	11
263	4
264	2
265	3
266	4
267	4
268	9
269	12
270	5
271	6
272	6
273	3
274	2
275	3
276	7
277	3
278	1
279	2
280	9
281	2
282	3
283	6
284	6
285	6
286	6
287	5
288	4
289	3
290	9
291	3
292	4
293	2
294	8
295	10
296	4
297	3
298	2
299	1
300	3
301	6
302	7
303	2
304	1
305	2
306	1
307	3
308	0
309	3
310	9
311	2
312	6
313	2
314	9
315	2
316	5
317	3
318	9
319	2
320	4
321	5
322	4
323	4
324	7
325	9
326	7
327	8
328	5
329	6
330	3
331	4
332	2
333	8
334	10
335	8
336	4
337	4
338	3
339	6
340	4
341	10
342	5
343	5
344	1
345	12
346	6
347	5
348	13
349	3
350	7
351	6
352	3
353	12
354	4
355	12
356	3
357	2
358	11
359	4
360	1
361	2
362	3
363	2
364	8
365	5
366	2
367	4
368	3
369	5
370	5
371	4
372	5
373	5
374	7
375	3
376	11
377	6
378	6
379	5
380	4
381	3
382	11
383	6
384	2
385	4
386	7
387	6
388	1
389	5
390	5
391	3
392	2
393	8
394	5
395	4
396	2
397	5
398	4
399	2
400	7
401	4
402	2
403	1
404	5
405	0
406	4
407	4
408	3
409	4
410	8
411	5
412	3
413	2
414	5
415	1
416	4
417	8
418	4
419	3
420	3
421	6
422	2
423	1
424	5
425	9
426	7
427	16
428	9
429	4
430	4
431	12
432	4
433	7
434	2
435	3
436	5
437	4
438	7
439	9
440	3
441	4
442	9
443	2
444	3
445	4
446	5
447	7
448	4
449	4
450	2
451	5
452	5
453	2
454	4
455	8
456	3
457	2
458	5
459	1
460	5
461	3
462	4
463	3
464	2
465	12
466	2
467	6
468	6
469	7
470	9
471	6
472	2
473	4
474	5
475	6
476	4
477	3
478	6
479	10
480	5
481	7
482	12
483	4
484	1
485	4
486	6
487	2
488	10
489	8
490	5
491	5
492	7
493	2
494	7
495	5
496	10
497	7
498	8
499	16
500	6
501	8
502	4
503	0
504	3
505	2
506	7
507	4
508	5
509	9
510	3
511	3
512	1
513	8
514	1
515	6
516	3
517	2
518	4
519	2
520	5
521	7
522	7
523	7
524	6
525	4
526	6
527	2
528	2
529	10
530	5
531	4
532	7
533	2
534	11
535	4
536	20
537	2
538	10
539	6
540	2
541	4
542	6
543	4
544	2
545	3
546	4
547	6
548	7
549	2
550	4
551	6
552	3
553	13
554	2
555	5
556	5
557	4
558	3
559	6
560	3
561	5
562	4
563	4
564	4
565	8
566	1
567	14
568	2
569	5
570	11
571	13
572	2
573	1
574	5
575	4
576	3
577	11
578	6
579	8
580	1
581	13
582	10
583	2
584	2
585	3
586	2
587	5
588	6
589	6
590	4
591	9
592	6
593	9
594	1
595	6
596	6
597	5
598	4
599	5
600	4
