consumer_notebook,canonical_path,quantity,do_not_confuse_with
Notebook 5,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/N4_5_measured_gamma_outputs/tables/measured_gamma_scan_summary_final.csv,background-corrected GCA CPS and Cs-137-equivalent detector indication,Notebook 2.5 simulated photon flux
