# elapsed_s	cps
1	1
2	6
3	2
4	6
5	1
6	3
7	3
8	1
9	6
10	5
11	3
12	9
13	7
14	14
15	5
16	6
17	3
18	5
19	8
20	3
21	0
22	7
23	3
24	5
25	10
26	7
27	3
28	8
29	2
30	3
31	7
32	7
33	6
34	11
35	1
36	7
37	5
38	2
39	2
40	7
41	5
42	3
43	5
44	3
45	4
46	10
47	6
48	4
49	5
50	4
51	8
52	11
53	7
54	3
55	3
56	1
57	3
58	3
59	11
60	4
61	7
62	5
63	5
64	1
65	5
66	4
67	4
68	3
69	3
70	5
71	5
72	7
73	6
74	5
75	3
76	6
77	3
78	3
79	3
80	5
81	4
82	6
83	7
84	5
85	3
86	3
87	7
88	6
89	7
90	2
91	6
92	2
93	2
94	8
95	9
96	3
97	6
98	3
99	6
100	8
101	7
102	6
103	4
104	2
105	2
106	9
107	3
108	4
109	1
110	3
111	6
112	5
113	2
114	8
115	5
116	8
117	2
118	2
119	2
120	8
121	0
122	1
123	6
124	6
125	8
126	4
127	5
128	7
129	2
130	7
131	5
132	5
133	3
134	2
135	2
136	3
137	3
138	3
139	1
140	3
141	2
142	7
143	2
144	8
145	3
146	4
147	7
148	2
149	5
150	5
151	1
152	4
153	10
154	3
155	5
156	3
157	3
158	3
159	2
160	7
161	3
162	1
163	6
164	1
165	6
166	11
167	3
168	1
169	2
170	6
171	11
172	5
173	2
174	2
175	7
176	1
177	6
178	2
179	4
180	7
181	6
182	8
183	7
184	12
185	5
186	8
187	6
188	3
189	1
190	2
191	5
192	6
193	8
194	9
195	5
196	6
197	1
198	5
199	2
200	4
201	2
202	5
203	3
204	3
205	6
206	5
207	2
208	5
209	7
210	3
211	8
212	5
213	2
214	2
215	2
216	6
217	1
218	3
219	5
220	0
221	5
222	6
223	4
224	2
225	5
226	8
227	3
228	5
229	5
230	3
231	8
232	3
233	6
234	4
235	5
236	5
237	8
238	5
239	8
240	8
241	12
242	9
243	3
244	1
245	5
246	3
247	2
248	2
249	4
250	5
251	6
252	2
253	4
254	8
255	4
256	8
257	8
258	7
259	2
260	5
261	7
262	3
263	5
264	2
265	2
266	4
267	2
268	5
269	10
270	3
271	3
272	4
273	11
274	5
275	5
276	6
277	10
278	2
279	2
280	1
281	7
282	7
283	4
284	3
285	7
286	1
287	4
288	3
289	2
290	4
291	2
292	2
293	3
294	9
295	4
296	5
297	2
298	3
299	5
300	2
301	6
302	2
303	7
304	1
305	4
306	2
307	3
308	4
309	3
310	5
311	6
312	7
313	5
314	2
315	1
316	7
317	0
318	4
319	5
320	4
321	4
322	6
323	6
324	5
325	2
326	2
327	2
328	4
329	4
330	5
331	2
332	3
333	4
334	3
335	8
336	4
337	3
338	2
339	5
340	5
341	2
342	3
343	2
344	7
345	10
346	5
347	2
348	4
349	8
350	2
351	4
352	4
353	2
354	8
355	4
356	7
357	3
358	8
359	4
360	5
361	9
362	2
363	2
364	3
365	10
366	6
367	7
368	4
369	4
370	3
371	6
372	5
373	3
374	7
375	3
376	4
377	5
378	8
379	2
380	3
381	5
382	3
383	3
384	8
385	2
386	6
387	4
388	7
389	2
390	1
391	7
392	2
393	3
394	8
395	2
396	4
397	4
398	3
399	3
400	7
401	4
402	2
403	4
404	4
405	4
406	1
407	3
408	5
409	3
410	4
411	4
412	9
413	2
414	5
415	0
416	6
417	1
418	6
419	1
420	5
421	2
422	5
423	2
424	7
425	3
426	5
427	5
428	6
429	5
430	9
431	7
432	6
433	3
434	10
435	4
436	4
437	3
438	3
439	5
440	3
441	1
442	4
443	2
444	5
445	1
446	4
447	4
448	7
449	4
450	6
451	2
452	7
453	4
454	6
455	2
456	5
457	1
458	6
459	4
460	2
461	6
462	2
463	7
464	6
465	3
466	7
467	7
468	5
469	9
470	5
471	5
472	1
473	2
474	3
475	9
476	8
477	7
478	2
479	6
480	3
481	6
482	8
483	8
484	1
485	2
486	7
487	4
488	8
489	6
490	2
491	8
492	9
493	10
494	3
495	6
496	3
497	4
498	6
499	4
500	6
501	5
502	4
503	4
504	3
505	5
506	1
507	3
508	2
509	3
510	2
511	1
512	2
513	4
514	5
515	0
516	6
517	2
518	3
519	4
520	8
521	3
522	6
523	2
524	2
525	6
526	3
527	2
528	6
529	1
530	7
531	5
532	4
533	3
534	2
535	2
536	6
537	7
538	6
539	2
540	3
541	5
542	8
543	2
544	2
545	1
546	3
547	6
548	10
549	2
550	1
551	8
552	2
553	6
554	2
555	3
556	11
557	2
558	2
559	2
560	8
561	1
562	1
563	2
564	2
565	3
566	6
567	4
568	2
569	2
570	5
571	5
572	3
573	5
574	4
575	5
576	6
577	7
578	5
579	6
580	2
581	4
582	1
583	4
584	3
585	4
586	2
587	8
588	7
589	4
590	8
591	6
592	9
593	4
594	3
595	4
596	11
597	6
598	2
599	2
600	3
