# elapsed_s	cps
1	2
2	3
3	1
4	2
5	6
6	1
7	3
8	3
9	3
10	6
11	1
12	2
13	1
14	5
15	4
16	3
17	0
18	5
19	2
20	2
21	1
22	4
23	2
24	2
25	2
26	3
27	2
28	2
29	2
30	2
31	6
32	5
33	2
34	2
35	3
36	3
37	2
38	2
39	5
40	2
41	1
42	1
43	4
44	3
45	5
46	2
47	3
48	5
49	7
50	2
51	1
52	1
53	4
54	5
55	3
56	1
57	2
58	2
59	2
60	2
61	1
62	3
63	1
64	3
65	2
66	2
67	1
68	2
69	6
70	4
71	2
72	2
73	2
74	2
75	1
76	2
77	2
78	5
79	1
80	2
81	5
82	2
83	2
84	4
85	2
86	2
87	1
88	2
89	4
90	1
91	2
92	3
93	2
94	6
95	1
96	5
97	4
98	2
99	2
100	4
101	2
102	3
103	1
104	2
105	2
106	4
107	2
108	1
109	1
110	1
111	1
112	3
113	2
114	3
115	2
116	1
117	1
118	1
119	2
120	2
121	6
122	1
123	3
124	2
125	3
126	2
127	2
128	3
129	3
130	1
131	5
132	5
133	1
134	2
135	4
136	2
137	5
138	3
139	1
140	4
141	4
142	2
143	2
144	1
145	2
146	2
147	2
148	2
149	4
150	5
151	1
152	3
153	3
154	3
155	2
156	3
157	3
158	4
159	3
160	4
161	2
162	2
163	1
164	3
165	2
166	2
167	3
168	2
169	2
170	3
171	1
172	3
173	2
174	1
175	4
176	3
177	2
178	2
179	5
180	8
181	2
182	6
183	2
184	2
185	3
186	11
187	2
188	2
189	2
190	2
191	3
192	4
193	1
194	6
195	2
196	1
197	2
198	1
199	1
200	3
201	3
202	2
203	2
204	2
205	2
206	2
207	4
208	4
209	2
210	2
211	2
212	3
213	1
214	5
215	2
216	0
217	1
218	2
219	3
220	2
221	1
222	5
223	2
224	2
225	2
226	1
227	3
228	2
229	7
230	2
231	1
232	1
233	2
234	2
235	2
236	4
237	3
238	3
239	3
240	1
241	2
242	3
243	6
244	1
245	2
246	3
247	2
248	1
249	2
250	3
251	3
252	4
253	1
254	7
255	2
256	2
257	1
258	4
259	2
260	2
261	1
262	2
263	2
264	1
265	1
266	2
267	5
268	6
269	2
270	4
271	2
272	2
273	6
274	1
275	6
276	2
277	2
278	1
279	3
280	6
281	1
282	1
283	1
284	1
285	1
286	2
287	2
288	1
289	4
290	4
291	4
292	2
293	2
294	2
295	2
296	1
297	2
298	4
299	3
300	3
301	2
302	2
303	2
304	2
305	4
306	1
307	2
308	2
309	3
310	8
311	4
312	2
313	0
314	4
315	1
316	3
317	4
318	1
319	2
320	3
321	4
322	1
323	2
324	2
325	5
326	2
327	2
328	6
329	4
330	3
331	3
332	2
333	2
334	2
335	2
336	7
337	2
338	7
339	2
340	2
341	4
342	2
343	1
344	1
345	2
346	3
347	3
348	2
349	6
350	6
351	2
352	2
353	5
354	3
355	2
356	4
357	2
358	3
359	1
360	5
361	2
362	6
363	7
364	1
365	5
366	3
367	7
368	2
369	2
370	4
371	2
372	2
373	4
374	2
375	2
376	4
377	3
378	2
379	2
380	3
381	2
382	1
383	1
384	2
385	2
386	2
387	5
388	3
389	1
390	4
391	2
392	2
393	2
394	2
395	3
396	6
397	4
398	4
399	2
400	1
401	3
402	2
403	2
404	2
405	4
406	6
407	1
408	4
409	2
410	3
411	1
412	2
413	0
414	2
415	6
416	2
417	3
418	1
419	2
420	4
421	2
422	7
423	2
424	3
425	3
426	1
427	2
428	7
429	2
430	2
431	2
432	2
433	3
434	5
435	3
436	2
437	2
438	4
439	3
440	2
441	2
442	2
443	3
444	2
445	1
446	2
447	4
448	1
449	4
450	2
451	1
452	4
453	2
454	1
455	6
456	2
457	4
458	5
459	4
460	2
461	2
462	2
463	2
464	2
465	1
466	2
467	2
468	2
469	2
470	4
471	2
472	2
473	6
474	1
475	1
476	1
477	3
478	2
479	2
480	5
481	2
482	3
483	4
484	6
485	1
486	2
487	4
488	2
489	2
490	1
491	2
492	1
493	3
494	2
495	7
496	4
497	2
498	4
499	1
500	1
501	4
502	6
503	4
504	1
505	6
506	4
507	1
508	7
509	3
510	1
511	1
512	5
513	1
514	2
515	1
516	2
517	5
518	2
519	3
520	1
521	2
522	1
523	1
524	4
525	5
526	1
527	3
528	7
529	3
530	4
531	2
532	2
533	2
534	2
535	2
536	3
537	2
538	1
539	2
540	2
541	2
542	2
543	3
544	2
545	4
546	3
547	6
548	4
549	3
550	3
551	2
552	1
553	3
554	3
555	2
556	2
557	1
558	4
559	2
560	2
561	5
562	2
563	3
564	2
565	4
566	1
567	6
568	5
569	1
570	4
571	3
572	3
573	3
574	2
575	1
576	1
577	4
578	1
579	4
580	1
581	2
582	2
583	7
584	7
585	3
586	1
587	1
588	3
589	2
590	2
591	2
592	2
593	1
594	4
595	7
596	1
597	3
598	1
599	2
600	7
