# elapsed_s	cps
1	2
2	2
3	2
4	1
5	2
6	1
7	4
8	1
9	2
10	1
11	2
12	2
13	2
14	2
15	2
16	4
17	5
18	1
19	2
20	2
21	2
22	2
23	3
24	2
25	2
26	2
27	2
28	2
29	1
30	1
31	1
32	2
33	2
34	1
35	2
36	4
37	2
38	1
39	2
40	1
41	2
42	1
43	2
44	1
45	2
46	1
47	2
48	3
49	1
50	1
51	2
52	2
53	3
54	2
55	2
56	2
57	2
58	2
59	3
60	2
61	2
62	2
63	1
64	2
65	3
66	2
67	1
68	2
69	2
70	2
71	5
72	2
73	2
74	2
75	2
76	0
77	1
78	1
79	2
80	2
81	2
82	2
83	1
84	2
85	2
86	2
87	2
88	1
89	2
90	3
91	5
92	2
93	3
94	2
95	2
96	4
97	2
98	1
99	2
100	1
101	2
102	2
103	3
104	2
105	2
106	2
107	2
108	3
109	2
110	4
111	2
112	2
113	2
114	1
115	2
116	4
117	2
118	2
119	2
120	1
121	2
122	4
123	2
124	5
125	2
126	2
127	2
128	1
129	3
130	2
131	1
132	2
133	2
134	2
135	3
136	2
137	2
138	2
139	2
140	2
141	2
142	2
143	3
144	3
145	2
146	2
147	2
148	2
149	2
150	2
151	1
152	2
153	1
154	2
155	1
156	2
157	3
158	2
159	4
160	2
161	2
162	2
163	2
164	2
165	1
166	2
167	4
168	4
169	2
170	3
171	1
172	2
173	2
174	2
175	3
176	0
177	2
178	2
179	2
180	1
181	2
182	2
183	2
184	4
185	1
186	1
187	2
188	2
189	2
190	1
191	2
192	4
193	1
194	5
195	1
196	2
197	2
198	2
199	2
200	2
201	3
202	3
203	2
204	2
205	1
206	2
207	1
208	2
209	2
210	2
211	1
212	3
213	4
214	2
215	1
216	2
217	1
218	2
219	5
220	2
221	2
222	1
223	4
224	3
225	3
226	1
227	2
228	2
229	2
230	4
231	2
232	1
233	2
234	2
235	1
236	1
237	1
238	1
239	2
240	2
241	1
242	3
243	2
244	2
245	1
246	2
247	5
248	2
249	2
250	1
251	1
252	2
253	1
254	2
255	2
256	2
257	2
258	1
259	2
260	2
261	1
262	2
263	2
264	3
265	2
266	2
267	2
268	3
269	2
270	2
271	3
272	3
273	1
274	0
275	4
276	2
277	2
278	2
279	2
280	3
281	2
282	3
283	2
284	2
285	1
286	2
287	2
288	2
289	1
290	5
291	2
292	2
293	2
294	1
295	2
296	2
297	3
298	1
299	0
300	1
301	6
302	2
303	2
304	2
305	2
306	2
307	2
308	3
309	1
310	2
311	3
312	1
313	2
314	1
315	1
316	1
317	2
318	3
319	2
320	2
321	2
322	8
323	2
324	2
325	1
326	2
327	2
328	9
329	1
330	2
331	1
332	1
333	2
334	3
335	1
336	2
337	2
338	5
339	2
340	4
341	2
342	1
343	5
344	2
345	2
346	2
347	2
348	2
349	2
350	3
351	2
352	5
353	2
354	2
355	2
356	5
357	2
358	4
359	3
360	5
361	1
362	2
363	4
364	2
365	2
366	2
367	1
368	4
369	2
370	1
371	2
372	0
373	2
374	2
375	4
376	2
377	2
378	3
379	4
380	2
381	2
382	2
383	1
384	2
385	2
386	1
387	2
388	1
389	4
390	4
391	2
392	1
393	1
394	2
395	2
396	6
397	2
398	2
399	1
400	2
401	3
402	2
403	2
404	2
405	2
406	2
407	2
408	5
409	2
410	1
411	1
412	2
413	2
414	2
415	2
416	2
417	2
418	1
419	1
420	5
421	1
422	2
423	1
424	2
425	1
426	1
427	2
428	2
429	2
430	3
431	5
432	3
433	4
434	2
435	2
436	2
437	2
438	1
439	2
440	2
441	1
442	2
443	2
444	2
445	2
446	3
447	1
448	1
449	2
450	2
451	2
452	4
453	3
454	5
455	1
456	2
457	1
458	2
459	2
460	3
461	1
462	1
463	2
464	2
465	1
466	4
467	4
468	1
469	2
470	2
471	4
472	0
473	1
474	2
475	2
476	2
477	2
478	4
479	2
480	2
481	2
482	1
483	3
484	1
485	1
486	1
487	1
488	2
489	3
490	4
491	3
492	2
493	2
494	2
495	2
496	4
497	2
498	2
499	3
500	2
501	2
502	2
503	3
504	2
505	2
506	4
507	3
508	2
509	2
510	2
511	2
512	2
513	1
514	1
515	2
516	2
517	3
518	1
519	1
520	2
521	1
522	1
523	2
524	2
525	1
526	2
527	3
528	1
529	2
530	3
531	1
532	5
533	2
534	3
535	1
536	2
537	1
538	2
539	2
540	1
541	2
542	1
543	4
544	2
545	4
546	1
547	2
548	1
549	2
550	2
551	4
552	2
553	3
554	2
555	2
556	3
557	1
558	1
559	2
560	2
561	2
562	1
563	2
564	2
565	2
566	2
567	2
568	2
569	2
570	0
571	1
572	1
573	2
574	1
575	2
576	2
577	2
578	2
579	4
580	4
581	3
582	1
583	2
584	1
585	2
586	2
587	2
588	2
589	2
590	2
591	3
592	1
593	1
594	2
595	1
596	2
597	2
598	2
599	2
600	2
