position,point_name,distance_cm,height_cm,x_cm,y_cm,z_cm,mica_x_cm,mica_y_cm,mica_z_cm,axis_x,axis_y,axis_z,tally_name,transport_group,statepoint_file,detector_model,detector_shape,tally_implementation,detector_effective_diameter_cm,detector_effective_length_cm,detector_volume_cm3,reference_offset_cm,gamma_flux_per_source [photon/cm2/source photon],u_mc_per_source [photon/cm2/source photon],gamma_flux_physical [photon/cm2/s],u_mc_physical [photon/cm2/s],rel_u_mc [%],mc_uncertainty_class,result_origin
P2,P2_x176_h85,176.0,85.0,168.29783190699274,-159.29783190699274,44.0,166.95079348883237,-157.95079348883237,44.0,0.7071067811865476,-0.7071067811865476,0.0,gamma_flux_lnd712_cell_P2_x176_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,6.369947527720709e-08,6.369947527720709e-08,0.454449622965239,0.454449622965239,100.0,very high,original gamma scan
P2,P2_x199_h85,199.0,85.0,184.56128787428332,-175.56128787428332,44.0,183.21424945612296,-174.21424945612296,44.0,0.7071067811865476,-0.7071067811865476,0.0,gamma_flux_lnd712_cell_P2_x199_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,3.4128406141892996e-07,3.13430513441008e-07,2.4348146097111525,2.2360997172928765,91.83860275744567,very high,original gamma scan
P2,P2_x300_h85,300.0,85.0,255.97907277412463,-246.97907277412463,44.0,254.63203435596427,-245.63203435596427,44.0,0.7071067811865476,-0.7071067811865476,0.0,gamma_flux_lnd712_cell_P2_x300_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P2,P2_x321_h85,321.0,85.0,270.82831517904214,-261.82831517904214,44.0,269.48127676088177,-260.48127676088177,44.0,0.7071067811865476,-0.7071067811865476,0.0,gamma_flux_lnd712_cell_P2_x321_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x0_h45,0.0,45.0,44.405,0.0,4.0,42.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x0_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,2.085979806723933e-06,5.318267623195255e-07,14.88195518963712,3.794198783697249,25.49529773036339,very high,original gamma scan
P3,P3_x5_h45,5.0,45.0,49.405,0.0,4.0,47.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x5_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,1.810803528029402e-06,5.182383711779815e-07,12.918771732355898,3.6972554540370672,28.61924903260774,very high,original gamma scan
P3,P3_x57_h45,57.0,45.0,101.405,0.0,4.0,99.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x57_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,5.246363021281634e-08,4.711359394460076e-08,0.3742900057786389,0.3361213716672854,89.80239025299353,very high,original gamma scan
P3,P3_x114_h45,114.0,45.0,158.405,0.0,4.0,156.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x114_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,3.9168837052493586e-07,2.9650394922113136e-07,2.794412850816979,2.1153409403273735,75.69894118218534,very high,original gamma scan
P3,P3_x176_h45,176.0,45.0,220.405,0.0,4.0,218.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x176_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x199_h45,199.0,45.0,243.405,0.0,4.0,241.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x199_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x225_h45,225.0,45.0,269.405,0.0,4.0,267.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x225_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x300_h45,300.0,45.0,344.405,0.0,4.0,342.5,0.0,4.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x300_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x0_h85,0.0,85.0,44.405,0.0,44.0,42.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x0_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,2.5191850196676732e-06,5.017834315393152e-07,17.97256064332604,3.5798613768933363,19.918482668871604,high,original gamma scan
P3,P3_x5_h85,5.0,85.0,49.405,0.0,44.0,47.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x5_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,1.496230440389705e-06,4.667268912751925e-07,10.674520575643083,3.329758351143658,31.193516631945393,very high,original gamma scan
P3,P3_x57_h85,57.0,85.0,101.405,0.0,44.0,99.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x57_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x100_h85,100.0,85.0,144.405,0.0,44.0,142.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x100_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x114_h85,114.0,85.0,158.405,0.0,44.0,156.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x114_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x176_h85,176.0,85.0,220.405,0.0,44.0,218.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x176_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x200_h85,200.0,85.0,244.405,0.0,44.0,242.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x200_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x225_h85,225.0,85.0,269.405,0.0,44.0,267.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x225_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x300_h85,300.0,85.0,344.405,0.0,44.0,342.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x300_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P3,P3_x400_h85,400.0,85.0,444.405,0.0,44.0,442.5,0.0,44.0,1.0,0.0,0.0,gamma_flux_lnd712_cell_P3_x400_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P4,P4_x0_h42,0.0,42.0,43.84703841816037,34.84703841816037,1.0,42.5,33.5,1.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x0_h42,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P4,P4_x20_h42,20.0,42.0,57.989174041891324,48.989174041891324,1.0,56.64213562373095,47.64213562373095,1.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x20_h42,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,3.47718675877076e-07,2.1391179122242405e-07,2.4807209237224623,1.5261057088116063,61.51863735327383,very high,original gamma scan
P4,P4_x71_h42,71.0,42.0,94.05161988240525,85.05161988240525,1.0,92.70458146424488,83.70458146424488,1.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x71_h42,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,4.500449508998697e-07,3.4193390608464683e-07,3.2107447881448636,2.43945078076336,75.97772298099254,very high,original gamma scan
P4,P4_x85_h45,85.0,45.0,103.95111481901691,94.95111481901691,4.0,102.60407640085654,93.60407640085654,4.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x85_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,9.803531542932231e-09,9.803531542932231e-09,0.06994109753691395,0.06994109753691395,100.0,very high,original gamma scan
P4,P4_x152_h113,152.0,113.0,151.3272691585156,142.3272691585156,72.0,149.98023074035524,140.98023074035524,72.0,0.7071067811865476,0.7071067811865476,0.0,gamma_flux_lnd712_cell_P4_x152_h113,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,0.0,0.0,0.0,0.0,,unknown,original gamma scan
P5,P5_x0_h45,0.0,45.0,0.0,35.405,4.0,0.0,33.5,4.0,0.0,1.0,0.0,gamma_flux_lnd712_cell_P5_x0_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,3.5044181604196918e-06,7.370151739976195e-07,25.001485566163243,5.258069497202356,21.031028269450413,high,original gamma scan
P5,P5_x6_h45,6.0,45.0,0.0,41.405,4.0,0.0,39.5,4.0,0.0,1.0,0.0,gamma_flux_lnd712_cell_P5_x6_h45,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,2.475159168113352e-06,6.417553126904128e-07,17.658468077374497,4.578459376924468,25.927840155006265,very high,original gamma scan
P5,P5_x0_h85,0.0,85.0,0.0,35.405,44.0,0.0,33.5,44.0,0.0,1.0,0.0,gamma_flux_lnd712_cell_P5_x0_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,2.7827962793971136e-06,4.610789103952218e-07,19.853236066037127,3.28946409800817,16.568906384160954,high,original gamma scan
P5,P5_x6_h85,6.0,85.0,0.0,41.405,44.0,0.0,39.5,44.0,0.0,1.0,0.0,gamma_flux_lnd712_cell_P5_x6_h85,1,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/H1_f1_sides_and_front_f2_hollow_transport_outputs/gamma/openmc_runs/hollow_gamma_scan_lnd712_cellfilter_group_1_ww_production/statepoint.200.h5,GCA-07W-DL / LND 712 active cylinder,right circular cylinder,finite CSG cylinder with CellFilter,0.91,3.81,2.477979114806917,1.905,2.5754227638510077e-06,4.91935809803759e-07,18.373776218953815,3.509605727763536,19.101167261105186,high,original gamma scan
