measurement_kind,position,distance_cm,height_cm,location_label,physical_point_id,duration_min,is_24h_measurement,replicate_label,is_short_measurement,is_long_measurement,file,file_name,input_format,source_column,original_rows,valid_rows,invalid_rows,valid_fraction,raw_numeric_mismatch_count,observed_duration_s,start_timestamp,end_timestamp,mean_mrem_h,median_mrem_h,std_mrem_h,sem_mrem_h,min_mrem_h,max_mrem_h,mean_uSv_h,median_uSv_h,std_uSv_h,sem_uSv_h,file_quality_status
scan,P2,321.0,85.0,,P2_x321_h85,10.0,False,,False,True,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P2/NF_P2_x_321_y_85_10_min_LONG_mrem.csv,NF_P2_x_321_y_85_10_min_LONG_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.1199999999999,2026-03-06 13:46:46.125,2026-03-06 13:56:45.305,0.43166666666666664,0.0,0.6266192158120676,0.025581622362708303,0.0,3.0,4.316666666666666,0.0,6.266192158120676,0.255816223627083,valid
scan,P3,0.0,45.0,,P3_x0_h45,10.0,False,2,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_0_y_45_10_min_2_mrem.csv,NF_P3_x_0_y_45_10_min_2_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.048,2026-02-27 15:17:24.723,2026-02-27 15:27:24.886,13.27287853577371,16.0,5.890564194842051,0.2402811253315741,1.0,33.0,132.7287853577371,160.0,58.90564194842051,2.402811253315741,valid
scan,P3,0.0,45.0,,P3_x0_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_0_y_45_10_min_mrem.csv,NF_P3_x_0_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.0519999999999,2026-02-27 14:54:50.232,2026-02-27 15:04:50.398,12.86855241264559,16.0,5.529107167315986,0.22553698564305016,3.0,25.0,128.6855241264559,160.0,55.291071673159855,2.2553698564305016,valid
scan,P3,5.0,45.0,,P3_x5_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_5_y_45_10_min_mrem.csv,NF_P3_x_5_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.1229999999999,2026-02-27 14:42:11.909,2026-02-27 14:52:12.077,10.13477537437604,8.0,5.413883879230563,0.22083692968749127,1.0,33.0,101.3477537437604,80.0,54.138838792305634,2.208369296874913,valid
scan,P3,57.0,45.0,,P3_x57_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_57_y_45_10_min_mrem.csv,NF_P3_x_57_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.124,2026-02-27 14:19:26.407,2026-02-27 14:29:26.582,2.449251247920133,2.0,1.4757496191549364,0.060197082566162935,0.0,9.0,24.49251247920133,20.0,14.757496191549365,0.6019708256616294,valid
scan,P3,114.0,45.0,,P3_x114_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_114_y_45_10_min_mrem.csv,NF_P3_x_114_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.143,2026-02-25 18:55:10.209,2026-02-25 19:05:10.385,1.319467554076539,1.0,1.0929030374933424,0.04458044476573899,0.0,5.0,13.19467554076539,10.0,10.929030374933424,0.4458044476573899,valid
scan,P3,176.0,45.0,,P3_x176_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_176_y_45_10_min_mrem.csv,NF_P3_x_176_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.127,2026-02-27 14:04:42.039,2026-02-27 14:14:41.207,0.7916666666666666,1.0,0.8960666537534119,0.036581767953650465,0.0,4.0,7.916666666666666,10.0,8.960666537534118,0.3658176795365047,valid
scan,P3,199.0,45.0,,P3_x199_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_199_y_45_10_min_mrem.csv,NF_P3_x_199_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.143,2026-02-26 15:35:59.992,2026-02-26 15:46:00.171,0.6372712146422629,0.0,0.7691175948145742,0.031372961074964546,0.0,4.0,6.372712146422629,0.0,7.691175948145742,0.31372961074964545,valid
scan,P3,225.0,45.0,,P3_x225_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_225_y_45_10_min_mrem.csv,NF_P3_x_225_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.127,2026-02-27 13:48:54.663,2026-02-27 13:58:54.833,0.5906821963394343,0.0,0.7908938195690377,0.03226123181039892,0.0,4.0,5.906821963394343,0.0,7.908938195690377,0.3226123181039892,valid
scan,P3,300.0,45.0,,P3_x300_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_300_y_45_10_min_mrem.csv,NF_P3_x_300_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.155,2026-02-26 16:26:01.216,2026-02-26 16:36:01.390,0.33111480865224624,0.0,0.5643700811202448,0.023021135787601812,0.0,4.0,3.3111480865224623,0.0,5.643700811202448,0.23021135787601812,valid
scan,P3,0.0,85.0,,P3_x0_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_0_y_85_10_min_mrem.csv,NF_P3_x_0_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.031,2026-03-05 14:04:55.098,2026-03-05 14:14:55.267,3.7587354409317806,4.0,2.0928515789607522,0.08536919655081278,0.0,16.0,37.587354409317804,40.0,20.928515789607523,0.8536919655081278,valid
scan,P3,5.0,85.0,,P3_x5_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_5_y_85_10_min_mrem.csv,NF_P3_x_5_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.095,2026-03-05 14:25:06.564,2026-03-05 14:35:06.741,3.5008319467554077,3.0,2.2234543635323476,0.09069659525326279,0.0,17.0,35.008319467554074,30.0,22.234543635323476,0.9069659525326279,valid
scan,P3,57.0,85.0,,P3_x57_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_57_y_85_10_min_mrem.csv,NF_P3_x_57_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.114,2026-03-05 14:45:14.032,2026-03-05 14:55:14.211,1.7637271214642263,2.0,1.2412690087486544,0.05063241896633494,0.0,6.0,17.63727121464226,20.0,12.412690087486544,0.5063241896633495,valid
scan,P3,100.0,85.0,,P3_x100_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_100_y_85_10_min_mrem.csv,NF_P3_x_100_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.096,2026-03-11 13:00:27.916,2026-03-11 13:10:28.083,1.2795341098169717,1.0,1.121783007500967,0.0457584833140754,0.0,6.0,12.795341098169716,10.0,11.217830075009669,0.457584833140754,valid
scan,P3,114.0,85.0,,P3_x114_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_114_y_85_10_min_mrem.csv,NF_P3_x_114_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.0509999999999,2026-03-05 15:05:44.525,2026-03-05 15:15:44.701,1.0848585690515806,1.0,1.0349494456078272,0.04221646844451468,0.0,6.0,10.848585690515806,10.0,10.349494456078272,0.4221646844451468,valid
scan,P3,176.0,85.0,,P3_x176_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_176_y_85_10_min_mrem.csv,NF_P3_x_176_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.136,2026-02-26 15:20:38.603,2026-02-26 15:30:37.782,0.6883333333333334,0.0,0.8939775623725676,0.036496481155165225,0.0,5.0,6.883333333333334,0.0,8.939775623725676,0.3649648115516523,valid
scan,P3,200.0,85.0,,P3_x200_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_200_y_85_10_min_mrem.csv,NF_P3_x_200_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.131,2026-03-06 14:50:56.388,2026-03-06 15:00:55.577,0.515,0.0,0.737573742104297,0.030111321930511345,0.0,4.0,5.15,0.0,7.37573742104297,0.3011132193051135,valid
scan,P3,225.0,85.0,,P3_x225_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_225_y_85_10_min_mrem.csv,NF_P3_x_225_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.1179999999999,2026-03-06 15:40:41.545,2026-03-06 15:50:40.727,0.3983333333333333,0.0,0.6166828345426749,0.025175971296045634,0.0,3.0,3.9833333333333334,0.0,6.166828345426749,0.25175971296045635,valid
scan,P3,300.0,85.0,,P3_x300_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_300_y_85_10_min_mrem.csv,NF_P3_x_300_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.125,2026-03-06 15:15:35.961,2026-03-06 15:25:36.137,0.2579034941763727,0.0,0.5115742995933602,0.02086755093928663,0.0,3.0,2.579034941763727,0.0,5.115742995933602,0.2086755093928663,valid
scan,P3,400.0,85.0,,P3_x400_h85,1440.0,True,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_400_y_85_10_min_24h_mrem.csv,NF_P3_x_400_y_85_10_min_24h_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.116,2026-03-11 12:19:08.077,2026-03-11 12:29:07.248,0.12166666666666667,0.0,0.34698398430546673,0.014165561841104667,0.0,2.0,1.2166666666666668,0.0,3.4698398430546673,0.14165561841104668,valid
scan,P3,400.0,85.0,,P3_x400_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P3/NF_P3_x_400_y_85_10_min_mrem.csv,NF_P3_x_400_y_85_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.1279999999999,2026-03-06 15:55:32.928,2026-03-06 16:05:32.100,0.13166666666666665,0.0,0.3575989614791602,0.014598916469551996,0.0,2.0,1.3166666666666664,0.0,3.575989614791602,0.14598916469551995,valid
scan,P4,0.0,42.0,,P4_x0_h42,10.0,False,,False,True,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P4/NF_P4_x_0_y_42_10_min_LONG_2_mrem.csv,NF_P4_x_0_y_42_10_min_LONG_2_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.122,2026-03-04 14:17:56.755,2026-03-04 14:27:55.934,4.403333333333333,4.0,2.5208291999487815,0.10291242114304776,0.0,17.0,44.03333333333333,40.0,25.208291999487816,1.0291242114304775,valid
scan,P4,0.0,42.0,,P4_x0_h42,10.0,False,,False,True,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P4/NF_P4_x_0_y_42_10_min_LONG_mrem.csv,NF_P4_x_0_y_42_10_min_LONG_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.107,2026-03-04 14:07:56.471,2026-03-04 14:17:55.641,4.325,4.0,2.299606194057201,0.09388102974639627,0.0,17.0,43.25,40.0,22.99606194057201,0.9388102974639627,valid
scan,P4,20.0,42.0,,P4_x20_h42,10.0,False,,False,True,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P4/NF_P4_x_20_y_42_10_min_LONG_mrem.csv,NF_P4_x_20_y_42_10_min_LONG_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.131,2026-03-04 14:42:16.296,2026-03-04 14:52:15.473,2.7933333333333334,3.0,1.624300714227291,0.06631179897825232,0.0,9.0,27.933333333333334,30.0,16.24300714227291,0.6631179897825232,valid
scan,P4,71.0,42.0,,P4_x71_h42,10.0,False,,False,True,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P4/NF_P4_x_71_y_42_10_min_LONG_mrem.csv,NF_P4_x_71_y_42_10_min_LONG_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.1399999999999,2026-03-04 15:17:31.379,2026-03-04 15:27:31.571,7.239600665557404,4.0,7.248620271490722,0.29567738816260414,0.0,25.0,72.39600665557404,40.0,72.48620271490722,2.9567738816260416,valid
scan,P4,85.0,45.0,,P4_x85_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P4/NF_P4_x_85_y_45_10_min_mrem.csv,NF_P4_x_85_y_45_10_min_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.1239999999999,2026-03-11 15:49:39.119,2026-03-11 15:59:38.306,1.25,1.0,1.1238052457538954,0.04587915703933493,0.0,6.0,12.5,10.0,11.238052457538954,0.4587915703933493,valid
scan,P4,85.0,45.0,,P4_x85_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P4/NF_P4_x_85_y_45_10_min_ny_mrem.csv,NF_P4_x_85_y_45_10_min_ny_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.126,2026-03-11 16:08:05.691,2026-03-11 16:18:05.873,1.4342762063227954,1.0,1.2326488484491103,0.05028079529349106,0.0,6.0,14.342762063227955,10.0,12.326488484491103,0.5028079529349107,valid
scan,P4,152.0,113.0,,P4_x152_h113,10.0,False,,False,True,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P4/NF_P4_x_152_y_113_10_min_LONG_2_mrem.csv,NF_P4_x_152_y_113_10_min_LONG_2_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.0619999999999,2026-03-05 12:55:28.649,2026-03-05 13:05:27.836,0.5016666666666667,0.0,0.7147367603646696,0.02917900605505561,0.0,3.0,5.0166666666666675,0.0,7.147367603646696,0.2917900605505561,valid
scan,P4,152.0,113.0,,P4_x152_h113,10.0,False,,False,True,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P4/NF_P4_x_152_y_113_10_min_LONG_mrem.csv,NF_P4_x_152_y_113_10_min_LONG_mrem.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.0429999999999,2026-03-05 13:18:53.184,2026-03-05 13:28:53.361,0.49584026622296173,0.0,0.7259931136789538,0.029613876798168043,0.0,5.0,4.958402662229617,0.0,7.259931136789538,0.29613876798168043,valid
scan,P5,0.0,45.0,,P5_x0_h45,1440.0,True,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_0_y_45_10_24h_min.csv,NF_P5_x_0_y_45_10_24h_min.csv,decoded_raw,raw,25,25,0,1.0,0,25.003999999999998,2026-03-11 17:18:08.111,2026-03-11 17:18:32.119,29.8,32.0,7.1004694680469305,1.420093893609386,19.0,48.0,298.0,320.0,71.0046946804693,14.200938936093861,valid
scan,P5,0.0,45.0,,P5_x0_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_0_y_45_10_min.csv,NF_P5_x_0_y_45_10_min.csv,numerical_mrem_h_with_raw_check,mrem/h,601,601,0,1.0,0,601.1179999999999,2026-03-11 17:02:20.719,2026-03-11 17:12:20.890,29.80532445923461,32.0,7.4198183897058705,0.3026607050637939,8.0,54.0,298.05324459234606,320.0,74.1981838970587,3.026607050637939,valid
scan,P5,0.0,45.0,,P5_x0_h45,10.0,False,2,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_0_y_45_10_min_2.csv,NF_P5_x_0_y_45_10_min_2.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.1469999999999,2026-03-13 14:07:30.206,2026-03-13 14:17:29.378,22.196666666666665,22.0,6.253252019836949,0.2552879446938133,7.0,54.0,221.96666666666664,220.0,62.53252019836949,2.5528794469381326,valid
scan,P5,0.0,45.0,,P5_x0_h45,1440.0,True,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_0_y_45_10_min_24h.csv,NF_P5_x_0_y_45_10_min_24h.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.143,2026-03-13 13:54:35.866,2026-03-13 14:04:35.035,23.208333333333332,22.0,6.956933862713696,0.2840156356323026,4.0,49.0,232.08333333333331,220.0,69.56933862713696,2.8401563563230257,valid
scan,P5,6.0,45.0,,P5_x6_h45,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_6_y_45_10_min.csv,NF_P5_x_6_y_45_10_min.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.122,2026-03-13 15:24:50.044,2026-03-13 15:34:49.211,19.406666666666666,20.0,5.438497124559807,0.2220257153794176,4.0,38.0,194.06666666666666,200.0,54.38497124559807,2.2202571537941758,valid
scan,P5,0.0,85.0,,P5_x0_h85,10.0,False,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_0_y_85_10_min.csv,NF_P5_x_0_y_85_10_min.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.165,2026-03-13 16:03:11.854,2026-03-13 16:13:11.033,5.238333333333333,5.0,3.1867102827627742,0.13009690251415162,0.0,21.0,52.38333333333333,50.0,31.867102827627743,1.3009690251415162,valid
scan,P5,0.0,85.0,,P5_x0_h85,10.0,False,1,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_0_y_85_10_min_1.csv,NF_P5_x_0_y_85_10_min_1.csv,decoded_raw,raw,593,593,0,1.0,0,711.088,2026-03-13 15:50:57.607,2026-03-13 16:02:47.720,5.0691399662731875,5.0,2.7275388809200143,0.11200659721393284,0.0,21.0,50.691399662731875,50.0,27.275388809200145,1.1200659721393285,valid
scan,P5,0.0,85.0,,P5_x0_h85,1440.0,True,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_0_y_85_10_min_24h.csv,NF_P5_x_0_y_85_10_min_24h.csv,numerical_mrem_h_with_raw_check,mrem/h,600,600,0,1.0,0,600.1469999999999,2026-03-16 12:39:25.490,2026-03-16 12:49:24.676,5.295,5.0,2.8737441911427815,0.11732011532644973,0.0,18.0,52.95,50.0,28.737441911427815,1.1732011532644973,valid
scan,P5,6.0,85.0,,P5_x6_h85,1440.0,True,,False,False,/root/Rfys_VI/RFP-master/Bachelor_projekt/NF_AmBe_Parafifn/neutron_logs_P5/NF_P5_x_6_y_85_10_min_24h.csv,NF_P5_x_6_y_85_10_min_24h.csv,decoded_raw,raw,600,600,0,1.0,0,600.122,2026-03-16 13:01:51.014,2026-03-16 13:11:50.175,4.516666666666667,4.0,2.2274030685093567,0.09093334948929076,0.0,17.0,45.166666666666664,40.0,22.274030685093567,0.9093334948929076,valid
