position,physical_point_id,distance_cm,height_cm,number_of_files,pooled_sem_uSv_h,between_file_std_uSv_h,between_file_sem_uSv_h,effective_sem_uSv_h,maximum_pairwise_repeat_z,repeat_agreement_flag,unresolved_between_file_variation,files
P1,P1_x420_h85,420.0,85.0,2,0.10914048074375954,0.21177906924056328,0.14975041597337765,0.14975041597337765,1.3725935397178717,consistent_within_2sigma,False,NF_P1_x_420_y_85_10_min.csv; NF_P1_x_420_y_85_10_min_2.csv
P1,P1_x4_h42,4.0,42.0,2,2.573474060967116,4.996887920384933,3.533333333333331,3.533333333333331,1.3734893696445478,consistent_within_2sigma,False,NF_P1_x_4_y_42_10_min.csv; NF_P1_x_4_y_42_10_min_SHORT.csv
P3,P3_x0_h45,0.0,45.0,2,1.6480871062495304,2.859017434747611,2.0216306156406034,2.0216306156406034,1.2269107954459533,consistent_within_2sigma,False,NF_P3_x_0_y_45_10_min_2_mrem.csv; NF_P3_x_0_y_45_10_min_mrem.csv
P3,P3_x400_h85,400.0,85.0,2,0.10167715984260023,0.0707106781186545,0.04999999999999982,0.10167715984260023,0.49159699000579926,consistent_within_2sigma,False,NF_P3_x_400_y_85_10_min_24h_mrem.csv; NF_P3_x_400_y_85_10_min_mrem.csv
P4,P4_x0_h42,0.0,42.0,2,0.696303595135784,0.5539003119294609,0.39166666666666566,0.696303595135784,0.5623336877395448,consistent_within_2sigma,False,NF_P4_x_0_y_42_10_min_LONG_2_mrem.csv; NF_P4_x_0_y_42_10_min_LONG_mrem.csv
P4,P4_x152_h113,152.0,113.0,2,0.20778762164579118,0.04119887263652126,0.029132002218525074,0.20778762164579118,0.14014534983655016,consistent_within_2sigma,False,NF_P4_x_152_y_113_10_min_LONG_2_mrem.csv; NF_P4_x_152_y_113_10_min_LONG_mrem.csv
P4,P4_x85_h45,85.0,45.0,2,0.34125506186408716,1.3030295510218004,0.9213810316139774,0.9213810316139774,2.7072945874790943,review_required,True,NF_P4_x_85_y_45_10_min_mrem.csv; NF_P4_x_85_y_45_10_min_ny_mrem.csv
P5,P5_x0_h45,0.0,45.0,4,1.7978741634030047,41.2003448950125,20.60017244750625,20.60017244750625,19.216267758888506,review_required,True,NF_P5_x_0_y_45_10_24h_min.csv; NF_P5_x_0_y_45_10_min.csv; NF_P5_x_0_y_45_10_min_2.csv; NF_P5_x_0_y_45_10_min_24h.csv
P5,P5_x0_h85,0.0,85.0,3,0.6934410492718375,1.1750905029212102,0.6784388181837334,0.6934410492718375,1.3924615002889018,consistent_within_2sigma,False,NF_P5_x_0_y_85_10_min.csv; NF_P5_x_0_y_85_10_min_1.csv; NF_P5_x_0_y_85_10_min_24h.csv
