timestamp,raw,mrem/h,tail,dt_s
2026-03-11 14:49:04.239,J30J40,0,40,1.000
2026-03-11 14:49:05.239,J30J40,0,40,1.000
2026-03-11 14:49:06.240,J30J40,0,40,1.001
2026-03-11 14:49:07.240,J30J40,0,40,1.000
2026-03-11 14:49:08.241,J30J40,0,40,1.001
2026-03-11 14:49:09.240,J30J40,0,40,0.999
2026-03-11 14:49:10.241,J30J40,0,40,1.001
2026-03-11 14:49:11.241,J30J40,0,40,1.000
2026-03-11 14:49:12.241,J30J40,0,40,1.000
2026-03-11 14:49:13.241,J30J40,0,40,1.000
2026-03-11 14:49:14.241,J30J40,0,40,1.000
2026-03-11 14:49:15.243,J30J40,0,40,1.002
2026-03-11 14:49:16.242,J30J40,0,40,0.999
2026-03-11 14:49:17.242,J30J40,0,40,1.000
2026-03-11 14:49:18.243,J30J40,0,40,1.001
2026-03-11 14:49:19.243,J30J40,0,40,1.000
2026-03-11 14:49:20.243,J30J40,0,40,1.000
2026-03-11 14:49:21.243,J30J40,0,40,1.000
2026-03-11 14:49:22.244,J30J40,0,40,1.000
2026-03-11 14:49:23.244,J30J40,0,40,1.000
2026-03-11 14:49:24.244,J30J40,0,40,1.000
2026-03-11 14:49:25.245,J30J40,0,40,1.001
2026-03-11 14:49:26.245,J30J40,0,40,1.000
2026-03-11 14:49:27.245,J30J40,0,40,1.000
2026-03-11 14:49:28.245,J30J40,0,40,1.000
2026-03-11 14:49:29.245,J30J40,0,40,1.000
2026-03-11 14:49:30.248,J30J40,0,40,1.002
2026-03-11 14:49:31.246,J30J40,0,40,0.998
2026-03-11 14:49:32.247,J30J40,0,40,1.001
2026-03-11 14:49:33.247,J30J40,0,40,1.000
2026-03-11 14:49:34.248,J30J40,0,40,1.001
2026-03-11 14:49:35.247,J30J40,0,40,0.999
2026-03-11 14:49:36.247,J30J40,0,40,1.000
2026-03-11 14:49:37.247,J30J40,0,40,1.000
2026-03-11 14:49:38.248,J30J40,0,40,1.000
2026-03-11 14:49:39.248,J30J40,0,40,1.000
2026-03-11 14:49:40.250,J30J40,0,40,1.002
2026-03-11 14:49:41.249,J30J40,0,40,0.998
2026-03-11 14:49:42.249,J30J40,0,40,1.000
2026-03-11 14:49:43.249,J30J40,0,40,1.000
2026-03-11 14:49:44.249,J30J40,0,40,1.000
2026-03-11 14:49:45.250,J30J40,0,40,1.000
2026-03-11 14:49:46.250,J30J40,0,40,1.000
2026-03-11 14:49:47.250,J30J40,0,40,1.000
2026-03-11 14:49:48.251,J30J40,0,40,1.001
2026-03-11 14:49:49.251,J30J40,0,40,0.999
2026-03-11 14:49:50.251,J30J40,0,40,1.000
2026-03-11 14:49:51.251,J30J40,0,40,1.000
2026-03-11 14:49:52.253,J30J40,0,40,1.002
2026-03-11 14:49:53.253,J30J40,0,40,1.000
2026-03-11 14:49:54.253,J30J40,0,40,1.000
2026-03-11 14:49:55.254,J30J40,0,40,1.000
2026-03-11 14:49:56.255,J30J40,0,40,1.001
2026-03-11 14:49:57.255,J30J40,0,40,1.001
2026-03-11 14:49:58.255,J30J40,0,40,0.999
2026-03-11 14:49:59.255,J30J40,0,40,1.000
2026-03-11 14:50:00.255,J30J40,0,40,1.000
2026-03-11 14:50:01.256,J30J40,0,40,1.001
2026-03-11 14:50:02.257,J30J40,0,40,1.001
2026-03-11 14:50:03.256,J30J40,0,40,0.999
2026-03-11 14:50:04.256,J30J40,0,40,1.000
2026-03-11 14:50:05.256,J30J40,0,40,1.000
2026-03-11 14:50:06.258,J30J40,0,40,1.002
2026-03-11 14:50:07.257,J30J40,0,40,0.999
2026-03-11 14:50:08.257,J30J40,0,40,1.000
2026-03-11 14:50:09.257,J30J40,0,40,1.000
2026-03-11 14:50:10.257,J30J40,0,40,1.000
2026-03-11 14:50:11.258,J30J40,0,40,1.000
2026-03-11 14:50:12.258,J30J40,0,40,1.000
2026-03-11 14:50:13.259,J30J40,0,40,1.001
2026-03-11 14:50:14.259,J30J40,0,40,0.999
2026-03-11 14:50:15.259,J30J40,0,40,1.001
2026-03-11 14:50:16.260,J30J40,0,40,1.000
2026-03-11 14:50:17.261,J30J40,0,40,1.001
2026-03-11 14:50:18.260,J30J40,0,40,0.999
2026-03-11 14:50:19.260,J30J40,0,40,1.000
2026-03-11 14:50:20.260,J30J40,0,40,1.000
2026-03-11 14:50:21.261,J30J40,0,40,1.000
2026-03-11 14:50:22.261,J30J40,0,40,1.000
2026-03-11 14:50:23.261,J30J40,0,40,1.001
2026-03-11 14:50:24.261,J30J40,0,40,1.000
2026-03-11 14:50:25.262,J30J40,0,40,1.000
2026-03-11 14:50:26.263,J30J40,0,40,1.001
2026-03-11 14:50:27.262,J30J40,0,40,0.999
2026-03-11 14:50:28.264,J30J40,0,40,1.002
2026-03-11 14:50:29.263,J30J40,0,40,0.999
2026-03-11 14:50:30.263,J30J40,0,40,1.000
2026-03-11 14:50:31.263,J30J40,0,40,1.000
2026-03-11 14:50:32.264,J30J40,0,40,1.001
2026-03-11 14:50:33.264,J30J40,0,40,1.000
2026-03-11 14:50:34.264,J30J40,0,40,1.000
2026-03-11 14:50:35.264,J30J40,0,40,1.000
2026-03-11 14:50:36.265,J30J40,0,40,1.001
2026-03-11 14:50:37.265,J30J40,0,40,0.999
2026-03-11 14:50:38.265,J30J40,0,40,1.000
2026-03-11 14:50:39.265,J30J40,0,40,1.000
2026-03-11 14:50:40.266,J30J40,0,40,1.001
2026-03-11 14:50:41.266,J30J40,0,40,1.000
2026-03-11 14:50:42.266,J30J40,0,40,1.000
2026-03-11 14:50:43.266,J30J40,0,40,1.000
2026-03-11 14:50:44.268,J30J40,0,40,1.002
2026-03-11 14:50:45.267,J30J40,0,40,0.999
2026-03-11 14:50:46.268,J30J40,0,40,1.001
2026-03-11 14:50:47.267,J30J40,0,40,0.999
2026-03-11 14:50:48.268,J30J40,0,40,1.000
2026-03-11 14:50:49.268,J30J40,0,40,1.000
2026-03-11 14:50:50.269,J30J40,0,40,1.001
2026-03-11 14:50:51.268,J30J40,0,40,0.999
2026-03-11 14:50:52.268,J30J40,0,40,1.000
2026-03-11 14:50:53.269,J30J40,0,40,1.000
2026-03-11 14:50:54.269,J30J40,0,40,1.000
2026-03-11 14:50:55.269,J30J40,0,40,1.000
2026-03-11 14:50:56.270,J30J40,0,40,1.000
2026-03-11 14:50:57.270,J30J40,0,40,1.000
2026-03-11 14:50:58.270,J30J40,0,40,1.000
2026-03-11 14:50:59.270,J30J40,0,40,1.000
2026-03-11 14:51:00.271,J30J40,0,40,1.000
2026-03-11 14:51:01.271,J30J40,0,40,1.000
2026-03-11 14:51:02.271,J30J40,0,40,1.001
2026-03-11 14:51:03.273,J30J40,0,40,1.002
2026-03-11 14:51:04.273,J30J40,0,40,1.000
2026-03-11 14:51:05.273,J30J40,0,40,1.000
2026-03-11 14:51:06.275,J30J40,0,40,1.002
2026-03-11 14:51:07.274,J30J40,0,40,0.998
2026-03-11 14:51:08.274,J30J40,0,40,1.001
2026-03-11 14:51:09.274,J30J40,0,40,1.000
2026-03-11 14:51:10.276,J30J40,0,40,1.001
2026-03-11 14:51:11.276,J30J40,0,40,1.001
2026-03-11 14:51:12.275,J30J40,0,40,0.999
2026-03-11 14:51:13.277,J30J40,0,40,1.001
2026-03-11 14:51:14.276,J30J40,0,40,1.000
2026-03-11 14:51:15.278,J30J40,0,40,1.001
2026-03-11 14:51:16.278,J30J40,0,40,1.001
2026-03-11 14:51:17.278,J30J40,0,40,1.000
2026-03-11 14:51:18.280,J30J40,0,40,1.002
2026-03-11 14:51:19.281,J30J40,0,40,1.001
2026-03-11 14:51:20.280,J30J40,0,40,1.000
2026-03-11 14:51:21.281,J30J40,0,40,1.001
2026-03-11 14:51:22.281,J30J40,0,40,1.000
2026-03-11 14:51:23.282,J30J40,0,40,1.001
2026-03-11 14:51:24.283,J30J40,0,40,1.002
2026-03-11 14:51:25.283,J30J40,0,40,1.000
2026-03-11 14:51:26.282,J30J40,0,40,0.999
2026-03-11 14:51:27.282,J30J40,0,40,1.000
2026-03-11 14:51:28.284,J30J40,0,40,1.001
2026-03-11 14:51:29.283,J30J40,0,40,1.000
2026-03-11 14:51:30.284,J30J40,0,40,1.001
2026-03-11 14:51:31.285,J30J40,0,40,1.000
2026-03-11 14:51:32.285,J30J40,0,40,1.000
2026-03-11 14:51:33.288,J30J40,0,40,1.003
2026-03-11 14:51:34.288,J30J40,0,40,1.000
2026-03-11 14:51:35.288,J30J40,0,40,1.000
2026-03-11 14:51:36.288,J30J40,0,40,1.000
2026-03-11 14:51:37.288,J30J40,0,40,1.000
2026-03-11 14:51:38.288,J30J40,0,40,1.000
2026-03-11 14:51:39.289,J30J40,0,40,1.001
2026-03-11 14:51:40.289,J30J40,0,40,1.000
2026-03-11 14:51:41.289,J30J40,0,40,1.000
2026-03-11 14:51:42.289,J30J40,0,40,1.000
2026-03-11 14:51:43.290,J30J40,0,40,1.001
2026-03-11 14:51:44.290,J30J40,0,40,1.000
2026-03-11 14:51:45.292,J30J40,0,40,1.002
2026-03-11 14:51:46.292,J30J40,0,40,1.000
2026-03-11 14:51:47.291,J30J40,0,40,0.999
2026-03-11 14:51:48.291,J30J40,0,40,1.000
2026-03-11 14:51:49.292,J30J40,0,40,1.000
2026-03-11 14:51:50.292,J30J40,0,40,1.000
2026-03-11 14:51:51.292,J30J40,0,40,1.000
2026-03-11 14:51:52.292,J30J40,0,40,1.000
2026-03-11 14:51:53.293,J30J40,0,40,1.001
2026-03-11 14:51:54.294,J30J40,0,40,1.000
2026-03-11 14:51:55.293,J30J40,0,40,1.000
2026-03-11 14:51:56.294,J30J40,0,40,1.000
2026-03-11 14:51:57.294,J30J40,0,40,1.000
2026-03-11 14:51:58.295,J30J40,0,40,1.000
2026-03-11 14:51:59.295,J30J40,0,40,1.000
2026-03-11 14:52:00.295,J30J40,0,40,1.001
2026-03-11 14:52:01.295,J30J40,0,40,1.000
2026-03-11 14:52:02.295,J30J40,0,40,1.000
2026-03-11 14:52:03.296,J30J40,0,40,1.000
