timestamp,raw,dec_val,tail,dt_s
2026-08-06 13:45:58.420,J30J40,0,40,1.001
2026-08-06 13:45:59.420,J30J40,0,40,1.000
2026-08-06 13:46:00.421,J30J40,0,40,1.000
2026-08-06 13:46:01.421,J31J40,1,40,1.000
2026-08-06 13:46:02.421,J30J40,0,40,1.000
2026-08-06 13:46:03.421,J31J40,1,40,1.000
2026-08-06 13:46:04.422,J30J40,0,40,1.001
2026-08-06 13:46:05.422,J30J40,0,40,1.000
2026-08-06 13:46:06.422,J30J40,0,40,1.001
2026-08-06 13:46:07.423,J31J40,1,40,1.001
2026-08-06 13:46:08.424,J32J40,2,40,1.000
2026-08-06 13:46:09.423,J31J40,1,40,0.999
2026-08-06 13:46:10.424,J32J40,2,40,1.001
2026-08-06 13:46:11.424,J30J40,0,40,0.999
2026-08-06 13:46:12.424,J30J40,0,40,1.000
2026-08-06 13:46:13.424,J30J40,0,40,1.000
2026-08-06 13:46:14.425,J30J40,0,40,1.001
2026-08-06 13:46:15.425,J30J40,0,40,1.000
2026-08-06 13:46:16.425,J30J40,0,40,1.000
2026-08-06 13:46:17.425,J30J40,0,40,1.000
2026-08-06 13:46:18.427,J30J40,0,40,1.002
2026-08-06 13:46:19.427,J30J40,0,40,1.000
2026-08-06 13:46:20.427,J30J40,0,40,1.000
2026-08-06 13:46:21.427,J31J40,1,40,0.999
2026-08-06 13:46:22.427,J31J40,1,40,1.000
2026-08-06 13:46:23.427,J30J40,0,40,1.000
2026-08-06 13:46:24.427,J31J40,1,40,1.000
2026-08-06 13:46:25.427,J30J40,0,40,1.000
2026-08-06 13:46:26.428,J30J40,0,40,1.000
2026-08-06 13:46:27.428,J31J40,1,40,1.000
2026-08-06 13:46:28.428,J30J40,0,40,1.000
2026-08-06 13:46:29.428,J31J40,1,40,1.000
2026-08-06 13:46:30.429,J30J40,0,40,1.000
2026-08-06 13:46:31.429,J30J40,0,40,1.000
2026-08-06 13:46:32.431,J30J40,0,40,1.002
2026-08-06 13:46:33.431,J30J40,0,40,1.000
2026-08-06 13:46:34.432,J31J40,1,40,1.001
2026-08-06 13:46:35.432,J30J40,0,40,1.000
2026-08-06 13:46:36.433,J30J40,0,40,1.001
2026-08-06 13:46:37.432,J30J40,0,40,0.999
2026-08-06 13:46:38.432,J32J40,2,40,1.000
2026-08-06 13:46:39.433,J31J40,1,40,1.000
2026-08-06 13:46:40.434,J32J40,2,40,1.002
2026-08-06 13:46:41.433,J30J40,0,40,0.999
2026-08-06 13:46:42.434,J30J40,0,40,1.001
2026-08-06 13:46:43.434,J31J40,1,40,1.000
2026-08-06 13:46:44.435,J32J40,2,40,1.002
2026-08-06 13:46:45.434,J31J40,1,40,0.999
2026-08-06 13:46:46.435,J31J40,1,40,1.001
2026-08-06 13:46:47.435,J30J40,0,40,1.000
2026-08-06 13:46:48.435,J30J40,0,40,1.000
2026-08-06 13:46:49.436,J30J40,0,40,1.000
2026-08-06 13:46:50.436,J30J40,0,40,1.000
2026-08-06 13:46:51.437,J30J40,0,40,1.001
