# elapsed_s	cps
1	10
2	9
3	23
4	27
5	14
6	12
7	3
8	12
9	11
10	16
11	23
12	10
13	13
14	16
15	17
16	15
17	21
18	19
19	19
20	19
21	13
22	10
23	20
24	11
25	20
26	19
27	14
28	7
29	18
30	17
31	15
32	20
33	27
34	16
35	18
36	13
37	22
38	23
39	29
40	23
41	15
42	14
43	20
44	18
45	19
46	23
47	14
48	21
49	19
50	11
51	24
52	12
53	32
54	6
55	17
56	16
57	6
58	12
59	10
60	15
61	22
62	17
63	10
64	17
65	29
66	17
67	21
68	21
69	18
70	6
71	18
72	0
73	17
74	15
75	16
76	22
77	33
78	14
79	18
80	17
81	11
82	16
83	19
84	21
85	23
86	12
87	18
88	24
89	26
90	15
91	19
92	24
93	13
94	13
95	11
96	9
97	15
98	16
99	16
100	16
101	18
102	16
103	23
104	18
105	14
106	19
107	29
108	10
109	19
110	16
111	8
112	13
113	19
114	10
115	16
116	19
117	17
118	11
119	13
120	11
121	15
122	13
123	12
124	15
125	21
126	11
127	12
128	21
129	20
130	18
131	21
132	18
133	21
134	8
135	15
136	19
137	10
138	17
139	19
140	10
141	23
142	16
143	15
144	26
145	19
146	16
147	23
148	12
149	17
150	17
151	22
152	12
153	16
154	16
155	11
156	20
157	15
158	20
159	20
160	11
161	13
162	12
163	22
164	23
165	11
166	14
167	24
168	22
169	18
170	0
171	13
172	10
173	14
174	24
175	15
176	24
177	14
178	18
179	22
180	19
181	14
182	19
183	12
184	15
185	18
186	29
187	12
188	12
189	24
190	18
191	22
192	17
193	10
194	20
195	23
196	6
197	16
198	20
199	9
200	15
201	11
202	8
203	23
204	25
205	17
206	12
207	23
208	25
209	14
210	8
211	19
212	19
213	15
214	12
215	18
216	20
217	19
218	11
219	22
220	15
221	13
222	32
223	20
224	18
225	17
226	16
227	8
228	14
229	13
230	16
231	14
232	10
233	12
234	11
235	19
236	15
237	10
238	9
239	10
240	13
241	17
242	15
243	20
244	17
245	16
246	18
247	12
248	14
249	15
250	14
251	21
252	26
253	14
254	11
255	14
256	13
257	16
258	22
259	27
260	13
261	24
262	13
263	15
264	17
265	11
266	20
267	14
268	19
269	0
270	12
271	14
272	10
273	17
274	17
275	19
276	12
277	10
278	19
279	19
280	17
281	12
282	22
283	8
284	21
285	7
286	17
287	20
288	11
289	15
290	17
291	18
292	20
293	34
294	17
295	10
296	9
297	22
298	15
299	20
300	19
301	12
302	17
303	20
304	16
305	19
306	13
307	11
308	15
309	13
310	20
311	18
312	11
313	24
314	16
315	21
316	12
317	13
318	26
319	14
320	13
321	20
322	17
323	12
324	13
325	16
326	11
327	24
328	21
329	13
330	10
331	19
332	19
333	16
334	24
335	19
336	12
337	13
338	9
339	15
340	18
341	14
342	25
343	10
344	19
345	19
346	16
347	11
348	20
349	23
350	14
351	15
352	14
353	22
354	12
355	11
356	20
357	15
358	25
359	15
360	19
361	30
362	11
363	21
364	19
365	16
366	0
367	17
368	9
369	13
370	14
371	15
372	24
373	13
374	16
375	15
376	15
377	19
378	17
379	6
380	30
381	25
382	7
383	10
384	16
385	15
386	22
387	9
388	25
389	23
390	19
391	14
392	15
393	16
394	10
395	12
396	8
397	15
398	25
399	9
400	21
401	14
402	17
403	22
404	11
405	20
406	15
407	11
408	11
409	31
410	20
411	13
412	18
413	20
414	12
415	26
416	11
417	16
418	15
419	12
420	20
421	25
422	8
423	27
424	13
425	15
426	14
427	22
428	22
429	18
430	10
431	23
432	21
433	21
434	23
435	18
436	10
437	24
438	17
439	23
440	13
441	24
442	19
443	16
444	11
445	27
446	26
447	7
448	16
449	14
450	15
451	16
452	12
453	8
454	17
455	15
456	14
457	12
458	13
459	18
460	17
461	21
462	16
463	23
464	0
465	24
466	14
467	22
468	18
469	22
470	12
471	24
472	21
473	17
474	16
475	17
476	22
477	19
478	22
479	24
480	20
481	17
482	18
483	10
484	16
485	16
486	14
487	20
488	9
489	23
490	22
491	13
492	10
493	23
494	12
495	9
496	10
497	19
498	15
499	5
500	16
501	12
502	6
503	8
504	17
505	15
506	11
507	9
508	14
509	16
510	15
511	16
512	18
513	19
514	15
515	19
516	12
517	17
518	23
519	14
520	15
521	12
522	14
523	17
524	11
525	15
526	18
527	17
528	18
529	13
530	11
531	14
532	13
533	25
534	17
535	6
536	11
537	11
538	18
539	14
540	12
541	10
542	20
543	15
544	13
545	18
546	19
547	17
548	16
549	18
550	27
551	12
552	20
553	13
554	12
555	14
556	10
557	20
558	11
559	14
560	15
561	13
562	18
563	19
564	0
565	18
566	22
567	29
568	14
569	8
570	15
571	19
572	14
573	16
574	27
575	11
576	19
577	14
578	19
579	16
580	8
581	22
582	10
583	15
584	23
585	15
586	19
587	25
588	19
589	20
590	19
591	15
592	14
593	14
594	15
595	16
596	14
597	11
598	17
599	11
600	5
