# elapsed_s	cps
1	15
2	15
3	6
4	22
5	15
6	19
7	14
8	22
9	11
10	19
11	12
12	26
13	20
14	16
15	8
16	19
17	16
18	13
19	20
20	18
21	17
22	11
23	16
24	10
25	15
26	18
27	16
28	18
29	19
30	16
31	18
32	14
33	30
34	18
35	12
36	9
37	0
38	20
39	19
40	14
41	12
42	8
43	18
44	9
45	11
46	21
47	17
48	20
49	14
50	12
51	20
52	13
53	25
54	15
55	17
56	17
57	14
58	11
59	18
60	22
61	25
62	20
63	13
64	21
65	5
66	15
67	17
68	16
69	12
70	13
71	21
72	14
73	14
74	31
75	14
76	18
77	16
78	15
79	12
80	23
81	20
82	25
83	22
84	13
85	17
86	21
87	13
88	17
89	14
90	12
91	12
92	17
93	18
94	21
95	33
96	20
97	15
98	11
99	18
100	18
101	16
102	9
103	12
104	11
105	17
106	11
107	10
108	15
109	18
110	19
111	25
112	17
113	26
114	27
115	14
116	17
117	20
118	13
119	23
120	9
121	15
122	10
123	18
124	8
125	10
126	20
127	27
128	17
129	21
130	20
131	18
132	14
133	17
134	16
135	0
136	12
137	18
138	19
139	14
140	15
141	11
142	24
143	15
144	18
145	18
146	17
147	17
148	21
149	19
150	17
151	17
152	17
153	23
154	10
155	18
156	13
157	14
158	18
159	14
160	19
161	14
162	30
163	16
164	20
165	25
166	24
167	16
168	15
169	18
170	20
171	12
172	24
173	13
174	14
175	14
176	20
177	16
178	25
179	16
180	17
181	17
182	16
183	22
184	16
185	17
186	12
187	16
188	24
189	12
190	12
191	24
192	29
193	16
194	12
195	23
196	11
197	18
198	16
199	21
200	15
201	18
202	20
203	21
204	14
205	24
206	12
207	13
208	19
209	17
210	22
211	21
212	11
213	11
214	13
215	10
216	32
217	32
218	16
219	15
220	15
221	17
222	13
223	14
224	14
225	9
226	7
227	18
228	21
229	21
230	16
231	23
232	11
233	18
234	0
235	15
236	11
237	6
238	8
239	10
240	22
241	15
242	10
243	19
244	9
245	12
246	19
247	21
248	14
249	23
250	9
251	17
252	18
253	22
254	30
255	23
256	9
257	26
258	12
259	15
260	12
261	23
262	19
263	17
264	20
265	15
266	17
267	17
268	20
269	16
270	12
271	14
272	20
273	15
274	9
275	11
276	14
277	12
278	10
279	17
280	28
281	17
282	20
283	12
284	10
285	11
286	24
287	8
288	9
289	24
290	16
291	16
292	20
293	9
294	14
295	14
296	11
297	16
298	13
299	17
300	23
301	10
302	27
303	12
304	26
305	18
306	19
307	18
308	20
309	19
310	11
311	16
312	17
313	8
314	15
315	14
316	15
317	17
318	11
319	8
320	19
321	8
322	23
323	21
324	17
325	17
326	12
327	24
328	16
329	13
330	9
331	0
332	16
333	13
334	18
335	18
336	14
337	23
338	21
339	14
340	17
341	28
342	15
343	17
344	21
345	11
346	15
347	10
348	24
349	16
350	13
351	14
352	21
353	16
354	19
355	16
356	14
357	8
358	17
359	36
360	12
361	14
362	17
363	16
364	17
365	22
366	8
367	17
368	19
369	18
370	20
371	19
372	8
373	16
374	11
375	14
376	18
377	27
378	18
379	15
380	11
381	25
382	18
383	9
384	19
385	17
386	12
387	18
388	11
389	19
390	19
391	21
392	17
393	18
394	16
395	9
396	13
397	19
398	17
399	15
400	8
401	15
402	18
403	14
404	18
405	18
406	13
407	6
408	26
409	23
410	19
411	20
412	17
413	32
414	17
415	12
416	26
417	21
418	11
419	17
420	25
421	15
422	14
423	20
424	10
425	15
426	16
427	6
428	9
429	9
430	14
431	0
432	20
433	16
434	17
435	15
436	20
437	12
438	16
439	9
440	16
441	11
442	21
443	16
444	14
445	14
446	23
447	14
448	13
449	14
450	24
451	7
452	18
453	12
454	8
455	15
456	6
457	17
458	10
459	23
460	14
461	20
462	7
463	26
464	22
465	24
466	23
467	22
468	16
469	17
470	25
471	16
472	13
473	14
474	16
475	16
476	16
477	18
478	17
479	29
480	19
481	15
482	9
483	17
484	14
485	19
486	21
487	17
488	16
489	7
490	6
491	15
492	16
493	19
494	26
495	13
496	15
497	30
498	21
499	13
500	15
501	20
502	12
503	23
504	16
505	17
506	18
507	10
508	18
509	16
510	19
511	16
512	11
513	11
514	22
515	18
516	21
517	24
518	16
519	18
520	18
521	11
522	13
523	18
524	11
525	18
526	28
527	11
528	0
529	16
530	28
531	20
532	15
533	10
534	17
535	20
536	9
537	10
538	8
539	15
540	9
541	35
542	19
543	14
544	11
545	14
546	15
547	8
548	14
549	15
550	17
551	9
552	16
553	17
554	11
555	12
556	36
557	15
558	7
559	15
560	15
561	20
562	14
563	14
564	7
565	18
566	22
567	11
568	17
569	7
570	12
571	16
572	12
573	22
574	17
575	16
576	17
577	18
578	17
579	28
580	17
581	22
582	17
583	32
584	21
585	19
586	11
587	28
588	15
589	7
590	15
591	12
592	12
593	19
594	19
595	25
596	12
597	22
598	13
599	13
600	19
