# elapsed_s	cps
1	12
2	11
3	22
4	24
5	27
6	14
7	36
8	22
9	13
10	32
11	18
12	20
13	17
14	28
15	23
16	19
17	0
18	22
19	23
20	15
21	19
22	32
23	23
24	16
25	22
26	27
27	25
28	21
29	18
30	23
31	17
32	17
33	17
34	26
35	19
36	19
37	30
38	21
39	17
40	20
41	9
42	21
43	17
44	20
45	23
46	11
47	24
48	28
49	12
50	13
51	27
52	20
53	28
54	13
55	17
56	22
57	19
58	24
59	27
60	18
61	14
62	28
63	23
64	21
65	20
66	30
67	23
68	18
69	13
70	25
71	21
72	17
73	19
74	18
75	16
76	13
77	18
78	19
79	19
80	23
81	31
82	15
83	21
84	22
85	29
86	16
87	24
88	24
89	18
90	24
91	20
92	11
93	21
94	22
95	30
96	19
97	13
98	36
99	13
100	26
101	10
102	19
103	19
104	16
105	15
106	18
107	16
108	26
109	27
110	18
111	15
112	19
113	33
114	30
115	0
116	20
117	27
118	19
119	32
120	20
121	22
122	22
123	41
124	28
125	20
126	18
127	24
128	28
129	22
130	22
131	31
132	19
133	24
134	12
135	9
136	19
137	14
138	21
139	39
140	25
141	18
142	22
143	18
144	21
145	20
146	32
147	19
148	16
149	12
150	29
151	27
152	23
153	18
154	12
155	22
156	27
157	18
158	26
159	28
160	28
161	25
162	15
163	21
164	21
165	16
166	20
167	34
168	35
169	18
170	19
171	24
172	28
173	25
174	29
175	22
176	26
177	22
178	15
179	15
180	28
181	18
182	31
183	11
184	18
185	25
186	22
187	26
188	31
189	20
190	23
191	6
192	22
193	15
194	16
195	26
196	19
197	20
198	26
199	22
200	21
201	10
202	22
203	18
204	19
205	18
206	20
207	24
208	30
209	23
210	11
211	23
212	27
213	0
214	20
215	16
216	23
217	24
218	31
219	18
220	23
221	17
222	15
223	19
224	14
225	27
226	27
227	32
228	16
229	46
230	17
231	26
232	14
233	14
234	23
235	19
236	14
237	17
238	35
239	20
240	37
241	20
242	22
243	7
244	28
245	19
246	26
247	30
248	19
249	10
250	18
251	12
252	18
253	14
254	19
255	26
256	16
257	18
258	20
259	20
260	18
261	16
262	26
263	17
264	22
265	30
266	34
267	27
268	23
269	13
270	38
271	20
272	26
273	33
274	11
275	19
276	10
277	19
278	21
279	18
280	22
281	21
282	28
283	19
284	19
285	18
286	24
287	18
288	25
289	16
290	20
291	19
292	18
293	22
294	20
295	22
296	15
297	8
298	15
299	31
300	21
301	20
302	23
303	5
304	19
305	18
306	24
307	12
308	16
309	17
310	0
311	10
312	29
313	25
314	33
315	7
316	26
317	19
318	28
319	25
320	16
321	19
322	35
323	12
324	15
325	15
326	26
327	17
328	19
329	21
330	21
331	21
332	17
333	24
334	16
335	20
336	22
337	18
338	21
339	23
340	21
341	15
342	37
343	18
344	18
345	24
346	22
347	24
348	16
349	23
350	20
351	8
352	26
353	20
354	10
355	26
356	20
357	13
358	25
359	15
360	32
361	18
362	13
363	16
364	28
365	19
366	26
367	6
368	24
369	18
370	30
371	17
372	21
373	15
374	14
375	14
376	27
377	18
378	17
379	20
380	15
381	28
382	14
383	12
384	12
385	21
386	20
387	24
388	13
389	26
390	21
391	30
392	21
393	27
394	22
395	23
396	19
397	14
398	19
399	19
400	27
401	20
402	19
403	21
404	9
405	14
406	21
407	20
408	0
409	18
410	22
411	21
412	21
413	18
414	14
415	18
416	14
417	15
418	16
419	22
420	18
421	28
422	14
423	20
424	30
425	12
426	16
427	32
428	26
429	19
430	22
431	21
432	17
433	22
434	21
435	26
436	14
437	22
438	29
439	29
440	27
441	19
442	18
443	14
444	21
445	19
446	22
447	17
448	21
449	35
450	19
451	17
452	26
453	25
454	18
455	28
456	23
457	22
458	18
459	12
460	29
461	28
462	15
463	28
464	20
465	35
466	23
467	14
468	19
469	31
470	13
471	10
472	24
473	19
474	28
475	19
476	16
477	21
478	16
479	37
480	18
481	24
482	23
483	16
484	17
485	15
486	23
487	29
488	18
489	16
490	28
491	20
492	31
493	23
494	19
495	28
496	21
497	22
498	16
499	24
500	31
501	28
502	16
503	16
504	15
505	22
506	17
507	0
508	18
509	18
510	19
511	29
512	12
513	20
514	13
515	23
516	24
517	23
518	12
519	16
520	27
521	27
522	12
523	9
524	26
525	28
526	14
527	32
528	18
529	21
530	14
531	27
532	18
533	18
534	17
535	36
536	20
537	10
538	11
539	21
540	18
541	18
542	21
543	14
544	18
545	17
546	27
547	18
548	30
549	11
550	24
551	24
552	19
553	19
554	10
555	17
556	20
557	29
558	23
559	12
560	18
561	17
562	15
563	18
564	21
565	23
566	17
567	23
568	22
569	19
570	11
571	32
572	17
573	14
574	21
575	25
576	9
577	17
578	23
579	17
580	30
581	22
582	11
583	23
584	24
585	14
586	27
587	26
588	17
589	15
590	17
591	20
592	14
593	26
594	31
595	26
596	12
597	22
598	20
599	16
600	29
