# elapsed_s	cps
1	15
2	25
3	12
4	14
5	15
6	20
7	23
8	25
9	13
10	19
11	30
12	23
13	23
14	16
15	14
16	19
17	25
18	20
19	22
20	24
21	12
22	12
23	10
24	15
25	17
26	23
27	10
28	15
29	31
30	22
31	15
32	12
33	21
34	20
35	22
36	29
37	23
38	18
39	26
40	32
41	14
42	12
43	16
44	18
45	12
46	14
47	17
48	19
49	17
50	15
51	27
52	24
53	21
54	16
55	12
56	21
57	19
58	18
59	16
60	12
61	23
62	15
63	8
64	36
65	23
66	20
67	5
68	18
69	14
70	22
71	16
72	20
73	17
74	14
75	22
76	17
77	22
78	12
79	18
80	18
81	23
82	19
83	23
84	18
85	13
86	23
87	20
88	8
89	17
90	12
91	14
92	19
93	22
94	19
95	10
96	16
97	10
98	0
99	22
100	14
101	23
102	22
103	13
104	25
105	18
106	12
107	11
108	11
109	24
110	19
111	26
112	18
113	25
114	17
115	23
116	25
117	25
118	21
119	24
120	24
121	21
122	12
123	14
124	22
125	19
126	16
127	25
128	16
129	31
130	17
131	11
132	22
133	17
134	17
135	20
136	19
137	10
138	15
139	18
140	19
141	13
142	14
143	27
144	19
145	15
146	25
147	24
148	13
149	27
150	14
151	25
152	15
153	12
154	8
155	23
156	19
157	11
158	23
159	19
160	19
161	10
162	23
163	17
164	21
165	21
166	14
167	21
168	14
169	19
170	15
171	15
172	16
173	23
174	21
175	9
176	17
177	20
178	17
179	19
180	19
181	10
182	16
183	18
184	20
185	13
186	18
187	18
188	12
189	10
190	21
191	10
192	13
193	10
194	22
195	20
196	0
197	16
198	15
199	16
200	12
201	27
202	16
203	27
204	19
205	10
206	23
207	17
208	21
209	13
210	18
211	34
212	27
213	24
214	23
215	22
216	16
217	19
218	15
219	20
220	18
221	32
222	9
223	20
224	24
225	18
226	11
227	12
228	24
229	14
230	14
231	30
232	14
233	26
234	19
235	18
236	15
237	16
238	29
239	29
240	14
241	20
242	19
243	24
244	23
245	18
246	25
247	23
248	2
249	15
250	15
251	11
252	16
253	17
254	20
255	14
256	12
257	14
258	16
259	26
260	16
261	17
262	16
263	19
264	11
265	20
266	26
267	10
268	23
269	16
270	23
271	17
272	13
273	25
274	18
275	19
276	24
277	24
278	20
279	16
280	14
281	8
282	23
283	11
284	12
285	24
286	16
287	16
288	12
289	13
290	25
291	12
292	18
293	23
294	0
295	21
296	19
297	24
298	35
299	0
300	12
301	17
302	25
303	17
304	21
305	14
306	19
307	19
308	23
309	19
310	12
311	14
312	17
313	21
314	15
315	18
316	13
317	12
318	25
319	20
320	24
321	12
322	11
323	12
324	16
325	14
326	23
327	24
328	24
329	17
330	17
331	13
332	27
333	20
334	14
335	23
336	18
337	18
338	16
339	13
340	25
341	18
342	18
343	19
344	13
345	15
346	25
347	17
348	16
349	23
350	20
351	20
352	8
353	21
354	16
355	17
356	12
357	15
358	23
359	27
360	13
361	12
362	12
363	22
364	7
365	17
366	25
367	15
368	20
369	20
370	15
371	17
372	13
373	17
374	21
375	20
376	15
377	16
378	17
379	13
380	17
381	20
382	8
383	16
384	24
385	15
386	26
387	25
388	18
389	17
390	23
391	0
392	18
393	15
394	15
395	10
396	28
397	19
398	20
399	12
400	16
401	25
402	22
403	36
404	9
405	14
406	23
407	15
408	19
409	21
410	17
411	24
412	16
413	20
414	21
415	11
416	11
417	10
418	22
419	15
420	14
421	29
422	27
423	19
424	14
425	28
426	23
427	19
428	17
429	18
430	33
431	19
432	19
433	20
434	18
435	22
436	17
437	21
438	25
439	21
440	15
441	24
442	16
443	9
444	15
445	22
446	15
447	11
448	12
449	18
450	18
451	18
452	23
453	20
454	14
455	21
456	18
457	19
458	25
459	20
460	19
461	19
462	27
463	22
464	16
465	13
466	21
467	21
468	15
469	11
470	28
471	15
472	20
473	15
474	15
475	13
476	15
477	9
478	29
479	14
480	18
481	13
482	17
483	5
484	22
485	23
486	15
487	24
488	22
489	1
490	1
491	27
492	20
493	13
494	25
495	24
496	17
497	6
498	18
499	23
500	9
501	19
502	21
503	10
504	21
505	18
506	22
507	22
508	18
509	20
510	13
511	16
512	14
513	24
514	14
515	13
516	22
517	30
518	29
519	26
520	16
521	18
522	14
523	20
524	21
525	21
526	10
527	19
528	15
529	19
530	20
531	11
532	10
533	18
534	16
535	19
536	14
537	22
538	20
539	28
540	11
541	34
542	23
543	19
544	20
545	22
546	13
547	14
548	19
549	15
550	18
551	20
552	8
553	14
554	22
555	20
556	21
557	15
558	19
559	26
560	22
561	23
562	16
563	18
564	25
565	16
566	19
567	19
568	13
569	23
570	22
571	19
572	18
573	9
574	10
575	13
576	20
577	25
578	16
579	24
580	14
581	16
582	20
583	18
584	16
585	20
586	13
587	0
588	9
589	15
590	45
591	30
592	18
593	17
594	12
595	27
596	17
597	21
598	27
599	25
600	19
